n_harmonics,base_freq,magnitudes,instruments
7,3.449335280335704,"[-1.70268752 -0.8209777  -0.17414705 -1.2581106   0.3395343   0.29070385
 -0.69284853]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.996887404296542,0.9616381852528887
-2.9751567647846224,0.710510097154342
-2.9645813047487075,0.4468320651205953
-2.9632864663277685,0.43215555373804687
-2.9530354567235007,0.09463634583285968
-2.952381539398236,0.0801731557313587
-2.9491068073307827,-0.027106442909929824
-2.9372638280058476,-0.4759791644262431
-2.932474944898957,-0.628225388736165
-2.919203475767855,-1.1351581674826865
-2.9152152413401553,-1.2678116408324867
-2.9147348442872474,-1.2919353309307293
-2.907328159566073,-1.5248936298325155
-2.9033425319192423,-1.6592478592352142
-2.8867169139415365,-2.0976590590775315
-2.8729841704544516,-2.307651976661031
-2.8703423724879604,-2.3430758642419764
-2.8643507236057326,-2.3955154074484515
-2.843552461700242,-2.2873900235257523
-2.8217072419479576,-1.8528493388745444
-2.816745373581782,-1.713308494575199
-2.8057750228476372,-1.3485739558543621
-2.8023411122072877,-1.2385150268112473
-2.7923451205851504,-0.8721513836062341
-2.7757905597065173,-0.27037052092611097
-2.767182727328721,0.013611243740359498
-2.7588514927800305,0.2796781248306044
-2.748186296426745,0.599230003921891
-2.740160402351735,0.7998236996531711
-2.729743178352809,0.984654125206949
-2.7232528409455847,1.0658264132930637
-2.7165327977042444,1.1201311635741975
-2.714627978750367,1.143553631716325
-2.7107759721998463,1.141712168059717
-2.7092981329897716,1.164468088156761
-2.7060391688870116,1.1537746574609267
-2.691521747110907,1.1005491152859266
-2.6887640957786605,1.0776300354983699
-2.674176806746414,0.8769157939731432
-2.6719255036183736,0.8363164532660626
-2.662988235243434,0.667070469167537
-2.660718722536261,0.6306601470003852
-2.657580605526097,0.5777662471044787
-2.654109364873147,0.49204429678736866
-2.6541030306413296,0.4791109955516798
-2.65009490659608,0.3904024304964443
-2.6475562116994467,0.3372161880838783
-2.644901388567064,0.28933732142988056
-2.6446284025851896,0.2610327814606268
-2.635003963594939,0.03252937156231129
-2.6325486884933422,-0.034195293173357115
-2.59738383120645,-0.8005060935928363
-2.5949834774634044,-0.8425526348358929
-2.5939701520823064,-0.8561217145171223
-2.5922148761706896,-0.9208371743378034
-2.585265675446572,-0.998516031803276
-2.578527451942276,-1.0817983947096739
-2.567820647783897,-1.229224667895444
-2.5458230664325505,-1.360491165513664
-2.5456103099869796,-1.364896427041993
-2.5455772799407512,-1.3469803580082311
-2.536481014805916,-1.391620520753975
-2.5362744945214053,-1.392013541420224
-2.518690825711065,-1.3546345545357783
-2.518279130620951,-1.3588837183624445
-2.5120992365204886,-1.333661496705494
-2.505866853991997,-1.2991709461521543
-2.5034269597814536,-1.2828726960418702
-2.4968012660614596,-1.255299770167244
-2.4780786079094046,-1.135975056081841
-2.4709200184624818,-1.0787667327295507
-2.4704921924115433,-1.0696782508877984
-2.4679683085735373,-1.0031991423359132
-2.4571269824024875,-0.9154526729900625
-2.455576635827132,-0.8696796195284264
