n_harmonics,base_freq,magnitudes,instruments
7,3.5555772051342758,"[ 0.52351932 -0.72968532 -0.13106057  2.20988272 -0.59336217  1.42211865
  0.59258001]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9997534398648193,-0.03327584824721873
-2.999528485961233,-0.060392426637329036
-2.9867612536030617,-0.378294253027279
-2.9823874243856965,-0.5202188747718112
-2.9811040698641653,-0.5225507516989921
-2.9770938489567524,-0.6297747229974008
-2.9720760159654733,-0.7853769337394934
-2.966408276992118,-0.9345309065296064
-2.951774336530236,-1.25143637755602
-2.943081227758489,-1.3594875157596684
-2.9406730633654927,-1.41359067027331
-2.9403416416370445,-1.4451694343379653
-2.9307386481036453,-1.5313834803586324
-2.9296827845235254,-1.573641773055106
-2.929122745331922,-1.5451128257630826
-2.9200462515855596,-1.5804367261111911
-2.917179834971244,-1.5668885739498402
-2.9162439358167753,-1.58750807971222
-2.8981765949854523,-1.4932369831916057
-2.895795709217405,-1.4842538370323433
-2.8835532345726396,-1.3011484093450776
-2.8816232832422073,-1.2882355423559555
-2.8699836889414394,-1.0921977282379163
-2.8687139831210127,-1.0877940620172242
-2.8684483673739805,-1.0706301670557263
-2.859022681590404,-0.8896666188696906
-2.857272521575293,-0.845752280972201
-2.8531154471893947,-0.7534931917314421
-2.845986970059478,-0.657903412982059
-2.8420832416638904,-0.5896950182728558
-2.837982910185529,-0.49661065343184974
-2.8299934965601827,-0.35162656414651927
-2.829020505641404,-0.37731544516653037
-2.814383147484836,-0.14167419646532783
-2.810094290799372,-0.1418551198371894
-2.8000586331905213,-0.10465725414452821
-2.797088459217392,-0.12218062364656015
-2.7958990977079923,-0.1254961884475814
-2.787219318886585,-0.14647592499040638
-2.7849133653555915,-0.13709546522183289
-2.777962287751693,-0.20080480641513865
-2.7766256296827287,-0.2500122210542831
-2.77191697178044,-0.31264858974174886
-2.769126337112751,-0.3400519548261428
-2.7644309104698213,-0.4524427688935236
-2.761361149354415,-0.4683797194097779
