n_harmonics,base_freq,magnitudes,instruments
9,2.358291670538098,"[-0.26700911  0.85758903 -0.17211478  0.21887931 -0.9414689  -0.43351299
  1.61045481  1.85338828 -1.45890382]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9961996483755775,-2.054449021639039
-2.9933195704145357,-1.9135689174888844
-2.9886401037346815,-1.6782341844106672
-2.980867074664351,-1.2789146183111617
-2.972370565675422,-0.8561616780527675
-2.9519248800809166,0.09449371951264125
-2.9492131290343186,0.22027588482814373
-2.9462816509316525,0.33383705526206303
-2.9432005598255935,0.4425922415394833
-2.940960191414014,0.533210617935509
-2.936457531587484,0.6833131827378376
-2.9335955408996,0.7740020424664984
-2.932646051360378,0.8004596594028894
-2.928996101236741,0.8936824925818765
-2.923865948948115,1.0121877424358368
-2.922175531374419,1.0524542257187466
-2.91487899865147,1.1723603911580152
-2.9136225692420874,1.193845296354623
-2.9086498292934717,1.2314950691064999
-2.8962045078850607,1.267656027048228
-2.891894171932216,1.2349483831442054
-2.8822912159023004,1.1363599063933365
-2.879922267173561,1.084401163449993
-2.8742327795143723,0.9660079354807489
-2.8724979031209563,0.9416895619063008
-2.8674096059974854,0.8061427735101435
-2.8652279678934973,0.7396022784261189
-2.8497150317930604,0.24325937998329347
-2.8310786622956234,-0.4628022160699307
-2.8305201373921105,-0.4926085330767958
-2.8259957421057433,-0.671336929086593
-2.825794073569492,-0.6802977231441939
-2.8096685586996895,-1.2898706922934038
-2.809281524745867,-1.3005467013630065
-2.804265783991196,-1.4635166518942568
-2.8038582804408714,-1.4905639892724145
-2.7969863288996186,-1.6876955120235808
-2.7917374525891043,-1.8368298753864674
-2.788017550543894,-1.9105851734617545
-2.778474490958236,-2.1013949083877566
-2.7782166616178285,-2.1064241318580996
-2.776490824956918,-2.1256163021726753
-2.773364147135337,-2.163744353218888
-2.7658398320032203,-2.1996512249992377
-2.7505896021679312,-2.1137729777550986
-2.7476476020278486,-2.082266205164689
-2.7408230341729682,-1.9448232093721265
-2.736048216924872,-1.815503436591063
-2.733683417646029,-1.731813720492575
-2.73022506198876,-1.63144106672209
-2.718374019407535,-1.1455020154468676
-2.6898100467901322,0.45410275800242944
-2.6883511309791617,0.5432606847698269
-2.6874302680360644,0.6149968573512261
-2.68611140197608,0.7040929881656925
-2.6619589798952883,2.3651404723680236
-2.659447555862127,2.5255654252163837
-2.6560823193941907,2.7620102111758493
-2.6477358506470345,3.312080656307204
-2.6439794066833726,3.542038785603101
-2.642060302439189,3.6607900627265217
-2.640033890340889,3.774563859088948
-2.6349041480239532,4.084351486028095
-2.616570841202748,4.956415164216914
-2.6086007062438936,5.252754973315053
-2.6032422795544408,5.396995851720576
-2.598084769845353,5.513077688852967
-2.5977527249951518,5.5127759310257565
-2.589285078720046,5.632854537318939
-2.575264150874413,5.6088046892935735
-2.562517837427172,5.399932472127074
-2.5523546148378196,5.065258624731258
-2.552122908884963,5.056462259685389
-2.5494681942230435,4.954812346398203
-2.5434576371882676,4.697379008669678
-2.5417506454765233,4.61472776179796
