n_harmonics,base_freq,magnitudes,instruments
9,1.3347294019512619,"[-0.38971287 -0.52964805  2.07510281 -0.44299486 -0.92242673 -1.04655955
  0.42105375  0.42584987 -0.54135702]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9931103827258427,-0.3626973547334003
-2.982226549013026,-0.4495460738217673
-2.9771670882323407,-0.4913343400556394
-2.972609294672429,-0.5161190778728908
-2.970683196184863,-0.543651779988408
-2.968633277194927,-0.5307571735070782
-2.967200802611192,-0.5589851715014176
-2.96435577642078,-0.6050300836988922
-2.9637852676926038,-0.5954926682471764
-2.9631322045681845,-0.6048879428272838
-2.958371563406502,-0.6444652256422368
-2.949334727918447,-0.7059567010532269
-2.9480208412329914,-0.7133612086647385
-2.947769071871189,-0.7108272985585081
-2.9437978990260074,-0.7453122905891917
-2.93274466886919,-0.8733580517307349
-2.932418533044813,-0.8338611214740894
-2.932013121379776,-0.8839171714240636
-2.917309429614204,-0.9982836670167655
-2.912120169833379,-1.0381698213899073
-2.9105548384128106,-1.0268405900884394
-2.8971540586814473,-1.102936969799028
-2.896774435854756,-1.147831327175257
-2.8814554875902063,-1.236866924110818
-2.870827771736069,-1.3167035567577068
-2.8655813481498233,-1.3427190331090322
-2.84936562466406,-1.4210321884965051
-2.841383435662247,-1.460387470838874
-2.837126508416228,-1.4780167300752078
-2.827959043004996,-1.5171887426739592
-2.820101578037952,-1.5635256609411095
-2.8154648410335437,-1.5689074011729323
-2.8051912175726694,-1.6087022619460645
-2.8051448439845483,-1.5815963046931505
-2.804153659079129,-1.6080966827918723
-2.8023345972516007,-1.6228466244480892
-2.8017669105479874,-1.6020362314867407
-2.794648289916629,-1.6204041178920836
-2.790293293329211,-1.660248101631229
-2.787648026247209,-1.6612187560143765
-2.787403742485191,-1.6241512593638756
-2.787270266900725,-1.6508189040791938
-2.777719675606825,-1.6629680655005792
-2.7724964994996695,-1.6649591837153663
-2.772444819693202,-1.6386066285875724
-2.7703115974752244,-1.6810923781721028
-2.7664835778629806,-1.6991466796043107
-2.7658748838713034,-1.6630445286037174
-2.764910120581253,-1.658778065611692
-2.764593240553352,-1.6750130600958144
-2.7629883293194846,-1.681161707541032
-2.7623865838248465,-1.673882928690813
-2.747750893315078,-1.6909339399904153
-2.7456591658446583,-1.6835312166092555
-2.7451197042346727,-1.707481326154171
-2.7336025508146946,-1.6961051456869278
-2.7311427045349896,-1.7071679593410642
-2.727811610577348,-1.693441061142969
-2.7142336119694397,-1.7001032520362818
-2.7122430340365566,-1.6935573897391218
-2.7107464884054697,-1.7001602545546621
-2.70980773388274,-1.6925453479072803
-2.7038308632617056,-1.7059461939917433
-2.6960682559987417,-1.6967725567003817
-2.6935476085045833,-1.6923856781090012
-2.681617958354896,-1.7048263996715889
-2.674896462168466,-1.6802240394453727
-2.6723346036803806,-1.698723925195033
-2.647019325651379,-1.6632862314459171
-2.627298600682206,-1.6944661131571235
-2.6114482990317183,-1.6408761047490845
-2.610645124413745,-1.6477225007651402
-2.581071384143533,-1.627454126662721
-2.5778943389234286,-1.6026939663112878
-2.5753456883278893,-1.6139498944585895
-2.5581791716517253,-1.5785581688190726
-2.5550106301830944,-1.5670014626934958
-2.5452273003968453,-1.508386016721623
-2.542261920866534,-1.5052938767334827
-2.5417656648938687,-1.5294067546971524
-2.5355801559413895,-1.496900441000216
-2.5115164353114436,-1.4122948956651105
-2.5066741446943532,-1.3863929357195395
-2.5062359067064293,-1.3471921579592874
-2.5036912918626246,-1.354062039140442
-2.4980305289825155,-1.3283208536613993
-2.4902981257550243,-1.2939967784577235
-2.480274750079522,-1.1940919429249055
-2.4784534789912325,-1.1885913296721593
-2.4757956023175436,-1.1774386227030396
-2.4711339093718148,-1.1517108534540959
-2.4661599307711373,-1.0842784883162428
-2.4650158640110464,-1.0893059081831922
-2.4632232009571626,-1.0556843648433345
-2.4564532426686125,-0.9987864117975591
-2.450022347825457,-0.95697753698926
-2.44355683871185,-0.8922271220961501
-2.431956263527166,-0.7391727389187208
-2.419559941472996,-0.6148000136269134
-2.4195474506210406,-0.6140308711714979
-2.417566515732086,-0.5676850360028631
-2.412343209168765,-0.5077161117542018
-2.4108856877686238,-0.4742585806068327
-2.406559367911044,-0.43968024682816537
-2.404337964011959,-0.4090954620146353
-2.4006863076208256,-0.3732755934900209
-2.3959088700502313,-0.2834046518338071
-2.3818892932999933,-0.0908420425722117
-2.379380560550814,-0.03755121046681792
-2.3784792491069524,-0.013540009186854746
-2.372652643502523,0.046461196915231796
-2.360101558764921,0.23599663202616
-2.357742169810652,0.296800565485486
-2.355885856978256,0.3180403630847638
-2.355297703500592,0.3615233608098599
-2.3527324137004517,0.351033270900398
-2.3485480115219866,0.4407083871919025
-2.344860978901293,0.5062841015957639
-2.337160505599402,0.6347920403735221
-2.332800194032763,0.6923275975533172
-2.330572941696386,0.7319643381799245
-2.3260829004266634,0.8016697651134899
-2.3241129672849077,0.8239162561724903
-2.322598951980833,0.8594912257799315
-2.317006688537548,0.9363692021331546
-2.3125293942888954,1.018615321686632
-2.307294831103164,1.1186692374026797
-2.304942871157156,1.1378432501492148
-2.302704119252523,1.1837891549465511
-2.3012248976307843,1.2132217294953052
-2.2943564822831317,1.323841858239845
-2.2929242943697696,1.334681120269609
-2.290877493741008,1.338120369662011
-2.27493322250954,1.621101934018176
-2.271092503125744,1.6495504711245794
-2.2699559017165836,1.6595790811960247
-2.266835176671954,1.7051928639574105
-2.2665140948647995,1.7099544903102473
-2.258494482644454,1.8348482129082093
-2.2581502582915562,1.827141555576117
-2.2542658847784045,1.8557017429944567
-2.2420626213844748,2.019611955993506
-2.2395679549113003,2.0576669134959333
-2.2305824218836743,2.1588617798192633
-2.2173838126711374,2.216652874737583
-2.2137095554989874,2.278647089008722
-2.203157252964445,2.3262731837890867
-2.199954292686911,2.3180915246902227
-2.1998983191297246,2.3633942319304
-2.1996472916527567,2.3556889061236777
-2.199401421971496,2.3342946595357192
-2.1935652612634113,2.3836167761245717
-2.188673863437373,2.379531932952423
-2.1846424370632764,2.3898433036805824
-2.1780648117356662,2.40255504062204
-2.17625385075479,2.385970612247258
-2.1571261622065694,2.376861828807447
-2.1564663192822113,2.3475222786558905
-2.1547392944300383,2.3443435408316033
-2.150669672302752,2.3132117545860065
-2.142422769263332,2.2870441048646173
-2.1408356580652654,2.272915889935395
-2.1322686645229343,2.2387678962667503
-2.1261576161026765,2.2080807463221612
-2.124120827678448,2.174069764677219
-2.1172196761211377,2.095517552590375
-2.1000839791876214,1.9210645147760566
-2.097608493933444,1.8757254905818974
-2.0947014466513254,1.8166793943476551
-2.0850351710845283,1.7011592762569019
-2.0842216302854775,1.6871907417086316
-2.0807647750950915,1.6154097789695125
-2.0731405108522747,1.5062042699318237
-2.064801730275759,1.3563519592775464
-2.0572997210301116,1.2665975636385463
-2.0556817888793537,1.2179097991736034
-2.052648245467066,1.1659669525709924
-2.026572552270464,0.700484592040731
-2.0248989935691126,0.6594766207158141
-2.019254948077413,0.539187643080584
-2.0166401676611443,0.4872941827592166
-2.0038197860742137,0.2691665972697524
-1.998815238730619,0.1768022002625448
-1.9910244275211324,0.028354145269228737
-1.9824888713873008,-0.11579006559591089
-1.9808587654155527,-0.13666264304090758
-1.9788570344584806,-0.19551498208638085
