n_harmonics,base_freq,magnitudes,instruments
9,3.9597764454483833,"[-0.41947318 -0.33482885  0.52986997  0.96739405  0.30023951  0.02443657
  1.0506039  -1.22140516 -1.78577285]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9997849152775693,0.7538835803592733
-2.9991517472348486,0.7246231354744181
-2.998113918737272,0.8418261271201578
-2.983531508537612,1.5055415944848807
-2.982435973139769,1.5806744461187126
-2.9776612491089534,1.7138571702615975
-2.957421265732842,1.8396780074805816
-2.954872583067541,1.8167889756009534
-2.9533090501445343,1.728710037164292
-2.952102359704053,1.7387640412636158
-2.9499104964862086,1.6485375321792972
-2.9455806036903978,1.3999360316034002
-2.9449045525102955,1.379660191152388
-2.943746405846132,1.328766566032311
-2.930654979587475,0.5560983819216678
-2.9290422975244956,0.42594870098389387
-2.9222972897319623,-0.15076096764704353
-2.913483453628211,-0.8616426295671658
-2.9076430321112348,-1.3761227167330063
-2.906947150666957,-1.4473825513223906
-2.9046134443308533,-1.644058283150089
-2.904184905796674,-1.595875720762671
-2.898443597377862,-2.118885724096494
-2.8928041141726286,-2.5589504392795765
-2.8913307961262946,-2.665349084112797
-2.8867722358862857,-2.9855312975145027
-2.864987414654263,-3.752420432143288
-2.8635298661254125,-3.8743906449099077
-2.857098449729075,-3.791966180487848
-2.8568132279483884,-3.767600979409007
-2.856124315233994,-3.7939534797732364
-2.848518249302392,-3.580667621457856
-2.844184579841879,-3.4149658314196367
-2.838392639609949,-3.0719635163438204
-2.825189889874319,-2.0912753396664665
-2.8242553184525683,-1.9941484422432358
-2.821647965526732,-1.7765877909080041
-2.8104148700889597,-0.6851564640841619
-2.809947785675683,-0.6346118520419745
-2.793751162457797,0.9113390501425881
-2.780947638280304,2.016024123730841
-2.778863505840895,2.152722600280937
-2.7751135207664417,2.418953142874979
-2.7743702819950355,2.5014619909194162
-2.7709701654571903,2.634533490754462
-2.7706163970729065,2.6841882303230165
-2.768249666872805,2.8387876582260554
-2.752430372138262,3.342170288015625
-2.7272745172943003,3.0692974846903662
-2.7228475124811147,2.944117100274369
-2.721718976235147,2.911704652894998
-2.718576445179449,2.7606372737531335
-2.7154740852481964,2.7082356839649404
-2.7075945285037086,2.355912822911466
-2.7016356568664857,2.1249069213377942
-2.690294140173479,1.691272988792797
-2.6791002173477656,1.3523923779404807
-2.6740281050331083,1.2601494622092066
-2.671392973084264,1.225541112618732
-2.6593869744660203,1.0084069633988322
-2.6514006354041384,0.9822414142235464
-2.648510588902229,1.0368110543239246
-2.6422769094181136,1.0705276637407577
-2.639896223156696,1.0413941853809148
-2.6369262953671244,1.1002239520352166
-2.6316418780019095,1.1008902788279011
-2.6294377042353583,1.0786932114156167
-2.624204754946617,1.1125312741536364
-2.618554984670986,1.1248828621174243
-2.6127106573546346,1.102757927576978
-2.6038732856348785,1.0027055863254104
-2.599140468761776,0.9424404163266971
-2.5973510810083917,0.9114300493267955
-2.5818876686446224,0.5424048150611029
