n_harmonics,base_freq,magnitudes,instruments
10,1.7338757909675055,"[ 0.33777757 -0.71583934  1.57657802  0.03363476 -1.12304353 -0.43867783
  0.80893952  0.83407674  0.14574924 -0.36274937]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.989074232810073,-2.4253103505017553
-2.9885338247329862,-2.4174910652407684
-2.9840561169262263,-2.4661310168737125
-2.9741323668539463,-2.4606999657297437
-2.968560513605324,-2.426730692424893
-2.9602307592330277,-2.391128046439823
-2.960062500975443,-2.4134109686050933
-2.959327390143586,-2.403455266295146
-2.9582283070890973,-2.3874259811362095
-2.945098896640256,-2.2088982834092286
-2.9446199198784804,-2.198830918172113
-2.940888502951418,-2.1437163388630402
-2.9398774775238383,-2.155153229891892
-2.936125004341004,-2.0594381228218284
-2.9138099964932627,-1.5469711034791522
-2.907712931725948,-1.387728501686812
-2.9042202048390875,-1.2820359347086911
-2.9026419733241817,-1.2522555139600133
-2.9000348938725864,-1.1822209805947328
-2.8938840454075754,-0.9818861291147072
-2.866778858499619,-0.15238189375984668
-2.8647982658091613,-0.08804700599408313
-2.858602816081869,0.1139162284393068
-2.8469792042036612,0.4651044666692836
-2.843120904799712,0.5651101411559422
-2.841887156678697,0.59744393790316
-2.84083803455363,0.6303041315672843
-2.8314458692711026,0.8963561807358535
-2.8306055677869892,0.9097971480895191
-2.8118549885458974,1.3618020779317173
-2.806013424801404,1.463200365136647
-2.795081164070467,1.642637118826734
-2.785589807226813,1.8192007951810982
-2.7829288211753074,1.8179845350419683
-2.78085056525566,1.8621839169310805
-2.7763130309463637,1.914623986259696
-2.7726769238604945,1.9446260437523828
-2.7660820420350354,2.0237677650186616
-2.766056480909419,2.006026187054772
-2.7599637907155357,2.055353876553071
-2.7484803626157643,2.1249536590212874
-2.738636522370454,2.1356278210087973
-2.7385639161632085,2.1451571811190675
-2.7384785463075474,2.14002108199158
-2.7267458737283987,2.1502806632348106
-2.719414562428324,2.147419781159352
-2.7155815860031494,2.1397403853894073
-2.7080833846377654,2.1264096153706276
-2.703777145753694,2.1229342741200217
-2.7018234307763307,2.134791681472844
-2.6902993056290607,2.095828199621222
-2.6648911930999253,2.0689061938942426
-2.663457758324151,2.0744824332383467
-2.6608145599383604,2.0454302665786326
-2.649982785288136,2.0672767716224896
-2.6446061832282246,2.0794129774457097
-2.6286004231877094,2.1358852530284733
-2.6241691061779537,2.163981056212026
-2.622948661959864,2.1749458960119528
-2.6157996023191057,2.2053517890791134
-2.6149235430540214,2.222589730229708
-2.604457638534931,2.288317036032079
-2.603018277555601,2.2762780064780137
-2.601496567821272,2.304702217499608
-2.5851348979566637,2.450191423547501
-2.5809472324041187,2.488693509156307
-2.578379760479419,2.509002492354713
-2.572335695898409,2.5494941411503804
-2.5563275328285675,2.713857288938572
-2.5440666638943537,2.814733966496278
-2.5433827996837537,2.845197693937749
-2.5419586293431298,2.8247637791748343
