n_harmonics,base_freq,magnitudes,instruments
9,1.869849046248977,"[-0.60753652  0.22470036  0.84308251  0.50650072 -0.28437842 -0.67729632
 -0.84893885 -1.49404953 -0.54331927]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9959169065056956,2.124335900303719
-2.987470820798232,1.937582388793809
-2.987434481763689,1.974815344034727
-2.9858876283225895,1.8777501983582032
-2.9839391034647726,1.8367603070043472
-2.9677663494861175,1.436392872488359
-2.965729051384667,1.3508805387424347
-2.9614913205751883,1.2558292321667648
-2.960847342132305,1.2378231453338617
-2.9583244093389878,1.1653887491643524
-2.9481248173506716,0.7929778587840769
-2.9456873917828963,0.7412942382907549
-2.9270886640736835,0.057317287402993355
-2.92241504668381,-0.11100120663655426
-2.9219112501660214,-0.1347198845246766
-2.917198356204745,-0.28666765075870715
-2.915035707073095,-0.3394856491205821
-2.914034518760655,-0.4216991925734573
-2.90960997540546,-0.4744794305095857
-2.9053632169358607,-0.6266006581032482
-2.902020342868682,-0.7641030274274389
-2.8998251995386237,-0.8767508838769493
-2.895873082874318,-0.9651537516101195
-2.8944687682381556,-0.972179612022926
-2.881559952274248,-1.3217469708309388
-2.8795118618752955,-1.437252011964295
-2.87043960399273,-1.608333429067971
-2.8672596851819154,-1.6422325451853093
-2.8660169382581855,-1.7105559902991594
-2.8612524959125283,-1.8041981175365653
-2.8479329601300294,-1.9569725173833965
-2.841958283845957,-2.019361089195872
-2.8400153513837827,-2.010110933792218
-2.8388498599091325,-2.039455221285547
-2.83509833770579,-2.038090284260014
-2.831904584319074,-2.0720564026207535
-2.82132249283191,-2.005549214214764
-2.820468074114684,-2.0592424636043543
-2.8168152219813543,-1.962551742216724
-2.807247498974659,-1.943426424355659
-2.8049679874071356,-1.8380534377942395
-2.803850815148854,-1.8559895942347984
-2.8014228149395644,-1.8046912857874315
-2.7853671716158948,-1.4985037623978357
-2.78288848303848,-1.4341347496324532
-2.7724782504078758,-1.1426733045807962
-2.768701383624368,-1.0437458007331817
-2.756533434620505,-0.637117830781387
-2.751511691448809,-0.5104900918735342
-2.7502084731270253,-0.42954484561347656
-2.747290436274456,-0.3522884894875047
-2.7357528901727965,0.0015298651298825752
-2.7249324957695764,0.45532234882724165
-2.7085696100332597,1.0164423924981096
-2.7068190821081153,1.0950633974333581
-2.6986411562861137,1.3591989692838677
-2.6975079135633666,1.3894751879022567
-2.6963467687184712,1.402220029987025
-2.687523995339044,1.676096364748362
-2.6709678985934984,2.106009189076032
-2.6688496434905833,2.21471875617837
-2.6660784045508095,2.208951400337936
-2.6634639015173835,2.2580911005229507
-2.655868515962629,2.3870267793512
-2.654257655647668,2.390239321220232
-2.6515606619935506,2.484423599642844
-2.649880527616509,2.466375382769615
-2.6425033404142644,2.5540458615026083
-2.6376930588840137,2.5818942213678726
-2.6306508669865094,2.63687848354763
-2.6302264032655644,2.6244065839338955
-2.629093018311493,2.620263705364124
-2.6265393633856,2.667985270786623
-2.6183248598289754,2.6133639090693386
-2.61357278506207,2.625143429193505
-2.6130653512578026,2.553545733348255
-2.5910048181649428,2.4623037780966426
-2.5789285479997712,2.239880781452444
-2.576274173977331,2.200822945739885
-2.564313212493945,1.9981347950695554
-2.5578778699543467,1.8835244003125662
-2.555736287589548,1.8412089421701454
-2.555612136741667,1.8265949864181228
-2.5521439013741603,1.6952763077995274
-2.5396848686511815,1.4959687693172234
-2.538097021417772,1.3337425396376312
-2.534131838306037,1.268960874910762
-2.5327997572574885,1.2989536682588396
-2.530011692837977,1.2295205070082151
-2.5285508835994994,1.1924995095409185
-2.51137455369034,0.7988217131217308
-2.5058910152098433,0.7348042617413026
-2.4998468976118904,0.6020129638348362
-2.49452872110467,0.5728391375696423
-2.4861075073795122,0.44906491969860995
-2.483986223361356,0.43108308700930514
-2.4801504337776876,0.396512264332697
-2.478429104264316,0.42346471751965736
-2.4771548583366716,0.3740566153757716
-2.473260249678221,0.3445581973665248
-2.468660012635687,0.273607382154752
-2.4631542127347608,0.27045396926090015
-2.4578451560859644,0.30058792514545246
-2.4420108842936985,0.3510674407436363
-2.4357024493092316,0.4517263205739315
-2.431692662002639,0.4811100096113359
-2.4274211108146053,0.5628823836970014
-2.426950998374786,0.5645555638831371
-2.423706139457945,0.6055457363437748
-2.420876020759257,0.6521111990216882
-2.418254315130392,0.7022606193762926
-2.409226206700274,0.9193150859583599
-2.4084193945994157,0.9598951940629393
-2.3933121992856368,1.3084943826763675
-2.3927580798672032,1.323078285499361
-2.383040409256844,1.5916491682885667
-2.37573866414352,1.8326084289638525
-2.373742198030822,1.8689401232471199
-2.3702468905140264,2.021502462970889
-2.362487917368606,2.2810143355003647
