n_harmonics,base_freq,magnitudes,instruments
8,3.540900330224877,"[-0.21359256  0.04529146 -0.64582338 -0.43962563 -1.87509847 -0.07860991
  0.30789576  0.16517258]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9941535346841657,2.707958792696132
-2.989923113758505,2.485926004582809
-2.9864523889582024,2.2949977051732184
-2.9846531172036306,2.1961611126602483
-2.982486249237091,2.0705210464604944
-2.974273342952789,1.5925237829908456
-2.9713826905183085,1.4177763921864541
-2.9696553303741804,1.3170573967948755
-2.967561922036901,1.1996364245233868
-2.962163686992856,0.8871284542538964
-2.96124982241387,0.8344387298265754
-2.953198661991446,0.4061015577978284
-2.9478086548499087,0.14047118026401864
-2.94703588693139,0.11024002001076857
-2.90922084497958,-0.8576483595591449
-2.90839333867652,-0.8623132263595105
-2.896532964658948,-0.8061474306029812
-2.895736180773971,-0.8015163525404264
-2.894690446934902,-0.7907160476802764
-2.882934655070905,-0.5857177506802367
-2.880889827916347,-0.5402862319647248
-2.8775857820884014,-0.46377585687358014
-2.8757504504282236,-0.41707014227104877
-2.8716230055916565,-0.30701593770534386
-2.8662416630553533,-0.1476753317688032
-2.8582753992002434,0.0890491506530797
-2.854964462948862,0.17957628088358665
-2.83955791864452,0.6164252013719801
-2.836780423199233,0.6860166769515011
-2.823854767043704,0.9406349221945514
-2.822606232012771,0.9589005030407557
-2.8196697495278977,0.9975749461875659
-2.8185617871183597,1.0114355040866971
-2.805844754215467,1.0897836719630956
-2.799054805627629,1.070511632103292
-2.7935269526227753,1.0303962943568816
-2.7905048963402246,0.995830531334402
-2.7871551410298387,0.9507562268269348
-2.7854685317905767,0.9251431146220931
-2.777731536528469,0.7792824510035922
-2.7718445534295624,0.6467762229999172
-2.765073866644888,0.4706364407526778
-2.7641732015111824,0.44655737333260964
-2.762011470152397,0.384002365759413
-2.7551591399501474,0.17791320442940908
-2.752615129064954,0.10190632104814759
-2.7459688939653875,-0.10546400413224478
-2.7387978594606235,-0.3343586007465164
-2.7321081660521003,-0.535196811716458
-2.7270279161237947,-0.6911490626078114
-2.7051988249275944,-1.2318988630409005
-2.7005532323304,-1.324117820096296
-2.699087587373928,-1.3445914593240826
-2.698803197115186,-1.352169950563391
-2.694045635017141,-1.427244027368753
-2.6756427154168305,-1.628913317394245
-2.666941167790033,-1.6791518496309592
-2.6600669389598446,-1.7043739306293877
-2.6580729624670196,-1.714290707611162
-2.639064163808359,-1.7593197183559734
-2.6294273889508863,-1.8000338819876918
-2.616202618108301,-1.8905356023837678
-2.61597123684722,-1.8919667350381024
-2.6083745796812847,-1.974278843443195
-2.6079202882360226,-1.9805006395778209
-2.606497467575045,-1.994823373472386
-2.6055289835760207,-2.008440693314552
-2.592466981304339,-2.208616437608152
-2.574385524527795,-2.57534622647358
-2.5712471553655707,-2.6509163760021663
-2.5646297915098684,-2.8016736739354045
-2.5518984961987536,-3.089416046234684
-2.5272581950915374,-3.523126774844172
-2.5231870509677607,-3.560927426820251
-2.521095820689145,-3.58254823959935
-2.52016856472882,-3.586536063613305
-2.508082638616213,-3.606213479347374
-2.5022873706733106,-3.5829514353071636
-2.493829140662107,-3.482053663997896
-2.48618605174026,-3.3426248779944023
-2.4822101602095388,-3.2511477766278887
-2.4771178493583417,-3.117860634242637
-2.4729117771078744,-2.9860555617993096
-2.470614770278187,-2.9086572050056305
-2.4634358869922854,-2.6551957968617343
-2.454222751438273,-2.2898281342141544
-2.4453442874977087,-1.9020479824756467
-2.440644454410886,-1.6924869949994217
-2.440446532642862,-1.684117714640893
-2.4379409796244067,-1.5708218058302492
-2.433680148035126,-1.3797108727067608
-2.425389013742671,-1.0109370533501354
-2.4191444242109688,-0.7475296556519019
-2.41710177939006,-0.667007743463197
-2.4132363572670927,-0.5166194869554173
-2.412476974457845,-0.48362522380089173
-2.3911056608935364,0.1642099941094715
-2.39101887590284,0.16955562130724192
-2.3794945730926895,0.359253867747044
-2.379070937625486,0.36598470987848375
-2.3783847296593965,0.37265084882953675
