n_harmonics,base_freq,magnitudes,instruments
6,4.949305809068496,"[ 6.10467825e-01 -1.82728145e-01 -6.59912850e-04 -1.81225903e+00
  2.10391809e+00 -9.56982550e-01]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'>]"
x,y
-2.9968578483203197,2.769241821579342
-2.992728342731262,2.6653832127683614
-2.985440890575031,2.52030045238693
-2.9826255066796663,2.4083927346008043
-2.980544288781827,2.3954534848298383
-2.9787929068436187,2.263780655031871
-2.9604064154877374,1.4902431121511361
-2.945876779463851,0.7419713454201231
-2.939021217785269,0.4055425097839688
-2.9250996233906226,-0.1708313203321892
-2.917016743285731,-0.43295959390508937
-2.913361806259225,-0.4868348470180046
-2.9123035017786245,-0.5144472926143181
-2.909401474269398,-0.5239034009823618
-2.907334491333282,-0.6161454037560182
-2.906780716641542,-0.5791340048267247
-2.900383948642978,-0.6492298043640932
-2.8787321193230526,-0.476833243316249
-2.870137033020738,-0.21152748663497709
-2.864923582489818,-0.031118947527129903
-2.8634179717768857,-0.007066979962113876
-2.8605084808137886,0.14812376798087898
-2.8521794817050385,0.4944718530295084
-2.8482440550452557,0.6570895230744505
-2.8480698364923818,0.6413286078629311
-2.84666771239247,0.6976001857135511
-2.840970310902268,0.996497226732964
-2.829855496393769,1.4198780116096559
-2.8120356871801224,2.08595500803855
-2.8093003546139586,2.129413643097562
-2.8087413642341996,2.1639313454579354
-2.803906542034375,2.2625134273789804
-2.8031131988062628,2.233071409706577
-2.7946227009119378,2.364976143483552
-2.771875970105439,2.099079320462893
-2.769276115163295,2.0356396682832103
-2.7510767553066655,1.360165936173013
-2.7503417598449182,1.2977112387814036
-2.7478934449379193,1.1772364967819522
-2.7476652658646303,1.2439457618343088
-2.745907185646602,1.1345161240959587
-2.7250721922402974,0.037352536587004874
-2.719461710876451,-0.21130331323615495
-2.717894062583162,-0.26108943955779185
-2.714549003420869,-0.4450590920913246
-2.7094699612110222,-0.6390797553659281
-2.7087894865368884,-0.6869396907185359
-2.705405295854763,-0.7969794184408316
-2.6971391673729324,-1.1012522561337383
-2.6790468778662024,-1.493655356800595
-2.66654543642816,-1.5244508208486027
-2.6658954018089815,-1.5410851104732939
-2.665479581588701,-1.5120615131980595
-2.6610205491145407,-1.505163344387619
-2.6580435087290812,-1.455783009165567
-2.6577201843201887,-1.4234044417398197
-2.6560654584995294,-1.4096609773093167
-2.6210554274067324,-0.3959112398081996
-2.6201315487857473,-0.38821374716624946
-2.613599659775025,-0.16975224414395326
-2.609711670301297,-0.05075815109604834
-2.60630228012288,0.07336308608998288
-2.6054857616981213,0.08387219811856222
-2.5988884183054513,0.31125998634789137
-2.5901782916276868,0.5630383635871371
-2.57479288990859,0.8472610377553131
-2.5715278346105497,0.8709029172427295
-2.5705686955164344,0.8714065883349812
-2.563497295710313,0.9552899360460338
-2.5521303552996346,0.9078295416103666
-2.54465094611183,0.8766169312092917
-2.543954841258753,0.8289028362916671
-2.5416302194860707,0.8013493444170979
-2.537908832495546,0.7607578161609623
-2.536259897496553,0.7280198860613765
-2.5225551860409516,0.529125914619639
-2.512699977348054,0.34149165317613833
-2.511403374083386,0.37794845967303
-2.503070852197175,0.19715903441430926
-2.4806913002940383,0.08944410983363235
-2.4771707032779573,0.09380176506407152
-2.473116749543977,0.09649762943710175
-2.472655430582961,0.09965803089631861
-2.4648914121933485,0.2306409122378408
-2.4551998679673965,0.3800114506931634
-2.4550911373349655,0.3862883255957837
-2.4473412471724885,0.5532282842228561
-2.444522536308174,0.6778764307853887
-2.4356480202213584,0.9883652981035697
-2.421877986158149,1.5221715096088693
-2.4146562171862263,1.8013694097058348
-2.413150293826728,1.8565567590004086
-2.403233861226402,2.242771039900306
-2.3998929224259644,2.362258357387591
-2.399359892313619,2.3599743933592343
-2.3970304006005274,2.447660502303676
-2.389232168406883,2.7361568859498977
-2.388009998625032,2.7376908554111927
-2.3859943029671387,2.8024321605013127
-2.3720683039015213,3.0235893472033797
-2.3717722657317872,3.035285127672621
-2.3685786305933747,3.0776245730451928
-2.36278392376581,3.10575725845229
-2.348414296326233,2.9800041620202777
-2.343038233982383,2.898788715750826
-2.3382858800134296,2.72557717588314
-2.3369354850159585,2.7487837919636204
-2.3270847284036584,2.3927962416580635
-2.322389817598783,2.1434252582772095
-2.3208026163857873,2.086265096938285
-2.313233787198488,1.7346138049243462
-2.311625553654819,1.602555263327902
-2.30703838528128,1.414778206115611
-2.3053533603419263,1.3421457993740322
-2.30044797720047,1.036472208711759
-2.2949990967949594,0.7266686959784346
-2.288162182024799,0.3524715575987865
-2.271831961266667,-0.5663045873473792
-2.2622196772542935,-1.1012458193427375
-2.2599616285752906,-1.1940083459093065
-2.256355446465771,-1.3976786237809462
-2.2553827701080182,-1.4329881782035687
-2.2546850215127523,-1.4637642110086735
-2.251133436267306,-1.6107095685037462
