n_harmonics,base_freq,magnitudes,instruments
9,3.656277160394518,"[ 0.96055025  0.42023204  1.40152317 -0.02508627  0.14228504  0.53850961
 -0.09733424 -0.4177172  -1.65317975]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.993777033890149,2.468267254407673
-2.9869012419569776,2.6569912354704743
-2.982332715973455,2.700598750389721
-2.980283536800874,2.716958186084001
-2.9625553189807716,2.736811556481112
-2.9553177525022005,2.6380591628504053
-2.953843331474154,2.6102141613015695
-2.9521152155839925,2.5404695999070848
-2.9501283833865255,2.4596451687717242
-2.9428254480755074,2.2969586630058836
-2.9383741263330494,2.1418764972374955
-2.9231031660840223,1.6632356202837606
-2.8962275801147905,0.8145902894003241
-2.880770359845677,0.46346619501933434
-2.878528128041884,0.3884917115660416
-2.8726335763920083,0.26790961884774567
-2.867963904054985,0.17610130881296654
-2.8637221245936795,0.14062724326580958
-2.8607020609651546,0.03859637139365868
-2.8450640996931504,-0.1934930334132391
-2.841551843711727,-0.2886330840859274
-2.8270687930840537,-0.5517232757762247
-2.8258152854005534,-0.6055791173875924
-2.8211031747419186,-0.6832363472875415
-2.8140916695944096,-0.877140006073183
-2.809254964949979,-1.0476684851316067
-2.786982981189743,-1.7173321810092896
-2.783862440316594,-1.8078171276082131
-2.774058285573508,-2.046454468066199
-2.7602448670874153,-2.494659261029801
-2.758920575987044,-2.559335594292327
-2.7549504772653326,-2.587093532755603
-2.745035581893493,-2.7506495727369304
-2.7374993970689943,-2.8153151295040835
-2.735039014499238,-2.8321160201279083
-2.705473076785853,-2.319135427113964
-2.7052326018544006,-2.321134070339117
-2.6986106134429018,-2.0198273807036418
-2.698536809640856,-2.0018454591105437
-2.6869250682715116,-1.5502761370370195
-2.685127087581685,-1.4359977415129492
-2.6840145883827793,-1.4257435336383526
-2.682715927616795,-1.2683888003287827
-2.677958024576074,-1.042262918368307
-2.6700020650128886,-0.6639694390310993
-2.665763564612174,-0.5100095627657673
-2.6654683215383033,-0.4537607241475496
-2.6582545958751584,-0.15031042474323825
-2.6573584631754663,-0.11863762709482026
-2.6571955500879496,-0.08801883574735442
-2.6565906539346704,-0.07802532784891514
-2.6263495320174997,0.8458497249764066
-2.621230461924875,0.9447723769279899
-2.618087926855528,0.929400421113278
-2.6078624410731766,0.9237584339511925
-2.5927044369911694,0.7021368667180491
-2.588119362619312,0.5759991110024921
-2.580787014415492,0.3216098607610395
-2.5768063029398975,0.21295003161156092
-2.570732668950307,0.010583087818345424
-2.548024935799085,-0.7081224133185561
-2.542764144316071,-0.8591920313034896
-2.519050652618782,-1.382330077866197
-2.5177782060393827,-1.4201643620711606
-2.517504987836441,-1.3724472423477594
-2.515922483111207,-1.3481853340869898
-2.5020568475848695,-1.4597191897379862
-2.4954719566228842,-1.5239194720112317
-2.495076307202254,-1.4677641376894888
-2.4924077044785182,-1.436584413602849
-2.475336162620776,-1.2634453059275685
-2.456286730852769,-1.0563294348906391
-2.4501218660528226,-0.9587945247956468
-2.448000262906799,-0.9457069657967869
-2.447291862326977,-0.965877842205105
-2.438437831630649,-0.8648627140132391
-2.436100794021758,-0.889879601268236
-2.4275388721078386,-0.8212776932998203
-2.4268046206800085,-0.8522270393636896
-2.426290419667374,-0.8623607283073569
-2.425005342818262,-0.8476016833204822
-2.4188564402775032,-0.829398490317681
-2.413098998946813,-0.7971454406568013
-2.3983741313458573,-0.9969541240812525
-2.393478865833283,-0.9878678373572938
-2.3920053719934478,-1.0103992295107973
-2.3826865982984815,-1.0588932924529055
-2.380386911406367,-1.128617534819481
-2.373393977209632,-1.1431454402188894
-2.3709761823802116,-1.1851109232078871
-2.359856844527311,-1.2043662953810346
-2.34708674289379,-1.340045908280416
-2.337432563845071,-1.317938678996881
-2.316762420535227,-1.2543654042552586
-2.3130966287456207,-1.2772272765818673
-2.311851290007625,-1.2879897990326847
-2.3108062927187847,-1.236985119251354
-2.3086176118354436,-1.2561809041916812
-2.3009227373230177,-1.2035789589183692
-2.2855333300910496,-1.2640600685183327
-2.2751878089802275,-1.312888817326301
-2.272304158359452,-1.4130905859429257
-2.267679488503739,-1.368021064847159
-2.261881009903637,-1.4876484874969744
-2.253406904840789,-1.69244833898584
-2.248761349475071,-1.731960610960345
-2.248663549602263,-1.7239608875308163
-2.248265255741539,-1.7460141982280102
-2.238335355949978,-1.9559490843313092
-2.2290099731319386,-2.1660632955402286
-2.225176341984367,-2.289024123757652
-2.2233187634022875,-2.2784197277071794
-2.204467082964749,-2.6727194504761838
-2.2042493458917853,-2.6827388052041927
-2.190860597815989,-2.848209325636668
-2.187025942770755,-2.8003503252646125
-2.185622468166136,-2.7901251343615874
-2.1834251330061476,-2.7894974285816865
-2.1824781890286618,-2.8602514704295223
-2.174305288382647,-2.6864112540688563
-2.163683900707902,-2.45942942738786
-2.163214468515103,-2.5206686866512715
-2.1486976203725887,-2.0209679419922355
-2.145625404199391,-1.8849336727330617
-2.1424312343728102,-1.6795737363582413
-2.130406767741918,-1.0856864528457373
