n_harmonics,base_freq,magnitudes,instruments
10,4.395775449389673,"[ 0.49333362  1.10070636 -0.41133514  0.03538053 -0.52913215 -0.37103449
  0.32407828  1.98662289 -0.30416296 -0.61514874]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.993658231894908,1.470414424776542
-2.9866835741610993,1.4227332314753125
-2.9797081408070327,1.2011570481157383
-2.9734121546996737,0.889172885886044
-2.9717558932025594,0.7834624556435854
-2.9456820993002,-1.4694771780356823
-2.9441378345361073,-1.628037998188688
-2.9415031115193218,-1.8613715387116008
-2.94075244803709,-1.912196857712662
-2.9381412817709993,-2.1640561692531084
-2.934656583075804,-2.440231567598499
-2.9243334033036046,-3.133305464771208
-2.921611257810875,-3.2899157204580147
-2.9201367351848893,-3.3271704376451234
-2.9179453253784473,-3.417819187449673
-2.9177791026116404,-3.4359339769890664
-2.902557492027418,-3.4629343209045578
-2.900679832640125,-3.417450799485042
-2.8904210492483546,-2.9029212148915504
-2.8872005339496183,-2.685592265066545
-2.87886017322496,-1.977800354250483
-2.8666263133173278,-0.7622613604603354
-2.8410723995499785,1.3410407716082313
-2.821832533550945,1.7515043398950283
-2.8171322534622583,1.6611798427118298
-2.80286628603825,1.0031907182017452
-2.797290349722639,0.617676684809907
-2.7875391493093513,-0.1301222935671912
-2.779793045664384,-0.7184212218143765
-2.7755570745445697,-1.0135270670864205
-2.7753298019364676,-1.0381686709889928
-2.7579641548283105,-1.9357243795753276
-2.749838059126406,-2.1061464728136534
-2.740126874543448,-2.0506600335053062
-2.7397114126645663,-2.0442688554220054
-2.734600239913297,-1.9202103993405866
-2.7185103292911608,-1.143884031532883
-2.7159815939218683,-0.9855524517317904
-2.7099206330714973,-0.573441835913764
-2.708511429416741,-0.46438167562094707
-2.7068600143976287,-0.3763909574698661
-2.6745795142865667,1.3966741760984063
-2.6736650907612636,1.4262052839617965
-2.6683949606178383,1.5305440357523747
-2.661304507205662,1.5751917125042263
-2.6604874452571803,1.5751851039611844
-2.6596168512883183,1.5790197518358997
-2.6529785494635485,1.4964672476293241
-2.6507297178476272,1.4409053502033853
-2.642667358259451,1.2124586072939345
-2.638783875842879,1.019801902352634
-2.6378264129321707,0.9771367902888557
-2.6321944385027667,0.7090284858019845
-2.6310961228186613,0.6393650981420598
-2.627519825589597,0.4502587301041354
-2.616342603823308,-0.27842942604982457
-2.6125387600124363,-0.5015990433191841
-2.6048792397975067,-1.0214478482250817
-2.6034882379565425,-1.1120320437344147
-2.5967626006023226,-1.5289856639782937
-2.5966898660339526,-1.5246980102018128
-2.5707037951644067,-2.7602895324929735
-2.567572235564848,-2.8330831886816954
-2.5675422556181147,-2.8405116251192144
-2.5586210007389805,-3.006991298254974
-2.554581902481905,-3.013481972552982
-2.5541691984171035,-3.0211000777798436
-2.5479443643332003,-3.004866323811268
-2.544904224069331,-2.9882494574337937
-2.5416950247269177,-2.9053918281076063
-2.536799003806986,-2.7982474790420686
-2.5366453821241337,-2.782662225087212
-2.533847566265626,-2.6815647654710975
-2.533034532701244,-2.663600861194948
-2.532338978568113,-2.6579082790637387
-2.532257504274461,-2.6242900573675954
-2.5180241388354796,-1.9478935947136025
-2.516306433017337,-1.846224622303857
-2.5146218199389283,-1.7396522993229644
-2.496332310399856,-0.46512844616574717
-2.4949937978165275,-0.3371810237095935
-2.491679338818985,-0.1067575512786908
-2.4822213876688783,0.5897700050647203
-2.482009231044165,0.588112512857688
-2.4698514726932355,1.338705531452584
-2.4575025092356237,1.824581524490959
-2.456832418127345,1.8443495089638438
-2.4527009089573464,1.9223378822060895
-2.4491553032305307,1.9834794927765058
-2.4419998565917176,1.9648076667022796
-2.436902135601733,1.8767544986108806
-2.4220826218773173,1.3434205898160352
-2.4173172155194873,1.1058539062294344
-2.416443500539706,1.0524286327102412
-2.412959078451086,0.8532328922102411
-2.4069079182292596,0.4840964648461139
-2.3954099613381743,-0.16359980141291994
-2.3923578876646974,-0.30493588863015386
-2.3897466236756078,-0.42581960317776313
-2.3806659767171894,-0.7610534772084245
-2.3786662854098948,-0.7934614487607254
-2.36874535620489,-0.8630687391326934
-2.368547193824685,-0.8558802112879769
-2.3646863373475546,-0.8291703906200141
-2.3545915386042333,-0.521213351381297
-2.3511477217960217,-0.3801944263141934
-2.339199730819624,0.3152597864073732
-2.3375273633458313,0.41457427360614674
-2.3274913915325843,1.1079515802406037
-2.3272113294108623,1.1322184988360415
-2.3237646806150978,1.347354472111527
-2.323591028000539,1.3675791311087524
-2.3199123199890046,1.5737666708155715
-2.3198001398315746,1.5883968870133556
-2.3146112159065044,1.8618114812097502
-2.308929226399717,2.058871205959657
-2.294411863314466,2.189702604619022
-2.293404323703481,2.1708406846931125
-2.2865680563646404,1.9299272820285767
-2.2805244386347328,1.5438461933245164
-2.2746463556930445,1.0635702261272668
-2.272115547591226,0.7939434809897382
-2.26824545980355,0.3820873561417442
-2.2628940151691723,-0.24434887399383778
-2.261410002744903,-0.4402947987822677
-2.2403011323200293,-3.2416039662712843
-2.2400862342317156,-3.266623608264402
-2.2214065211005636,-5.131466537753971
-2.2213661813810477,-5.139841179605497
-2.20252272340461,-5.568027904513716
-2.2023256564160336,-5.572285645789505
-2.195109912795864,-5.290281657206925
-2.1811545008817266,-4.115924650003869
-2.1712597920142187,-2.9047827195616995
-2.168226448713538,-2.5085069895418024
-2.1579712307600554,-1.119859292706173
-2.154658922661211,-0.6711068187380915
-2.1502294007398213,-0.10565550392504182
-2.1494011212458286,-0.003891949739144751
-2.1454278276453143,0.49523258106707824
-2.138282392422182,1.2748984054075156
-2.1293144391195273,2.0771645095265368
-2.102835580982825,3.138335981618698
-2.0981091927309157,3.180599718527193
-2.09541408417378,3.1772949626692766
-2.0930663144442985,3.159935825546103
-2.092221117706148,3.154147641272078
-2.0830235742423957,3.1104955439853583
-2.070920584314208,3.0743444049733433
-2.070306717931145,3.061131557442761
-2.0645878677939513,3.104627307642708
-2.0631142468704198,3.1244008922401196
-2.0626256062805757,3.115722679639058
-2.061072932379248,3.1257265895397963
-2.0592973193065935,3.14963671608021
-2.0484224395997677,3.373410466345931
-2.04563811047142,3.4648391184637553
-2.0307104314786093,3.9092930808773483
-2.0182707632842316,4.201227713491782
-2.015833667718911,4.25541557334562
-2.01350329307508,4.27164888607381
-2.00600503962601,4.287614758353081
-2.0042032368656955,4.258990307960209
-2.0018895246488118,4.238683984538384
-2.000726991151055,4.237574087169449
-1.992551177436964,3.962492604477655
-1.9838637592715251,3.5025400913325164
-1.981432089521802,3.3712820164048702
