n_harmonics,base_freq,magnitudes,instruments
8,4.433537079974644,"[ 0.65147227 -0.70347404  0.16575948  1.13933171  0.08863671  0.15968158
  1.1190165   1.05400859]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9997548171086086,2.0227743481853206
-2.998019078160767,2.102442425565985
-2.9945652390511457,2.2717618384560527
-2.987173005706378,2.5758618577432464
-2.968072693153541,3.150192946813552
-2.9621309477765028,3.208937165759487
-2.9591951228469857,3.237160834971824
-2.9585956126769757,3.2194673431422465
-2.955842868975613,3.2129790020848197
-2.951363214494127,3.139502059006702
-2.9421088929868144,2.863451076411538
-2.9341575102529345,2.4641189482306256
-2.9222778335686215,1.683044488397476
-2.915038103715073,1.071453832452984
-2.9144064283891247,1.0365777924815587
-2.9134228475191764,0.9504143269753996
-2.91320158497087,0.9315555521029181
-2.9122366998788207,0.8646227694922103
-2.909979581867706,0.6365922449674395
-2.9080727889721327,0.46015618688649224
-2.903088499338808,0.006979429450491693
-2.878138202115138,-2.129224108128677
-2.874702959712935,-2.366670317190696
-2.870660755035879,-2.622612274397125
-2.868243699653833,-2.738618785557324
-2.8678879348016224,-2.7377205912992513
-2.8662976454933613,-2.853140701941949
-2.8576318418703783,-3.1526641007895684
-2.8562201669946177,-3.197777052277389
-2.8530372784836517,-3.246091754183675
-2.8406889540237064,-3.211262358269342
-2.832306119584815,-2.973394112930309
-2.8242803378066075,-2.60766747805893
-2.816038390795141,-2.118860927512626
-2.793676693523821,-0.4061496845504957
-2.7918065846473064,-0.26472863329828883
-2.7887680484609616,-0.0281186623968187
-2.773996463228803,1.033064689761621
-2.766443534005638,1.4808531538909047
-2.758144126519022,1.852389391570383
-2.758134826601402,1.827538613976078
-2.74649427998588,2.1583065119180564
-2.74065443141065,2.246339213083386
-2.7403200193172683,2.236812573396614
-2.7273356753740976,2.1802001003095035
-2.7219113215546598,2.091916718847654
-2.713624250864464,1.9421962270920237
-2.710045403233523,1.8381469597962532
-2.7065762099865456,1.7562895979055342
-2.6930685063636535,1.379630361061392
-2.682875824546827,1.1002590254625106
-2.6677440190298123,0.842835867414611
-2.665456537354411,0.8082655462521607
-2.661986701150493,0.8032023179831747
-2.656700381734959,0.7412745867417377
-2.6563916283157782,0.7456284644875658
-2.6493557668483234,0.7196827236066451
-2.645106778094787,0.7184163570780588
-2.643145354646561,0.70748692208011
-2.628960018456602,0.698728129228262
-2.6252905921257907,0.6903118238347764
-2.617964173214629,0.6507697844653313
-2.613485929547906,0.5942314117164536
-2.600907130877146,0.32077757516860117
-2.5997782232152207,0.3138088870119053
-2.5850790941644317,-0.23293303182859684
-2.57669387377258,-0.68200652284556
-2.5716804324305564,-1.0021530502194649
-2.5698310280556695,-1.1092868834203482
-2.561410176841079,-1.6558964279937183
-2.5536916062100614,-2.215697005847349
-2.5528657305096214,-2.262494296046923
-2.5485582812972263,-2.5391676801681538
-2.54754265198215,-2.623525421894301
-2.5372346700235364,-3.274125712211608
-2.5337078940242543,-3.457795505004475
-2.5292203634933665,-3.709223684066313
-2.5226977821186596,-3.972940634712941
-2.5197013051217656,-4.088935921225068
-2.5014479268573115,-4.175139854332104
-2.4954809097006403,-4.045188639011261
-2.4927809102223826,-3.9485738601747533
-2.487103330482315,-3.6755683670431707
-2.4754661966744704,-2.910608784158342
-2.4660670944963403,-2.0788733606961967
-2.4659218362556423,-2.084269742575029
-2.445148812236921,0.049931212711118465
-2.442226274641964,0.3449979271860353
-2.439101397525891,0.6731514130145279
-2.431579420057359,1.390386925759118
-2.4296108089685897,1.5581695151693704
-2.4257222713722677,1.8630537486381777
-2.4246537475612433,1.962959322195715
-2.415999373660389,2.557715945353518
-2.4095504941933856,2.884268111263691
-2.409432789445501,2.880547072199367
