n_harmonics,base_freq,magnitudes,instruments
10,3.900158995102617,"[-2.15500905  0.93629319  0.99940654  1.84448829  0.49439122 -2.27352171
  2.48818368 -0.08790629  0.19864595 -0.38739807]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9999458040900633,1.3056004392520375
-2.9991325112034204,1.3624974252029478
-2.9968468050692545,1.4188301237144654
-2.9965140142344495,1.44143685451853
-2.9962419366009883,1.4397859501349881
-2.9921893853452923,1.5322592965319908
-2.985972916073094,1.7692747075209712
-2.9818339627499526,1.811003423154439
-2.9683099617918254,2.0051528850902485
-2.954810440648912,1.99785955921732
-2.949968270260892,1.8895578255208383
-2.946424862986906,1.8220454295692934
-2.9427837138985216,1.7218816710650962
-2.939261645894013,1.6174316369149935
-2.9282901068566005,1.1561158353575107
-2.926995543246723,1.115555686385022
-2.917092484111552,0.6776073360805864
-2.907632531707682,0.19265344407672827
-2.9041088841634495,0.0674718879923401
-2.893664584236528,-0.3275153458446574
-2.8912710314442305,-0.3369767754318188
-2.8885668447270723,-0.4651596279044221
-2.8766438109110113,-0.6629598095988398
-2.8730949627595495,-0.6711477018927151
-2.867930022320105,-0.6274575477249698
-2.8622453468591997,-0.5585593646947158
-2.8577609690916965,-0.5032212148884478
-2.848609132201838,-0.16925575716649102
-2.838752896883597,0.23934516493734206
-2.831328462746611,0.5866178401497937
-2.8189657907550485,1.2219119301993346
-2.8171295011681075,1.249511393780696
-2.8121619146660874,1.4750939210516643
-2.8044471324831086,1.724141828364834
-2.803652695324307,1.753858407893746
-2.7951188637394577,1.9233714321135722
-2.792382342536485,1.9345031199510816
-2.7897554374343603,1.9156711854795496
-2.7850335958637906,1.92941299367142
-2.767142120411883,1.4049742095900555
-2.766973408775198,1.4156553655798614
-2.7622361036984384,1.2058352984762828
-2.7451189251969774,0.041272994947892876
-2.741382719262966,-0.28693074823040265
-2.736477752241382,-0.5754943468389699
-2.7262362760466097,-1.4545415937906716
-2.706797945612358,-2.9131755524867815
-2.6991992163795073,-3.3860095046063425
-2.6966722049943437,-3.5133464749948993
-2.6931632899690547,-3.6812989231761155
-2.689620472100871,-3.88493737316582
-2.6895011210921447,-3.833543060885829
