n_harmonics,base_freq,magnitudes,instruments
8,1.7108351291265942,"[ 0.25174429 -1.44904741  0.36580429  0.55645899 -1.80855164  0.1596619
 -0.88641891  1.31016253]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9989778108753264,-1.6621867792986362
-2.991395611540691,-1.6825304901677667
-2.983448902118946,-1.694504734361236
-2.9728171196567192,-1.6969131833470101
-2.965626326630345,-1.6916876760291442
-2.963718377945939,-1.6891949011887233
-2.944165150676535,-1.6480663197020222
-2.9367710714058695,-1.6287657271715321
-2.9347278184751926,-1.623304693289856
-2.9314622533539936,-1.6132752100726189
-2.92252324293261,-1.5875494458225679
-2.918382546915888,-1.5752143815454676
-2.9109608410639227,-1.5549474583049483
-2.8879087261734178,-1.5088050590337605
-2.872225087468979,-1.5001447755215016
-2.8719579399328703,-1.5005107254046846
-2.8666262395777347,-1.5042557556233618
-2.852598256586973,-1.5253644955870107
-2.8511175164340856,-1.529936010245388
-2.843708161279393,-1.5513812758805263
-2.837584860806384,-1.573976590273407
-2.8338261401831137,-1.589452104270976
-2.8289762725585303,-1.6133076780181488
-2.8178886884865406,-1.6756240282238626
-2.814540487095247,-1.6970383949836556
-2.813505398184346,-1.7044134619385523
-2.8133216781981574,-1.7064571192579392
-2.804492328635166,-1.7681293720298397
-2.7921340398059082,-1.8662491238420502
-2.790493401332852,-1.8808783137191831
-2.774457743396029,-2.0239666899852735
-2.769758905040329,-2.067859276916242
-2.7613948571220135,-2.146037446984606
-2.751773576580481,-2.235656180462371
-2.7476344962143955,-2.273519878296489
-2.71775522116509,-2.515316359083261
-2.704790264343269,-2.5899417005658587
-2.698837235189937,-2.6162579410704736
-2.677289044757937,-2.655956127758798
-2.669160832043257,-2.6465395620793783
-2.6659334067876976,-2.6385075653207135
-2.665076813577631,-2.635843385806233
-2.661563164194189,-2.62285372640843
-2.654479995866957,-2.5892995331944695
-2.6532714122119874,-2.5822207518649685
-2.650840717920182,-2.5668803465663688
-2.646245975307796,-2.5347974359540704
-2.6448274979929804,-2.523363462306239
-2.6421272006640666,-2.500636069761254
-2.634740567729457,-2.4282613152787302
-2.624150389213794,-2.300544605489082
-2.6158831217332694,-2.1805706661023314
-2.612895218069152,-2.132923177725711
-2.6110968146099625,-2.103836557962989
-2.603694102918846,-1.972340212701468
-2.600158255069805,-1.9047338132881027
-2.569669039746941,-1.2081227630808946
-2.5612193591430996,-0.9850110390909343
-2.545330525515264,-0.5357999929384593
-2.5393634127025364,-0.36136576431352746
-2.5210937068561137,0.18983988283183476
-2.520837402833286,0.1981978958310084
-2.5193133105409355,0.24290468188434824
-2.5041115629922124,0.7018989719033498
-2.5035548504074687,0.7193211336421603
-2.4948689365765198,0.9741973542686581
-2.4925604084303528,1.0408211553103546
-2.485574170942099,1.2387332904906647
-2.479032401391705,1.4169468026129892
-2.4789079946490022,1.4208658843112274
-2.4738470183583874,1.55333510496857
-2.469970541670239,1.6520665201286673
-2.4689538938386724,1.6780629923285013
-2.440379647938367,2.2894283763331087
-2.438344945897077,2.323771285667954
-2.4360408948818697,2.361175337904303
-2.4324058035256444,2.417363341609962
-2.4218840924126064,2.5565727033756125
-2.4202239350500165,2.5747066880278324
-2.405202569552038,2.694177210515874
-2.404409046233278,2.6990617044704797
-2.3975901743590335,2.7236002557220758
-2.3948406573802385,2.727755128508763
-2.3883541817261813,2.7275241430150237
-2.384851616646026,2.7218237804424095
-2.383782850488437,2.7187456657291404
-2.3717595015691098,2.6540525857169217
-2.3705585522962296,2.644671865508779
-2.364071886460624,2.5829883570359082
-2.3599998507192974,2.5359682338480836
-2.3469400460100385,2.3465372972500367
-2.3416208711490025,2.253158996690389
-2.339438360464368,2.211954270305836
-2.3391325192091665,2.2047618164919713
-2.3351737480123713,2.125485175910104
-2.3322504810940234,2.0632100543388248
-2.330444339307746,2.0228551129749532
-2.330180089965144,2.017236325679442
-2.3287252609955145,1.9846211684701662
-2.3246726832539313,1.8892020728310324
-2.3111852229797494,1.543797613095996
-2.3090157326069334,1.484316164868599
-2.3051677062188123,1.374830354444815
-2.304059811206332,1.342267195197534
-2.302184205189484,1.2884810633349635
-2.2926691854420405,1.0009610982876107
-2.2723565004652837,0.34643962105781106
-2.271082655370388,0.3042099635628538
-2.2681828872313625,0.20767140875693396
-2.2659477810465583,0.13207082796676578
-2.2619193988206145,-0.0024743784370468806
-2.258164356512167,-0.12702895364534778
-2.2511133108027512,-0.3621663738439382
-2.2401473475092812,-0.7207726384285807
-2.2304675213425034,-1.0268139467162751
-2.2261744061207356,-1.1602189783442085
-2.221903668178557,-1.28643473386652
-2.2138259254319808,-1.5168491811612466
-2.2119993128876603,-1.5677721780469538
-2.210113476950668,-1.6192269959393064
-2.2075974346290073,-1.6857952240386693
-2.2067894751861727,-1.7068572179677648
-2.2044629204094957,-1.7659951543517127
-2.190464165709913,-2.0921690919905216
