n_harmonics,base_freq,magnitudes,instruments
9,2.2222253795743674,"[ 0.65829243 -0.05549129  0.48511431 -1.50471715  0.11483061 -0.78711333
 -0.82846073 -0.18785411 -0.15690942]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9846830484483187,1.7116933624058033
-2.969179601006268,2.299072489632115
-2.968676106606659,2.339579431133807
-2.968230961125899,2.350158386420588
-2.966060621624127,2.4204824330691275
-2.9512069254069146,2.895697068290189
-2.9443418227304043,3.0661018039367596
-2.9394014506153407,3.1528821445339004
-2.928351518405788,3.3082423784495556
-2.912434644939483,3.430954175787223
-2.9047137293529803,3.4383096287436263
-2.9035068976852023,3.417715148469777
-2.892671722487713,3.331947389927552
-2.890131175931871,3.287316057712723
-2.8892884258100286,3.285537173196369
-2.8828910668295236,3.177882772977854
-2.864852648410501,2.7587214924192045
-2.8520193769060294,2.377076290439623
-2.848625923582098,2.2705293974877336
-2.84607009744495,2.1695394774805243
-2.8439803328825475,2.070515613632515
-2.838587469363039,1.9099090682677908
-2.8346178448999844,1.732557180039238
-2.8308407242836884,1.6391598807189771
-2.829544879015928,1.5543166116040827
-2.818750592019355,1.1533787130607063
-2.8046423142611046,0.6258879660464337
-2.7874726582303113,0.028370282544098777
-2.7777279739481733,-0.2672447621319496
-2.7759628737101147,-0.3419373300794227
-2.774055725866926,-0.40394127440949995
-2.7719372714123933,-0.46302454798593534
-2.7711593526239993,-0.4601474496510375
-2.7692167709525455,-0.5276681148198114
-2.7673764149210953,-0.5874265927544617
-2.7650048107544127,-0.652037196564185
-2.7527025970536325,-0.9180582357964338
-2.7428453113437703,-1.1005294784828645
-2.7403939055523288,-1.1299187654618883
-2.7363441760652796,-1.1771676820031445
-2.7248383009173547,-1.3051959948334333
-2.7246977349386414,-1.2758759077440636
-2.724366582848752,-1.2824533415095944
-2.723915465043773,-1.3052496287072464
-2.7215065773966347,-1.336555709461541
-2.7081998947104413,-1.3522230402647448
-2.685921403340318,-1.2661192355108062
-2.6750211729470355,-1.1703791417733684
-2.659465042481697,-0.9432217277143972
-2.659157317790211,-0.9726048628481857
-2.6576219877211855,-0.9540970897731854
-2.65473327977619,-0.8948501888133827
-2.6515793341592904,-0.8646963362725031
-2.646872908840371,-0.8085795140887678
-2.636956320466724,-0.6455350751073363
-2.634715530851526,-0.6166863287441353
-2.633916804824235,-0.5784339926420903
-2.6248149770373237,-0.4590437872697682
-2.617002087060613,-0.3529011279842803
-2.6157139968978873,-0.368614710523484
-2.6035521722321384,-0.15963150620129157
-2.599389389874494,-0.1293078142418395
-2.592001029405378,-0.03391146709059498
-2.590429413638014,-0.043620013243495584
-2.5893678444916333,-0.012464660323222743
-2.584167602316618,0.02042191275670435
-2.5740610577929557,0.10311112589517932
-2.5554667535961277,0.20913095363539463
-2.533152468507291,0.22322847226533254
-2.516909646594602,0.14988602550966898
-2.4956510337845366,0.06681700240758805
-2.494422028114176,0.048320434596206774
-2.485772377505117,-0.008154901775132974
-2.4812856397280796,-0.06387448595260908
-2.4754499550437195,-0.10027571728393353
-2.4740367113357107,-0.12128172677425436
-2.468898938713445,-0.13677452938496978
-2.4601712191433576,-0.2353295729000725
-2.4594518151922733,-0.21035001822514504
-2.450512545721373,-0.3041216631834434
-2.4418487677923886,-0.34409991707935483
-2.4402343085665175,-0.38705349986934523
-2.4393911688305767,-0.39303463601852623
-2.4373703951629277,-0.4337535374964573
-2.4337160451965505,-0.42782470478899864
-2.431037731633595,-0.4649615880456207
-2.4225744166725507,-0.5335523737208896
-2.42257188131748,-0.5206030587920154
-2.410156216456096,-0.627852428144187
-2.3885535746484776,-0.8006068704696016
-2.3882881958917266,-0.7564575280005919
-2.3842155157760594,-0.8449808969217385
-2.3757743499291664,-0.866005787513809
-2.3731874939404154,-0.871315238794066
-2.3726973172941914,-0.875473662344161
-2.35858100683258,-0.9553841550923681
-2.3564224352758787,-0.9690526488721343
-2.3540924976579083,-0.9788912104722717
-2.3409400668843277,-1.051115090998458
-2.3361487280402886,-1.037213329650806
-2.3317541702566063,-1.0407156598969152
-2.3281904893528416,-1.0704115011688193
-2.321961021972364,-1.0631156035797797
-2.3057991807551192,-1.0974041125607656
-2.301510778620483,-1.0822806736458068
-2.300127289892223,-1.085666944260694
-2.2953654032015187,-1.0941492218890847
-2.2943347948369484,-1.0634757487337847
-2.2927182381824798,-1.0866356897135794
-2.2832977834548567,-1.0488688148220024
-2.27776984212872,-1.0120654346785547
-2.2763569294023362,-1.061753588025212
-2.2563318944976425,-0.8917991541358891
-2.2509063403201957,-0.8614334124654044
-2.2491693619498614,-0.856241318214037
-2.2438068495967145,-0.784740546278627
-2.2431742019804535,-0.7774903919694872
-2.2300410084088176,-0.6372931691076047
-2.2086465798495447,-0.3414756765878166
-2.206660373465754,-0.306872663249437
-2.2060806156778434,-0.29370626451512516
-2.202746611119183,-0.23790373545303212
-2.1903860810483446,-0.0428994796121738
-2.170359577960208,0.3159044199046809
-2.1589333350738515,0.46500385803237243
-2.156478312747445,0.5038087108787604
-2.1531762255896947,0.5686521129042834
-2.1426974867529296,0.665744617345686
-2.136897794576672,0.7481802822705215
-2.1169407200747554,0.8622246712900172
-2.115863074290951,0.8783268393702439
-2.1134346582225723,0.8904705891041339
-2.111709368959117,0.8903954186335673
-2.110263635051676,0.8615941348806598
-2.10864594815566,0.881011715529199
-2.107008956661377,0.8985879318899129
-2.106720486406316,0.8740499873827515
-2.10254932700089,0.8931573564667704
-2.1014318142944264,0.8756094825710744
-2.083217087525556,0.7249008235722214
-2.074409206263672,0.6112504058913628
-2.064625572536802,0.36180217667165365
-2.0645803187473604,0.37136052570012634
-2.0642834557449516,0.35862641810928986
-2.061344439206476,0.2926896609750515
-2.055597247946305,0.11646838561630196
-2.051755747750141,0.01718941313164117
-2.047274649784203,-0.12638298552113958
-2.0457136010801693,-0.18195836608546065
-2.0419615252424306,-0.31809960627944617
-2.0393970840004743,-0.41605253190860503
-2.027261820414676,-0.889829099721038
-2.0196637887147864,-1.2314655931405616
-2.014108676598295,-1.482192601848001
-2.0140537398937943,-1.4947122117398488
-2.012479556813994,-1.5794008916447089
-2.0090675301541685,-1.7552891735475344
-1.9989115325984825,-2.270333137340409
-1.9902344708456046,-2.683097842277002
-1.9830961382797865,-3.0835342057207535
-1.9829487884461932,-3.081318941879435
-1.9816795292238887,-3.167630434903117
-1.9783121700753368,-3.3635281786488815
-1.9731947158464298,-3.6128652855349594
-1.9643179129290882,-4.082733738868908
-1.960238784236082,-4.274234211168731
-1.9453904908413957,-4.9962269725972615
-1.9415184244206865,-5.1279429453280185
-1.9308135814420462,-5.581015189794829
-1.9305027966246238,-5.584857216204477
-1.923955108316454,-5.787404315991842
-1.894985331845604,-6.374889219292067
-1.8814395976371925,-6.405941983290464
-1.8773829295637205,-6.3744660640768025
-1.8597259636875976,-6.145735783492919
-1.8584652330330091,-6.125589627743089
-1.8435635099145722,-5.637437958742244
-1.8360164312575376,-5.366139904967331
-1.8244561146768414,-4.865076804121024
-1.8170217596992195,-4.557239142706348
-1.8157532790482165,-4.467519660876922
-1.807592771555964,-4.038736079053271
-1.7967991177218474,-3.4463808658289294
-1.793098394275457,-3.2541239529616983
-1.7929025418210454,-3.229226718327757
-1.79260616202512,-3.214657930114456
-1.7900419453021024,-3.064563717793487
-1.78628450449008,-2.873115177324641
-1.7789497481359386,-2.421623940530631
-1.777820037835684,-2.366874227599406
-1.7653011264913003,-1.6651534317519885
-1.75848755941417,-1.3215752042664777
-1.755598070447893,-1.1677477556315843
-1.7510406045955602,-0.9314060305553102
-1.7486920576378973,-0.8103185155288181
-1.7432456358943473,-0.5680201299624766
-1.7220002108733337,0.2981744794316436
-1.7146330597148154,0.5030141807462217
-1.7139700499614698,0.5330820746195384
-1.7133994255298257,0.5507883549785254
-1.712566182998161,0.5848451793494659
-1.710969252371518,0.6184474536844442
-1.704471524410912,0.7910959245942708
-1.6944604019971392,0.9639357096693552
-1.6934606482869992,0.9713495812432089
-1.684667589640095,1.0909405134773407
-1.680579558802129,1.1243048341763962
-1.6758458321860736,1.159829516910074
-1.6640700849719146,1.1893898938079437
-1.6638601250941214,1.181342500666027
-1.6578685363001304,1.1614466503184655
-1.6539710834503616,1.1565383787863892
-1.635796978967267,0.9947918931939436
-1.635386264083335,1.00675598516438
-1.6140294023409973,0.7584217486380959
-1.6075983903437212,0.6880517617594473
-1.606374010872782,0.6728509207363399
-1.6015023111130144,0.5796449691183865
-1.6011886338899477,0.6229295138770944
-1.5994134563119058,0.603887032263625
-1.5779872266414232,0.48078948741067723
-1.570154443405752,0.4882742253226084
-1.565366686776629,0.5098498930829285
-1.5540153941295705,0.5837773306999046
-1.5466286977128916,0.686002401562714
-1.5437026109067706,0.7094946914900985
-1.5408507637213134,0.7530130855516479
-1.5399340473205012,0.7920151195456042
-1.53762878228056,0.807352937155115
-1.5370934078149288,0.8153789712622057
-1.52738470907924,1.0389466001425114
-1.5193316121575176,1.2246269254638313
-1.512822819548873,1.392442589281363
-1.5062523199383344,1.588237078630522
-1.5054643316692864,1.6278848490182871
