n_harmonics,base_freq,magnitudes,instruments
7,1.0789160285357884,"[ 1.28725798 -0.21488987 -2.11850456 -0.31402739  0.56363711  0.26995231
 -0.05677092]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.997389194832866,1.0968112990490642
-2.993675405597067,1.0979204571885068
-2.993279996430487,1.1333802223558185
-2.985923227391617,1.1146222146670413
-2.980647093064598,1.1664243015782083
-2.9789019563319687,1.103871566379095
-2.965769666350293,1.131462603946589
-2.9536041479496244,1.1655250579641443
-2.932385287189895,1.0843110368294357
-2.9195498937890454,1.0164029575856972
-2.918824280828214,1.0133102549382027
-2.918689407566414,1.0277887246837867
-2.913739838825995,0.9955152985338697
-2.913599410269809,0.9903545625666913
-2.8998759020762472,0.8934600630066185
-2.879868419071247,0.7597920031920005
-2.8744523459923346,0.7217898870212293
-2.864624776695654,0.6786345131815973
-2.8580763284249597,0.6477187487113658
-2.8580170131916782,0.6493042080707553
-2.8504472497896858,0.5183349173372426
-2.8473997166206484,0.5310869606685538
-2.843288775545652,0.4952967266683066
-2.8428684443688947,0.46974564374010075
-2.8383311553259727,0.44924206546470213
-2.825142182284215,0.3261786959772762
-2.8195719682117035,0.23804306022525568
-2.819397452736828,0.22892877878450898
-2.8190326875444827,0.2850578941525825
-2.8113626153410367,0.14269211445363195
-2.8090671554250726,0.19850308543536238
-2.8006304217241533,0.08538660415324849
-2.7974656399212408,0.07953569685985847
-2.791278287261864,-0.03938909747753591
-2.7855859562859955,-0.060049764470362324
-2.7768962297862734,-0.19889933992540867
-2.7752990884553603,-0.19785881848312947
-2.77293678117762,-0.2299626053405569
-2.771151790770069,-0.23489676871223927
-2.7690734379128674,-0.21823098723667156
-2.7608902931791945,-0.25139403775685387
-2.758679053801023,-0.3900021566418892
-2.7561217018779898,-0.38090025499363084
-2.734866810994304,-0.5576311345443783
-2.7242419016040467,-0.6470914606354848
-2.7233636034676505,-0.6769988324707585
-2.719721806189016,-0.7043266063708539
-2.7129456324619534,-0.790061685195554
-2.6904774330624672,-0.9955004766554865
-2.677803806772837,-1.066920295640282
-2.6762202603694405,-1.081623328023848
-2.652845150904315,-1.1991113709579664
-2.6474347197166552,-1.273931719473413
-2.645468259303481,-1.2955033416558082
-2.6269144298825404,-1.343296506776897
-2.62487727393503,-1.4090346405467584
-2.62333493912684,-1.4052778452458583
-2.616541245443309,-1.4250899871192246
-2.6086365238536993,-1.4606474963961165
-2.607688291103532,-1.4744256029110252
-2.598418393926768,-1.4573437305771595
-2.5971200957119445,-1.490198319865284
-2.5928725532936805,-1.4897922732041933
-2.5895314581013604,-1.5433642228830151
-2.588291225515417,-1.4920546930428313
-2.5753167790335674,-1.5511244127713948
-2.571063830344195,-1.5695800173585917
-2.566278143627531,-1.5855200807622147
-2.5640419321384496,-1.545642437712234
-2.557194511076437,-1.5371665986576604
-2.555382855496264,-1.5546477347539769
-2.5547180349250347,-1.5516794294771514
-2.554522744658078,-1.5573470150064952
-2.545942485142456,-1.5661005348500328
-2.5443149451847966,-1.552577888938946
-2.540789650256828,-1.5495467783061958
-2.5378438252288342,-1.5378320178488516
-2.531667403736952,-1.5317415510847618
-2.528655012235596,-1.5543185762780212
-2.5223652452362506,-1.552503809832017
-2.5075940447687595,-1.5480311660229895
-2.498984605249648,-1.5100927157635902
-2.4935361154019056,-1.4931695239285123
-2.4857337004913203,-1.436817324225253
-2.4823379790857127,-1.4669927032612473
-2.47598281582471,-1.4386700139227258
-2.4714821835862506,-1.4361414720160541
-2.4653293537883196,-1.400695820821644
-2.451328851503065,-1.3122250201445327
-2.4484456472830796,-1.2923574586735438
-2.4480016833984988,-1.313813517652347
-2.4436852237347013,-1.3213033592159356
-2.4426006025182048,-1.3061993394417537
-2.4416452587573114,-1.292747386409595
-2.439757073219185,-1.3238828359629147
-2.4390077897050917,-1.3117641122288395
-2.4295980400293944,-1.251644103749583
-2.4286579883714503,-1.2448026280782967
-2.4216192197051685,-1.2330105644912368
-2.415924957978786,-1.1934384081217668
-2.4148435949631493,-1.226245474862075
-2.402922558550466,-1.1043455107351408
-2.3857999774325416,-1.1040216525723086
-2.3785536324945147,-1.0239318662457146
-2.3776667666347526,-1.0099971830660135
-2.375179873938217,-1.020884393268416
-2.35633958965206,-0.9340672067525018
-2.3559045073610587,-0.9237837267549805
-2.354180291029938,-0.9330687732969455
-2.3532442948332086,-0.901118057036587
-2.3344241986828074,-0.8327721132875501
-2.3293393721115563,-0.8249458654732604
-2.3225693100572196,-0.84029155673278
-2.3202761191049213,-0.7829074186208402
-2.30738346566464,-0.7871404998785458
-2.299930982022151,-0.7353266778316454
-2.284316077782279,-0.7507306655860169
-2.2777110395452436,-0.6860194577384964
-2.2741631988420017,-0.7247228302009475
-2.2720814278684016,-0.6993365750531936
-2.252744441584253,-0.6754850897406713
-2.2496825325761853,-0.6924938120359575
-2.2493056875013773,-0.6804560544881114
-2.2470458298574214,-0.6477517145893721
-2.2417044745877512,-0.6478652445827521
-2.239275820915312,-0.6665854434375186
-2.2382257776198022,-0.7017555477605263
-2.2309435507107485,-0.7438499315219752
-2.230109637000888,-0.6908765826459704
-2.2216807751032857,-0.7584881573761124
-2.220612055179178,-0.7086670511412668
-2.2190933525714565,-0.6604203576703945
-2.218374699079784,-0.7025783422218846
-2.2145384201445597,-0.7435361369426522
-2.2023654104336368,-0.7280289277414997
-2.2022954726557398,-0.7486887357163569
-2.193274563581334,-0.8039311337262809
