n_harmonics,base_freq,magnitudes,instruments
10,4.234820429649897,"[ 0.14193747 -1.18441113 -0.58953536  1.51804536 -1.30360528 -3.22611099
 -2.45168694  0.78523187 -0.35974087 -0.64300558]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9973003317354054,-0.33631219314667493
-2.995256732104355,-0.42245990680431994
-2.9814476647559562,-0.9628393110551906
-2.974581606263346,-1.2811725659798852
-2.974281320403539,-1.2886801800130663
-2.965337027859589,-1.6725620371814662
-2.9646886990125414,-1.7007526541140212
-2.9644914422299506,-1.6982348832368128
-2.928087653418265,-2.677365956197358
-2.9176343569830916,-2.7280415199057004
-2.9164566036469592,-2.7113218754602912
-2.910235606698906,-2.6843238085705763
-2.9064825020656015,-2.6438681947652976
-2.90546641893814,-2.642846182732653
-2.9031450368986857,-2.59015187703201
-2.901569153802936,-2.5761231869838332
-2.889997195348621,-2.3122912328123513
-2.8860738933663646,-2.211165596056794
-2.8602473292577084,-1.2899408161878099
-2.854310397034732,-1.053911818972456
-2.8409842547167177,-0.5427406208178591
-2.840390229116399,-0.5192266615228812
-2.8401952877835166,-0.511812262326428
-2.8339397255016006,-0.30306031568760466
-2.833284160944781,-0.2825799491726626
-2.83132046635436,-0.24702032593045994
-2.8304764219465457,-0.20872005377675598
-2.8208487377018168,0.004273219960171479
-2.815336938786248,0.08240430053041595
-2.8120975354121436,0.1047082265257318
-2.798754764209357,0.034759588199806256
-2.7932377298267923,-0.11527783506988881
-2.776927048623273,-0.7343313581001792
-2.7762256560193257,-0.7632410194780618
-2.7733439638672883,-0.9220478399136922
-2.7730007506904757,-0.9367055033404482
-2.762543214741043,-1.5227862073193181
-2.7431315235605522,-2.6032389515128473
-2.739910997421857,-2.712142704046174
-2.738438689252456,-2.77129536350041
-2.73437817545981,-2.9088667255765652
-2.725203039246387,-3.088596072523841
-2.724925781514357,-3.080350892251879
-2.714264272464838,-3.019662107795097
-2.7090944743831242,-2.843744848426349
-2.7000926695327054,-2.399307944807592
-2.6986372752331462,-2.300695924334754
-2.6870844264386213,-1.3974432710792493
-2.68432760129994,-1.1496278073325428
-2.6823641070709625,-0.9578924202292292
-2.6750283780600217,-0.2277480703904677
-2.672073126910848,0.06261951854923388
-2.66823028700097,0.45497685405971866
-2.6671840520588517,0.5713116754885842
-2.655443108426885,1.658484200640394
-2.6550007819246484,1.678177319963621
-2.6528258599178125,1.8422090126789636
-2.651927466644187,1.9184029607605297
-2.6327890733723884,2.7744198806364504
-2.6315557402272063,2.780455440259632
-2.6310348649742723,2.7777203010925247
-2.628111719407185,2.7545110635584713
-2.6246612029015273,2.7141655420198854
-2.624291744957681,2.699246306518878
-2.622964693769518,2.6759282551736847
-2.622252916431319,2.6396280584549587
-2.617350029157218,2.4326110334263515
-2.612416774686508,2.139802137335737
-2.6101398555975193,1.9593659491330173
-2.607088845115074,1.7068637790073395
-2.6023994255634717,1.2672228742666773
-2.6012736843288824,1.1182037402905454
-2.591119847695703,-0.023477504554495564
-2.58938132860558,-0.2422312898280668
-2.588696434460849,-0.33936349005546984
-2.5874033336070172,-0.5263356052426673
-2.5844748525009527,-0.8977170345802696
-2.5813805981335465,-1.2925729242070534
-2.5736351043765806,-2.3060540422359694
-2.570882421120765,-2.6217659693483295
-2.567975948602415,-2.9846213083139568
-2.5662539754695963,-3.1957762388631017
-2.5555796565735873,-4.221785821212232
-2.5526621411080157,-4.473763497060414
-2.550746633067254,-4.611320341014646
-2.5457626536373343,-4.901288330967832
-2.539323223341717,-5.126105369184089
-2.5389864715466643,-5.159718224263471
-2.5365825495793723,-5.185343539919869
-2.5362580526609415,-5.168664700604166
-2.525698086091098,-5.065888264471346
-2.5201466645950648,-4.841276080109813
-2.518534367022159,-4.754121858084348
-2.482843506108465,-1.399752374708676
-2.480615821230022,-1.1777673168157288
-2.4710531361318706,-0.1402367037512626
-2.4661518374017253,0.3488316570406251
-2.4572128802555975,1.1721924747294497
-2.456579619294976,1.2081718273072282
-2.4564346353303677,1.209915674737963
-2.4538598202157216,1.422897066042326
-2.453345421508172,1.4528630855104596
-2.4519880512557624,1.5751730735212988
-2.439491218268243,2.4088733941813394
-2.421299913216994,3.2947132996775865
-2.4176199842337462,3.434286855079623
-2.41427165681755,3.5503963826847453
-2.413551471235511,3.5717322359393737
-2.412113053832451,3.6397017663480056
-2.4118202967961713,3.649417084383909
-2.4096077033581826,3.7103228206208474
-2.4025935435798456,3.976752111476787
-2.4025577174248034,3.976016642998056
-2.3927484514538175,4.286080084469343
-2.3835434506874233,4.608123783470035
-2.383325227867502,4.614132162483241
-2.382772046726193,4.621166507165677
-2.3711423561406035,4.900603672814769
-2.3568055329163626,5.1032369892430225
-2.3527367261749306,5.094204018637313
-2.340689794490765,4.85661107546133
-2.3368570361675776,4.704060817971847
-2.3354681140591236,4.6513505336890315
-2.332099044615688,4.477859563757104
-2.3211587894766237,3.7545883134125653
-2.3173989346875516,3.436398810308182
-2.315452176440923,3.277890299986377
-2.314411363625038,3.1909350847841607
-2.3132134687533203,3.068062186041038
-2.3060797975537763,2.3805996815264363
-2.304742216897739,2.2426201480412944
-2.304362623886857,2.18442387448396
-2.3034502446571383,2.088073726564691
-2.302064150227075,1.9437698329685325
-2.2984102739297265,1.596677889184661
-2.2803321688043026,-0.3304841430055605
-2.268188253743424,-1.2984409621893993
