n_harmonics,base_freq,magnitudes,instruments
7,2.851581001360498,"[ 1.04767434 -2.36822366  0.99592511 -1.43725927 -0.63250403  1.49059284
 -0.8727403 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9955724530356793,-0.9425662471297981
-2.9883306670247833,-1.0132457291342467
-2.9833337986890047,-1.0591633972116408
-2.9831730692735903,-1.085534419571659
-2.9819157937356335,-1.0578999271987684
-2.9814911869092224,-1.0940179169959847
-2.9790545295490976,-1.089507256314474
-2.9706117858036025,-1.177601558260902
-2.961957562799255,-1.2073613564077255
-2.950096982672353,-1.2439068030264622
-2.9488009137015267,-1.2271307813364956
-2.9353333953802063,-1.0972040940331784
-2.9169370564163044,-0.8305714234234997
-2.9143516668386784,-0.842152977884189
-2.912720499553344,-0.7069082887837158
-2.8828025195653577,0.04989789119879902
-2.8820489785876173,0.0414363792222886
-2.8785774054303586,0.2124268459274611
-2.859008013457446,0.8525317006538067
-2.8560719858469725,0.9930777065117545
-2.840086275204309,1.484947079270707
-2.823494402323848,1.9598520545565663
-2.8187001033824712,2.2018189807588877
-2.8074137500261838,2.4423794667926058
-2.8053035136092697,2.4770029281325687
-2.793891477746467,2.666812749544767
-2.7922168515809798,2.7309422653417763
-2.7915431499441032,2.775984923250202
-2.7862183356682926,2.768042209973991
-2.7841706027094806,2.823571614167167
-2.781673361708866,2.7804385448151
-2.7720311877193082,2.854227763773703
-2.7691551409256623,2.917533461872809
-2.7501158118143834,2.6678887580269723
-2.7453016176297202,2.633266261674816
-2.74222815168972,2.5564422786163012
-2.7192141178039213,1.9916655648701451
-2.7132101236070527,1.732056293289923
-2.7090143927054413,1.6116988713601224
-2.7080154477836844,1.5904467453331352
-2.701664941542947,1.3228878045820989
-2.7015768366234014,1.3233413471796613
-2.6982438935064383,1.2102133682910503
-2.6974531528310606,1.0841868577722047
-2.6922974839535367,0.968465346703309
-2.6878402839532285,0.7597264626772837
-2.679349031284171,0.4535137341367388
-2.6762216301787385,0.25834408346180093
-2.6647339211125614,-0.20074321900147965
-2.6639868974582948,-0.18960231256409307
-2.6584638584206077,-0.4578894169119525
-2.648068779645046,-0.7981802256551522
-2.6474720989393696,-0.8172271629785165
-2.645105007252968,-0.9604239763922315
-2.6419884927685118,-1.0610941196086625
-2.639347564970584,-1.1341014215985064
-2.6393196547320485,-1.1351202967332434
-2.6380326483612357,-1.1989521319733025
-2.6222112300456075,-1.6599893363470366
-2.6201573774006506,-1.7181103826045088
-2.6035707583696537,-2.0544986384087216
-2.600984064988054,-2.097790859354255
-2.598672031612713,-2.1212872818188946
-2.5972055366997635,-2.150845070173507
-2.594208123692913,-2.170319872154283
-2.5880191562529564,-2.217996533184073
-2.5836430569076754,-2.2539646164708302
-2.5828345866717406,-2.251808202474564
-2.581156854322321,-2.2434614289207717
-2.5786587350683456,-2.2295971351067525
-2.578454101972828,-2.2499516073722017
-2.565750011226176,-2.26119958677645
-2.5524612580063506,-2.1610380232090667
-2.5441913098935944,-2.073165391869651
-2.541613402598143,-1.9946869299231533
-2.5401701156830754,-1.9773930403632665
-2.5236478359400403,-1.7167582800562187
-2.51994562615322,-1.648878419960477
-2.51597128819387,-1.5728441033023524
-2.515337542459149,-1.5913740881684868
-2.513762347018413,-1.5379533800661027
-2.51073023781201,-1.4998462696210364
-2.502630751977927,-1.3414211273107568
-2.487541513287905,-1.163722345066628
-2.4856469132847376,-1.0868039307841746
-2.4854018080391382,-1.1250100397201184
-2.475792282482752,-1.0237696996399288
-2.453264447827408,-0.9374800706729728
-2.4281771979209235,-1.1367376794506463
-2.4227768390826796,-1.1311847760029397
-2.4224619592871024,-1.1411079011369507
-2.421642876179448,-1.2109338163799563
-2.401643224580723,-1.5720282196390043
-2.3982004487585478,-1.6945024413382515
-2.3883317974276603,-1.9590168442295068
-2.3721656314533384,-2.330124216340546
-2.370696000474194,-2.476084818235865
-2.3700474708879846,-2.46583485486109
-2.3693189183500616,-2.4945736198505846
-2.3622526140373683,-2.7027345069336683
-2.360047876171719,-2.7416028860013175
-2.3514387622861763,-2.998321564343405
-2.3471918706256387,-3.0910360050164614
-2.341224191442811,-3.268241506576297
-2.3289108355790433,-3.531202505625856
