n_harmonics,base_freq,magnitudes,instruments
10,1.519048513639241,"[ 2.44857229 -0.10014599  0.34176587  0.81265436  0.29480978  0.06073957
 -0.41392739  0.0388934   0.13112577 -0.5626129 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9986403122579777,-3.8145643683079156
-2.9775306821076875,-3.623328387019005
-2.9750939767707223,-3.572450345295514
-2.9554720210690153,-3.2429359584455506
-2.9390423783177204,-2.8656835773196767
-2.930857009513199,-2.6661144971567348
-2.9266055976663212,-2.5546219419080396
-2.923601766761768,-2.4498456482691378
-2.9211954585240947,-2.391920139164646
-2.909107775275195,-2.03727564707395
-2.901717773016699,-1.8294382913608755
-2.9014732415703497,-1.822465425379291
-2.8926566126399944,-1.5676123424584958
-2.8893702172842035,-1.4604737929609306
-2.867740829750168,-0.8152893193373638
-2.864746021687715,-0.7324684656961525
-2.8646398608815424,-0.7268801297525195
-2.8632250274338644,-0.681153369748537
-2.8612260799085876,-0.633272944129513
-2.859156548537391,-0.5745567272653866
-2.8482733438155763,-0.2676003649490711
-2.838846069788202,-0.016390698526764155
-2.8335946353503645,0.11777768380432871
-2.831977597647513,0.14804058436962875
-2.8289164828768785,0.20614029723955032
-2.8218921131767853,0.3701142581945228
-2.8122318895117426,0.5675879537861251
-2.811334362293395,0.5809078387948362
-2.8082956604443696,0.6445814136309183
-2.7994950628665114,0.7664939320946251
-2.7970132168587147,0.8137240203895535
-2.791689441919222,0.8949155669341803
-2.7894486686877453,0.9470036639988081
-2.7880298473068903,0.9421591834460487
-2.779994220115748,1.0379027141388364
-2.7730408826571065,1.1073263099563446
-2.771717222430695,1.111951109921995
-2.7558439651723403,1.2104438875272288
-2.7483223186565886,1.2446929211557487
-2.743818262408868,1.2340211560913386
-2.7434799284162334,1.2352609867658442
-2.741971334937526,1.2402029627433129
-2.7360445100847817,1.2228969121040842
-2.733821138789657,1.246237533693091
-2.728100383255262,1.2130034755260155
-2.7262688073114854,1.225404728380193
-2.7177597641263715,1.1763985900455312
-2.7145018997252945,1.15209415845772
-2.702308717463971,1.0805069334262307
-2.700195535858029,1.0480196169826048
-2.6920246116749382,0.9674361774295004
-2.687853664546749,0.9370866199685467
-2.6857006976121953,0.9103715031020586
