n_harmonics,base_freq,magnitudes,instruments
9,1.342402501491096,"[-0.56281035 -0.61291177  0.43481168 -0.36847873 -0.97513051 -0.00928513
 -0.71233295 -1.02979628 -0.30272191]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9980732663337193,-0.9300395929690809
-2.99378107318471,-1.0035215514558935
-2.9804127159870326,-1.241579927993346
-2.975343809813422,-1.3421218339728571
-2.9749418706110546,-1.3630844131309925
-2.9479059081934276,-1.8097217517415536
-2.9477925532626745,-1.8000670536647978
-2.9437680466001286,-1.865134888669366
-2.9380319732026856,-1.9532034838152008
-2.9343143567169294,-2.007535196928861
-2.932952684210539,-2.026313112542735
-2.9266527061283387,-2.105542211270133
-2.924214496256716,-2.143487665569555
-2.9224359287161326,-2.1353278705263525
-2.9218384657242558,-2.150185358977143
-2.912192247303209,-2.2719221139351338
-2.903897935205312,-2.355535447055116
-2.893732942912169,-2.4107401142084997
-2.893158309354564,-2.4230228378017866
-2.8866431713370098,-2.4408979901813197
-2.875114782374493,-2.441720256285882
-2.863389438536072,-2.442397686249826
-2.850640919759572,-2.353952488815363
-2.847033292529657,-2.33114577818456
-2.846030937251598,-2.3328401732462334
-2.8326768280794266,-2.1708527907888158
-2.8315907009698504,-2.1602383448325257
-2.8312365380877913,-2.144133721807066
-2.8217506818740805,-2.0173659003250797
-2.8136679870233454,-1.8681374519966019
-2.8131738187937763,-1.8261356181502402
-2.8120967918232616,-1.8217016398857937
-2.81159377568037,-1.8159265488956908
-2.7937114699020436,-1.3740938960496603
-2.788644222728742,-1.2351981523982718
-2.7850753446898633,-1.1230011136136453
-2.783237623876558,-1.0868844984035808
-2.7810030463644733,-1.015807160085198
-2.7751403027512227,-0.8347710546395795
-2.77511401155645,-0.8291947914750538
-2.7736895240061736,-0.7825014316920803
-2.765450017470474,-0.5279134035447944
-2.757917561940358,-0.26311551125018773
-2.7518145717005296,0.004259975809259846
-2.746397765360781,0.19645755391681996
-2.7285729806479835,0.9156489069504762
-2.7261856799591038,1.0190722176753049
-2.714087012607115,1.5383150094472213
-2.6962077723233424,2.3271352343010543
-2.691631444675051,2.5491719683086376
-2.6894235749838207,2.618592365756141
-2.680661736924038,3.0312312213268955
-2.67767334795536,3.1530503278392916
-2.675655074296821,3.2596689400553065
-2.6713495700846517,3.426996524379595
-2.670368752202144,3.4693307923866654
