n_harmonics,base_freq,magnitudes,instruments
9,3.073066294046687,"[ 2.12627023  0.52015001 -0.22189928  1.53378256  1.01094678 -0.56035418
  0.70897673 -0.06707448 -0.84463826]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9995388439457145,1.2150089849494046
-2.9972696956395586,1.2767350737338363
-2.996789675647145,1.3044888707699023
-2.9904576329212436,1.4474238124981436
-2.985679370829213,1.5017679514587141
-2.985619098324365,1.4961159954081662
-2.9856086171329403,1.4998643470343704
-2.972506281100948,1.5183906858378031
-2.960463347354299,1.3047883356548275
-2.953826829274968,1.1371917572813042
-2.9473576824762846,0.9242658164691925
-2.9360081375500715,0.4843926572294784
-2.9280999570735156,0.14579557370420007
-2.925304073719089,0.02789158638963025
-2.924856862227089,0.01551629575898143
-2.924322108819614,-0.01802527108070371
-2.9212256859766272,-0.14886360551276498
-2.915807607572792,-0.36794455052536384
-2.9108490699151854,-0.5521441306138767
-2.906530983610068,-0.7199648608087004
-2.8978040603036512,-0.9766861782286131
-2.897527811635759,-1.001741042314176
-2.885021756412335,-1.2247598316165424
-2.8686527440449434,-1.29610616558998
-2.8678441396030685,-1.2904167200306875
-2.8598654096486755,-1.1710996933509332
-2.8584038102946883,-1.1280381521240639
-2.84505939067067,-0.7400957284755894
-2.840997351251701,-0.5768257383236347
-2.835549194829671,-0.34111279331102123
-2.830915030753121,-0.11015400256989565
-2.8296175994057675,-0.05147477455444744
-2.829192681386324,-0.03425712696374706
-2.82594619923138,0.1261800844388487
-2.8192634869999003,0.5001169836675509
-2.815111601480736,0.7329892275058916
-2.8105367434037785,0.9812974416542387
-2.810159307510439,0.9933226028239858
-2.801649204464497,1.4730386394538395
-2.79833044821477,1.6524772848683373
-2.7979826512207477,1.6758482191534851
-2.795343796687262,1.7991262381931168
-2.783742199356305,2.3633790105680617
-2.778750773552452,2.578876684521467
-2.766925821648787,2.9694751720332135
-2.7408501459940355,3.1875931613081625
-2.733231247925139,3.1163988601278194
-2.718929950024566,2.7492067719240025
-2.7088649271798895,2.38634530123348
-2.7059541862387237,2.2792217841403173
-2.7052414525350326,2.2564679790719966
-2.699414014331828,2.000026522285376
-2.6871823486353006,1.4786539405237933
-2.67133997222951,0.795582449151442
-2.667790913395682,0.6716120549606946
-2.6673901878639423,0.663554809244097
-2.6655523820676303,0.5926739431371271
-2.6483580172621615,0.1283968110090925
-2.626441678087576,-0.04370487534426213
-2.606031698195961,0.2620897685362608
-2.6048111496655664,0.2885137981201467
-2.5914975944476843,0.6780881024229081
-2.584163354833606,0.9399694445465039
-2.581957847592376,1.0126263540258134
-2.5801725238495807,1.0738688920988197
-2.575343510189751,1.2672202967905928
-2.564468762892528,1.654497473237573
-2.552527832373521,2.0243453481952565
-2.5492890234722063,2.1045014315189587
-2.5432764555778826,2.2247897151946816
-2.5424362244145517,2.250019941562259
-2.541711032898269,2.2652961581791393
-2.5404584411462983,2.282262679257148
-2.515583534797676,2.3242728395739216
-2.5152264021439956,2.327868743073612
-2.5019158240785844,2.037557405114903
-2.492249543774528,1.665437884559912
-2.4848613076601076,1.325176561870351
-2.4810533086438817,1.1194328437636774
-2.4761340507306615,0.8243410756584526
-2.474905461816549,0.7482270597919591
-2.467755302853365,0.31446962930926214
-2.461969682123578,-0.06784229307832884
-2.4596679789543296,-0.2460387349530248
-2.454878110815991,-0.5770862236387617
-2.452964064114158,-0.7281411391105556
-2.452272551526547,-0.7787303846226291
-2.4262426360466423,-2.5894591895622905
-2.41887452084357,-3.0731560813812924
-2.4163986652692406,-3.227113095085838
-2.3999142833584868,-4.0529417617959345
-2.3993813328712186,-4.087420721011735
-2.3963953379679923,-4.212106313009051
-2.3933532478376183,-4.324208013163055
-2.372378365906039,-4.789334659583873
-2.367658664649765,-4.813347907331412
-2.3664237931013536,-4.820005275345333
-2.3653605818595103,-4.820379701256333
-2.36003331172242,-4.801509766854809
-2.3527467278417187,-4.737201805980536
