n_harmonics,base_freq,magnitudes,instruments
9,4.836923530957064,"[-3.2677499  -1.49385519  0.79330582  0.71176535  0.89971469  0.02486883
  1.94737363 -0.04886883 -0.4906462 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9744680090958706,-4.464680453498822
-2.944923571638866,-1.5900906993691537
-2.9431969253553434,-1.3388308028411477
-2.930417834641157,0.16314370307023374
-2.9260502616094346,0.5775069763953504
-2.925239923097062,0.6576544919500146
-2.8932255162015474,1.8260048352881975
-2.8895263360111394,1.6850309503619203
-2.888635786097387,1.6147780880044782
-2.8841556889204902,1.4386476683354945
-2.851683114952568,-0.75720250851358
-2.8496149399404387,-0.864203568294624
-2.848036750744396,-0.9905746753987572
-2.8369029485263497,-1.4257537230443829
-2.833790533412001,-1.513427368739541
-2.824330733100858,-1.6076634365413962
-2.821941045625338,-1.5444538753393093
-2.804370354880941,-1.0610431414847112
-2.8039796450783907,-1.0375362805185582
-2.8034216381372556,-1.0458931216126743
-2.8014789700644345,-0.9319427779845489
-2.7992503892519434,-0.8158893986257397
-2.793033525007183,-0.5365399638651148
-2.778162738018785,-0.004158688930592899
-2.776096164280137,0.08204445937454588
-2.77386177497734,0.10871392777864977
-2.761496552117895,0.09060118601917001
-2.7613215298562253,0.13798163840691902
-2.7578101958972345,0.004305037900720218
-2.7562640567475225,-0.026139671653620696
-2.7455252218305706,-0.4292431346420669
-2.7453849381952997,-0.4661598477286885
-2.740225960267403,-0.7439782141629374
-2.7221247250710245,-2.0081085384449056
-2.720389921958623,-2.135391494068535
-2.718008607420822,-2.2708897294215813
-2.7080670863605265,-2.8378922802478512
-2.707442077825866,-2.8421448144128436
-2.696290392374694,-3.170814760991748
-2.6869571065903983,-3.113726613317018
-2.6850699574663133,-3.0963656372173074
-2.6798539862308335,-2.8783526122764957
-2.6790956737349223,-2.8101135997767948
-2.677449282591673,-2.7484241983020756
-2.6727888647544824,-2.4649577201105908
-2.650183197128796,-0.3161793166217223
-2.6392302928238776,0.8731800088704113
-2.6352402418801444,1.3145507246463597
-2.614816799684749,2.823046871293284
-2.6133006451804417,2.8830062445158275
-2.6077459740390476,3.0919613517263786
-2.6027916824364867,3.119860596210414
-2.6026090417247625,3.1013639269989017
-2.6004965679805316,3.1028472083175163
-2.5818428629580508,2.390288504007239
-2.569156975856022,1.4683611269308188
-2.5653258130330734,1.1242371795949069
-2.563189693794848,0.9767660405494034
-2.551848328326324,-0.03652592304311935
-2.5452419271318405,-0.5875956672556171
-2.5298329782206777,-1.5059095537023985
-2.523603019775729,-1.8251992327206799
-2.5069314182661637,-2.1894137701743914
-2.5019006081609723,-2.185998491770907
-2.493218511022622,-2.221872035683655
-2.491877718813371,-2.1847617645292514
-2.4912790255479815,-2.1564043261504713
-2.4871754213181614,-2.1651535995888556
-2.4865726029509045,-2.155372098778738
-2.484496105414533,-2.1628455176468027
-2.4804009733113945,-2.0878429756219594
-2.4723833833008992,-2.0224785955275766
-2.470931554084558,-2.0414334007407327
