n_harmonics,base_freq,magnitudes,instruments
9,1.5540599140736835,"[-1.32365938  1.87255494  2.17250747 -0.0179521  -0.09135879  0.24595468
  1.2347165   0.65017364 -0.72817783]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9973623482323664,-3.6707814289929486
-2.9958702202525265,-3.6577195377405722
-2.992339281428297,-3.659274445884226
-2.9864372037049436,-3.726391184511844
-2.9851959032303155,-3.7198177831133474
-2.9817936730029158,-3.7324828844918927
-2.9542383675246002,-3.760537659920764
-2.952817879358832,-3.8004653163179167
-2.9514155096643275,-3.7512046460195574
-2.9479817823207872,-3.7566136333910514
-2.9402951376599535,-3.71890443882886
-2.93328865537445,-3.6834980361801817
-2.907518102677269,-3.4015277486252207
-2.8949613338237583,-3.2326571430764095
-2.881039471174618,-2.955610730471667
-2.8786984470244787,-2.9008198974349084
-2.869747882080077,-2.71306130288969
-2.8685313779282455,-2.6307185862025015
-2.865359109986099,-2.6042612924516804
-2.8599249395295265,-2.4767998955937003
-2.854322724325444,-2.3822300286966636
-2.8441784646511716,-2.1351832455014876
-2.8420663396127432,-2.0588885524025615
-2.8348163589891744,-1.913738107334981
-2.8313259151148182,-1.869839439108641
-2.829420613792098,-1.7880173532159145
-2.8282131655928433,-1.749068775117471
-2.82048828164539,-1.5723967382402602
-2.8152899343562865,-1.473076669818655
-2.8129541645455163,-1.3664546594904858
-2.7963019508748985,-1.053849530705366
-2.7921929156035485,-0.9055621880590629
-2.7871352260748052,-0.8192750984649271
-2.782026239172399,-0.696339903678098
-2.781061148012648,-0.6558609957914391
-2.738917156010512,0.02894592598808802
-2.7284947489552254,0.144498334141791
-2.720173808888951,0.19267074914635343
-2.713939512967413,0.2514714230747421
-2.7112838875421454,0.25992024060411273
-2.71079456055209,0.23157779132413733
-2.7107102287887153,0.24099502692418054
-2.70217613935574,0.3047248229724952
-2.701554730810642,0.27374800137932653
-2.6841208134075902,0.25511326465695866
-2.677793211135998,0.2567015964710465
-2.6647913833211425,0.20527802272490037
-2.656365947467396,0.15543623044962035
-2.6471869031814426,0.012199284243853317
-2.6256519161301464,-0.22532751628455652
-2.624105178256242,-0.23719074136266782
-2.6095596777788996,-0.45141943517659466
-2.6068999795994015,-0.5002103392521755
-2.6060263927696012,-0.5182354680925936
-2.6050738908648663,-0.5139662777712699
-2.604112975310373,-0.5317449612824098
-2.602145800845273,-0.5810038419471116
-2.573349731703673,-1.0462419859375376
-2.5710169041991597,-1.0904415037615571
-2.5647502276523313,-1.1285244599526314
-2.5568700419305195,-1.273338196061557
-2.550102743624379,-1.3245318882678396
-2.546202272413411,-1.3685183110327992
-2.544041516888768,-1.366870955104224
-2.532579389327829,-1.5152461190583146
-2.525103579149353,-1.55913587804138
-2.5246974465966603,-1.5478877771970134
-2.5244665497503003,-1.547179587642463
-2.524455523264802,-1.5044694164174033
-2.5244382226761672,-1.5510428762432267
-2.520880869228048,-1.5754261527878946
-2.520801916917403,-1.5710502174699439
-2.5151798295116947,-1.5855172418096095
-2.4859371746390417,-1.6229036255839104
-2.4836719693473963,-1.5790469780069332
-2.4758446393699796,-1.544699709336901
-2.4731811161354704,-1.5289814160566013
-2.4699904704255182,-1.5002283274508825
-2.4693752336274146,-1.470973348560613
-2.46709263082139,-1.481547439428593
-2.4665382430910805,-1.4982677283816501
-2.4565480285971804,-1.361415340522163
