n_harmonics,base_freq,magnitudes,instruments
10,4.836915508705985,"[ 0.57680827 -0.59725492 -0.63449733 -0.19174465  0.30446799  0.95529716
 -0.22656912  0.75296985 -1.40411157 -0.16819682]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9991956818086365,0.7940759468440856
-2.9976519247091096,0.6272533057804015
-2.9948071856375265,0.28056950803610853
-2.9890151646684275,-0.36279188539568547
-2.988974107324454,-0.3930592678441046
-2.98694000451934,-0.64514127524365
-2.9856183956845115,-0.7997435790104792
-2.9737836945939398,-2.07045731492635
-2.9639518780160756,-2.883991276982649
-2.9626434446474006,-2.9550924653402864
-2.9620522433066734,-2.9749851551125257
-2.9501925669274796,-3.4262910361403747
-2.9474136380473794,-3.4923747908497966
-2.9326626583906332,-3.2269728402681492
-2.9254040560979884,-2.9558112549098
-2.9247834017710765,-2.873835226329047
-2.911990498495042,-2.1167481009127505
-2.8992847594132365,-1.2309811601988678
-2.899117757070699,-1.2488188878032178
-2.886341563561764,-0.4390121524831183
-2.88272251048188,-0.2620786927825719
-2.8742306517591905,0.09974339122772467
-2.8685822890201624,0.2796511052048459
-2.8622394895315266,0.45027565621721966
-2.857130797128953,0.6345302109000596
-2.8550732505397587,0.6498304099618143
-2.8504798482854525,0.7430327810840189
-2.8482802207251146,0.7825375221244777
-2.8436155137766512,0.8563975583060033
-2.8386082504524164,0.9940642840008255
-2.8345403697179865,0.9772771160664989
-2.8342097483647364,1.0137289299493357
-2.82925984937837,1.0731223729164456
-2.8106018985927443,1.2654708651763507
-2.8095591168298686,1.2634338971437755
-2.807364862690594,1.2778436911079896
-2.8054775960081177,1.2648990122538786
-2.799678274897058,1.260667909971929
-2.7983970891570724,1.203821292832629
-2.781280367653901,0.7673898774339485
-2.7803932136417875,0.7223793549377047
-2.777428414951731,0.5800640201384922
-2.775122151744606,0.46350750171972915
-2.7673348763753514,0.02344971569871041
-2.7658943242769345,-0.0696885879771708
-2.749891667149176,-1.2546736420723925
-2.748295255873022,-1.3711049138104927
-2.73497954610106,-2.180216955849568
-2.734930331295927,-2.1672045270143503
-2.724668537505587,-2.5156362729416446
-2.7146958069099627,-2.3663291247114926
-2.7109223361670534,-2.2798099072390174
-2.6815626775639108,0.5343548625813549
-2.6742390685896393,1.453768638611733
-2.670818985874866,1.8890749025466391
-2.6686038003581687,2.1304394103836573
