n_harmonics,base_freq,magnitudes,instruments
10,1.4663907915621288,"[-0.61067125 -0.21131559 -0.36107571 -1.52956051 -0.20260495  0.22176605
  2.99305087 -0.13871218  0.08879944  1.08458872]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9980227576039065,-1.2406835002262182
-2.9934339640273193,-1.2017862598329014
-2.9768606372800006,-1.051961025020117
-2.9711344766403354,-1.0113642482997436
-2.933484331339268,-0.8689338341751741
-2.932805522420902,-0.876600933822848
-2.9316056795961964,-0.8630034968871275
-2.9285826316185455,-0.8945000823342131
-2.9284057397112324,-0.8684210994127519
-2.926353235317836,-0.85372097523075
-2.925422375946777,-0.8482194540952372
-2.9236522127195297,-0.8709568022414184
-2.9166396827690955,-0.8856816203404644
-2.91198943646891,-0.9132304592010074
-2.8976056739919773,-0.959560788414853
-2.8913826570710333,-1.0311725504151543
-2.88958223847758,-1.0570463958353242
-2.8867145295573335,-1.071406562237597
-2.8815158955377225,-1.099725062463856
-2.8807595675392843,-1.1519696958807717
-2.879647428393779,-1.1504313008077038
-2.878885006145815,-1.1345530006608242
-2.8734658068091834,-1.1924640954756625
-2.86304092199836,-1.3549145321752691
-2.856837096176365,-1.410934986628088
-2.8529859273304186,-1.4760313829557978
-2.8524774479842057,-1.5115010464148433
-2.8523821498010693,-1.4637344013054367
-2.849794145012868,-1.5237554777552968
-2.8487203730864925,-1.5554204047547777
-2.823897417736495,-1.928632517261943
-2.8155963635308687,-2.0556020463997426
-2.807134184976253,-2.235007508875926
-2.8027327722410185,-2.284992219124767
-2.7992748029910066,-2.3453522667764943
-2.795581136908771,-2.426438660729605
-2.7768278385159917,-2.744524346038939
-2.7646456397525077,-2.971071383141786
-2.756446448891597,-3.0757796973194447
-2.754895016115368,-3.1163980055212273
-2.7400550412164066,-3.3342645965860576
-2.7339813609852097,-3.4264223761452546
-2.72435312002119,-3.5252545072694748
-2.72398322319203,-3.5436408736898124
-2.72364219719615,-3.5426800603557473
-2.7219647686490864,-3.5788761187579667
-2.7211540825003135,-3.563122179427334
-2.719295051072594,-3.5759025841884395
-2.7165856412424905,-3.6571444314709516
-2.7100368556615773,-3.700608980377516
-2.7057075841050446,-3.740041978544165
