n_harmonics,base_freq,magnitudes,instruments
8,3.537910865778747,"[-0.11077239  0.57031726  0.17008013  0.14721111  0.60461473 -1.8456133
 -0.96653176  0.79204399]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9949121311108726,0.09766696300014616
-2.9887843549390896,-0.4162155253326695
-2.966613916540788,-2.22904034741185
-2.944036908426318,-3.6741418133918704
-2.934190388681758,-4.110096536600607
-2.933302995225458,-4.113815338682752
-2.9284752444323567,-4.251772841008868
-2.92620617431511,-4.286483652238928
-2.9233241917645154,-4.388788237960077
-2.916542029194342,-4.422398295453008
-2.909526217041159,-4.418445594727195
-2.890289500024881,-3.946919645620253
-2.8885007949763235,-3.866827096417388
-2.8862149057646063,-3.761846411599317
-2.882152405720025,-3.5253618017612753
-2.875945612833897,-3.255038152384641
-2.8676341747491145,-2.803673623655741
-2.8636290354035645,-2.542375539147485
-2.8587224579478683,-2.234927990251612
-2.8582806574476085,-2.2169461472556664
-2.841452405401031,-1.1541371034515076
-2.8412581723530335,-1.1439056009452715
-2.840380848584523,-1.0983172633853442
-2.8402612242354164,-1.1065209642855227
-2.839930141519603,-1.0439117412017145
-2.8323499803249117,-0.6417590248693104
-2.831857254185443,-0.6348394361517663
-2.8233776279818157,-0.18043982399511171
-2.8013465624871436,0.640028306968461
-2.79317090068015,0.8204396859515353
-2.777261673260826,0.9226378289353329
-2.769425757317917,0.9093444928104111
-2.7643426405948084,0.8907266082819338
-2.759225097235465,0.8136245869398404
-2.758224762567469,0.8334822419424149
-2.7572753135395365,0.8007086639051315
-2.7423534906473246,0.5618406820047784
-2.7414610275970874,0.533262722858862
-2.7237815199610806,0.25462167572040856
-2.72115230954991,0.1683193438991066
-2.7189920004458905,0.15601138235792458
-2.713605085861202,0.07896669295124405
-2.7124517653902416,0.037627743945066267
-2.7073123380299453,0.03589326669364698
-2.696006249509022,-0.06288753385076917
-2.6792392153447278,-0.0011767988570524114
-2.6757744229175358,0.029214983728135004
-2.6703688710723195,0.0941014761960463
-2.6699326432851334,0.07224991320137124
-2.669732135164312,0.07180464003710847
-2.665846427182087,0.16019019711061291
-2.6629275938886288,0.17288065586153478
-2.6623255669071026,0.23097856719777354
-2.661972145474768,0.2425888973372535
-2.620735519600635,1.2378641142134184
-2.607525098794865,1.487267999722539
-2.6016608544480073,1.590624135376146
-2.5898114117588102,1.749787494346247
-2.584035857269998,1.8275418808302253
-2.5801864815140725,1.81640301268947
-2.5730638610461596,1.83802962612393
-2.5610082642223952,1.7525255387180891
-2.5561714753966136,1.6326200075956832
-2.5545924345012887,1.6502229329383165
-2.5499540216196497,1.5365831960178247
-2.548007418170577,1.576226899464898
-2.5458261486382083,1.4931498811839696
-2.517489860716039,0.682469191399999
-2.5089910907323345,0.4184581284490122
-2.5059202607584963,0.2734583936637467
-2.5025623053585884,0.17217011102870897
-2.4958755966288066,-0.051428371210168515
-2.4890742712332496,-0.2978436668890203
-2.4812717353268186,-0.5592454927485263
-2.4786663942807783,-0.6526073511639885
-2.4736514447288442,-0.8265448842249103
-2.473393880983338,-0.8133901465833423
-2.4588229147647658,-1.2399276022931063
-2.4535615024474864,-1.4296063606154155
-2.4489941497817416,-1.5600062603365248
-2.443315207363262,-1.6929998882637496
-2.4370327245446957,-1.839884767805583
-2.431994144959401,-1.9535911197874558
-2.4220567555906483,-2.170990693572591
-2.4019411897531575,-2.432072257994155
-2.4003122512624606,-2.4235162667337695
-2.3938287861653054,-2.489177064861577
-2.3936031506293345,-2.478830779467323
-2.39244640373407,-2.5268826564992457
-2.3859117389370263,-2.5706204290039354
-2.383845752150422,-2.591166782188766
-2.379077840065106,-2.5943983196449043
-2.370691788780263,-2.644517936461166
-2.368573967232484,-2.642172847488584
-2.3607115356894726,-2.6391482023605706
-2.3594438245336455,-2.6523854399240046
-2.3592187922341976,-2.6485855950965145
-2.35726574636807,-2.641027452570496
-2.3552754293121865,-2.6383812691438084
-2.3509924307830268,-2.614287299103231
-2.3489026086000044,-2.6305258164734773
-2.345340782190475,-2.577089192367258
-2.343039887182173,-2.6079637915177494
-2.3422932617779715,-2.6034441192317677
-2.3364182674471943,-2.529407703728791
-2.3341188369605694,-2.4680587229029647
-2.3274288924585917,-2.4314909013174404
-2.3221609071209164,-2.3215089400517193
-2.3184712164449754,-2.2556135862400284
-2.3121431564098796,-2.14401969149749
-2.3090151331021462,-2.0647281401544713
-2.3059485261182355,-1.9977002254217593
-2.3053335182393058,-1.9899624670310454
-2.2919993555879024,-1.6076052981981364
-2.288977447822393,-1.5622166209172914
-2.2852774694008517,-1.4609571747746042
-2.2839647087854287,-1.410450558370287
-2.281796208519064,-1.3709337699561015
-2.2794316509135166,-1.2573240217098087
-2.278922855193619,-1.262795795846153
-2.264188265143802,-0.7898053815822205
-2.2590444070551365,-0.6198329285408416
-2.2399616948724326,-0.0763793321807947
-2.2308915133291953,0.13469488025821408
-2.227146118393841,0.24839893383382913
-2.223916345204869,0.2850831715689747
-2.2177816024419146,0.3691840808008626
-2.207926901554173,0.45023920638698356
-2.1796551289331303,0.28855829422101686
-2.1730137988189124,0.18425960312149223
-2.171970849210055,0.20598099098311962
-2.152844897388107,-0.3233187094529153
-2.151345381348657,-0.38687381297538814
-2.1485642914944663,-0.43695795839098334
-2.136498702685121,-0.8466057045396372
-2.131603003287177,-0.9919870651170916
-2.130812974334078,-1.0003086725687511
-2.1298196326118664,-1.0369702393069782
-2.121727037774993,-1.2580989556674593
-2.12071639352727,-1.3051830896208803
-2.1179608813963666,-1.4089171698255385
-2.0935201173054176,-1.7436017693538084
-2.0930605816209296,-1.7156210269382766
-2.0903354992493317,-1.7711673218440318
-2.088717919511348,-1.7809067322428775
-2.0835048075756104,-1.7808986924504795
-2.0830031645927374,-1.7558612793024166
-2.0813216500019314,-1.7512038577329891
-2.074834017254253,-1.7086936736947425
-2.06680086174741,-1.5302456861430072
-2.060050037066371,-1.3737504279025152
-2.0583761209134135,-1.319993516890894
-2.0569515951592963,-1.2648687285884446
-2.0552183291271424,-1.2014901746134323
-2.048927816708705,-1.0203207171274329
-2.046723663287146,-0.8910549601217889
-2.0465556219152576,-0.885140813459462
-2.0321198063784407,-0.31167206110838774
-2.030410295729575,-0.21247379166239128
-2.0257037261116353,-0.0009420356656734833
-2.0245676852936807,0.047258975149473297
-2.0183519427016168,0.32995549772645266
-2.0051787985914045,0.8737160929573023
-1.99748313598742,1.1796954488837939
-1.9956935705997012,1.2531845761724083
-1.979826267690813,1.6848572453680344
-1.9770383786253811,1.7242050180226174
-1.9745108063824972,1.7592708684557274
-1.974358304896059,1.7710950908214682
-1.9641365823196217,1.8261572714641843
-1.9562968843468629,1.7604907276472561
-1.9534539156244943,1.703755395342782
-1.940838314679817,1.2998457241138945
-1.9358860410412397,1.1461042774409644
-1.9352282956617264,1.1221389077675328
-1.9220657693577194,0.4855267173065094
-1.9175672787309297,0.24328066644433363
-1.9069498352616885,-0.41498460650735586
-1.8999836314384584,-0.8699495387381181
-1.894773765818578,-1.1802070661193609
-1.8941020499822412,-1.2299271361388058
-1.8938729398219976,-1.219426290686408
-1.8922058209837092,-1.3574032329692503
-1.8916672986862293,-1.3483480152089369
-1.8861930899693118,-1.6983620866607958
-1.8676744783320178,-2.682919100366343
