n_harmonics,base_freq,magnitudes,instruments
10,2.662583628001356,"[ 1.10193953 -0.6747654  -0.89341056  0.00957742 -0.77752019  0.84473056
 -3.14748088  0.78751078  1.9567996   0.49972232]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9916813647226737,-0.28009786126272285
-2.9876486956831254,-0.42123496265935617
-2.9792662448383065,-0.7739016250344669
-2.977981131009271,-0.8551753225245342
-2.9653379918263623,-1.3186287547521214
-2.9646525777305293,-1.3988140107777363
-2.9602021141170383,-1.5222555830037285
-2.9588160179210328,-1.6344305460646529
-2.9486182124060956,-1.942376557238884
-2.943987765870281,-2.1062458266555195
-2.943120682285489,-2.1019306783689173
-2.942214027576461,-2.138683495585668
-2.940075997722965,-2.198648460712527
-2.934731981085789,-2.3111189005664627
-2.934467823990443,-2.3468715949639622
-2.9335733442199112,-2.348649717833618
-2.9326174621708825,-2.3229965053481103
-2.921943556361973,-2.5272364008380763
-2.9176721939912618,-2.5421180643476986
-2.9117794560811583,-2.4963493731521504
-2.9002891497083123,-2.366747420060209
-2.8944144684678528,-2.2522243148561936
-2.89277602811035,-2.1485015457056154
-2.890559035802141,-2.142328263480264
-2.8869859669892883,-1.9739351448606992
-2.8769095465758108,-1.6030902076872648
-2.876476627773667,-1.5731654165787778
-2.866589683037925,-1.030918528332405
-2.8660227148515744,-1.0347056928013754
-2.8578404422452124,-0.48722473295192725
-2.844421643481729,0.35989208267118195
-2.8418705399167123,0.5728598765266003
-2.841383733219873,0.6130755055914505
-2.840541751367838,0.693416444010189
-2.8377373347442814,0.8555034662735035
-2.8297704808152737,1.3978461932311075
-2.8250251905655483,1.6272476286809814
-2.8143279133531145,2.277782890825893
-2.8124118769647346,2.4296864142545136
-2.8001960342443954,2.926213020201539
-2.797904973808488,3.086018784998354
-2.795770711354146,3.062023588283565
-2.783291385296212,3.3591295419614076
-2.7805488394615985,3.3856197614921277
-2.7796840746770886,3.4099174372015897
-2.772682231751694,3.364689018238029
-2.7720517125915904,3.3792247473728745
-2.763556936577765,3.220224416899557
-2.7607317439486354,3.0974688136043276
-2.7570901567776493,3.0266279660868856
-2.752756905633644,2.8361258949200594
-2.732837898896424,1.6418612315925
-2.7257311824634787,1.0287080173321665
-2.7226732325412404,0.8171199592835318
-2.719771274192059,0.5480546552207014
-2.7101419606421686,-0.3288770484948879
-2.6979979560620584,-1.4325795040294487
-2.694531418904199,-1.7614698619229499
-2.6841873208036446,-2.6708472866888293
-2.65507775492226,-4.606649726450382
-2.653055893935142,-4.7156984463738745
-2.6480038039504423,-4.908949295530412
-2.645870266561537,-4.997041591488226
-2.6312666376616836,-5.273495125737229
-2.6088642273338865,-4.905058547875694
-2.6067127359867417,-4.836352712353186
-2.602287919414784,-4.623890722273583
-2.5844666249605903,-3.7791609990516926
-2.575699039808999,-3.237652306051232
-2.5728397538991676,-3.0431837306968554
-2.5666531114215805,-2.666042697402142
-2.5610774009180406,-2.2998515954045686
-2.552210263944152,-1.7988916124072716
-2.547914177425055,-1.5939118993565369
-2.542907463538345,-1.3649193365309442
-2.5425986526179916,-1.2798954558450493
-2.536812554362613,-1.0468057055637079
-2.536167116987407,-1.0065513756124278
-2.5194715385144373,-0.45219613587815344
-2.5172378843059064,-0.4508542965713712
-2.511611027031438,-0.37538358476532463
-2.5072794464800126,-0.35769772588103166
-2.506935059996785,-0.379665802931763
-2.4947420658752195,-0.4520592739085161
-2.4821444100495054,-0.7723178029438635
-2.48183690368728,-0.767618763425994
-2.4735775593564195,-1.119883355801664
-2.4640977529760253,-1.508966675255241
-2.4625216224309954,-1.6024995022743105
-2.4587383210150455,-1.714877527928872
-2.45586008804235,-1.8980933307381938
-2.4553624131535474,-1.8988448260158688
-2.4536911337104264,-1.9815000716911204
-2.4494545137483494,-2.212119328747991
-2.4440631094279492,-2.4872140475309634
-2.4439954519939207,-2.5353472935129515
-2.4436437516298675,-2.4843060824203667
-2.4232765050636207,-3.3822190532185363
-2.4224500543239555,-3.5024554245287463
-2.4216514436051924,-3.541553371160738
-2.4196513049474904,-3.5779268590978637
-2.416323703924201,-3.7082866654126656
-2.415702874188977,-3.7045052327449564
-2.405256886316282,-3.981248483148418
-2.3992265164486692,-4.102799644555425
-2.393768301018768,-4.11727156630122
-2.3899825460181345,-4.121206989028782
-2.3895736254751334,-4.1732325604250375
-2.385576766986769,-4.0847634561446275
-2.3768129176832997,-3.9800888884327428
-2.3612641543661885,-3.439329295802091
-2.361017477387053,-3.4178939124847
-2.336805700231589,-2.024885048932396
-2.3319772979284097,-1.713656409861061
-2.3214561570702497,-0.9687263156428743
-2.320718594205608,-0.8626419211837117
-2.317614324698064,-0.668787621421835
-2.307104982416327,0.15131275486552193
-2.3070665871923453,0.13232378815431192
-2.294814047319422,0.9812787040147756
-2.292979381322536,1.0766104901850184
-2.2919676963347726,1.138467682886808
-2.2900900911718156,1.2174609049084864
-2.2810014244679326,1.8086136702221842
-2.265040000973065,2.441429485472209
-2.264599755125955,2.4844786477936185
-2.260848935418612,2.6148530423002905
-2.2569415365137466,2.652201234954914
-2.232848500590757,2.82258520941192
-2.2292808060515092,2.8152443271473797
