n_harmonics,base_freq,magnitudes,instruments
10,3.385492156526786,"[-1.08775042e+00 -9.90426062e-01 -2.39007225e-01 -1.56956723e-01
  1.65421449e+00  7.55935476e-04 -2.17023455e-01 -1.40846980e-01
  7.85954103e-01 -4.92867774e-02]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.97932647426531,3.00329410026376
-2.977644121570191,2.9652281834462055
-2.969656016126783,2.88254936273867
-2.962382621087741,2.7299506570198844
-2.955429027975816,2.4427824741219037
-2.9546591360405365,2.352251758275857
-2.952011870258054,2.246018519158196
-2.9438451540625437,1.5977682212579678
-2.9382361899764717,1.2199594562116958
-2.9370391469828796,1.1334238372222745
-2.9279147310167817,0.348630907046036
-2.9264863171426345,0.24197261874511344
-2.921981452847748,-0.17051117576676733
-2.92092768207043,-0.2527833537828571
-2.910040418059813,-1.2350526923154903
-2.9077029048517407,-1.4047090644225502
-2.9046721437681273,-1.670739713914099
-2.901613286038119,-1.9100034393569947
-2.895172364639821,-2.3789531736345224
-2.891154463056011,-2.732373105954288
-2.885126667414122,-3.077632137102304
-2.8806979236371957,-3.2862303192523896
-2.877132629940724,-3.4457238587639147
-2.8730516935846935,-3.6257459033038697
-2.8600056684212953,-3.8687016094122852
-2.8508893519105287,-3.870375159846485
-2.839820964774404,-3.679558913400802
-2.838962707945299,-3.683683453983003
-2.8307306435234048,-3.413027208329823
-2.827950252943064,-3.375252520555824
-2.8278840201064352,-3.345354683647866
-2.818020230755616,-2.9950668252841397
-2.815013371277042,-2.9330987373573616
-2.804215004462937,-2.610535590698067
-2.803858894643782,-2.627802391336772
-2.7987166108068138,-2.447789207683142
-2.7985974959354314,-2.452521085583755
-2.795652584661638,-2.3412272970334636
-2.776742742376622,-2.144588495979819
-2.7676680692622124,-2.212298869041089
