n_harmonics,base_freq,magnitudes,instruments
7,4.066276220540797,"[ 0.4955764  -0.76217192  0.46584624 -0.3703316  -1.09995795 -0.45679114
  0.65003698]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9993667731386418,-4.048179418344176
-2.9954873106795255,-4.213400858634656
-2.9954849833277994,-4.2137248239324725
-2.995426925122577,-4.214566667726997
-2.9920277633787515,-4.341129669295356
-2.9763402137981907,-4.618502956614461
-2.962277209487352,-4.483533862824964
-2.9567633045140367,-4.330958894124289
-2.9540223082990416,-4.235126286352293
-2.9501523267171184,-4.084889063496304
-2.9489182719684397,-4.039347039042612
-2.947070104892717,-3.9517387686377234
-2.9333280479098436,-3.213736154714257
-2.9261473941828386,-2.75936597584406
-2.922812552120072,-2.5460490191851832
-2.9047858334617356,-1.3311684032478401
-2.893718844172316,-0.617811462854604
-2.887911948881994,-0.28962024728671765
-2.8601481064369527,0.7892665781426909
-2.8514518806516467,0.9252368756380449
-2.850709306588925,0.9275104347462197
-2.848870610503173,0.9414080747255907
-2.8460251150085947,0.9550727696826088
-2.845027401183427,0.9545150460205978
-2.8259041842182557,0.7584295110302336
-2.8190085723326437,0.597634101461941
-2.8153008879016523,0.49217461038252874
-2.8014301943196793,0.03122582074502296
-2.799144266159347,-0.03949870295835286
-2.79722497892927,-0.11102652926595873
-2.796748415383239,-0.13285528665496266
-2.7950753889414854,-0.1891109324689325
-2.7933391336290425,-0.25651077596311544
-2.7932646693350254,-0.2601361177476415
-2.7906234647194204,-0.3559087772308585
-2.7899411425427245,-0.3829734850462911
-2.7864158409977566,-0.5089086896312373
-2.7819921261500986,-0.6755608531879587
-2.781639309346234,-0.6805943194153523
-2.7749397146116586,-0.9076098935808007
-2.7732043160126256,-0.9640103464244555
-2.7699932649284253,-1.0717977084459605
-2.7613136152492608,-1.3108541058120708
-2.761303929955248,-1.3153914117130394
-2.746986348416228,-1.6046755351127528
-2.743477277703545,-1.6597086563052745
-2.7350751557119684,-1.7412752354648278
-2.7260221938719456,-1.7661532341997004
-2.723445821244045,-1.76851714224741
