n_harmonics,base_freq,magnitudes,instruments
10,1.8246172391987163,"[-0.54440947  0.27831227  1.94412475 -0.38594798 -1.32480306 -0.95703191
 -1.01985367  0.5990391  -0.20268479 -1.93706128]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.999222095111727,-0.2587464593911072
-2.992883808159739,-0.08529549887353921
-2.9927901690717684,-0.05058446306331405
-2.9894126352066257,0.04830931969851813
-2.9795309060115502,0.36329241453876837
-2.969183279352847,0.6253314403523672
-2.965862379293201,0.6923373351786349
-2.95768994554847,0.903834247994916
-2.957456893377878,0.922634928443014
-2.9499512506247774,1.0959091738330415
-2.9464272025661735,1.1691554431458049
-2.9391335408594763,1.2918492923412537
-2.932476861652257,1.4009984740837629
-2.924459324518475,1.5109435627298369
-2.9027538946035407,1.7012787493011823
-2.9008019408803483,1.7306151157553924
-2.900640940588551,1.743250255722948
-2.8994767411343596,1.7565397814445194
-2.8863954878796005,1.856682344381295
-2.8852144115319898,1.8370631034125289
-2.882267951442258,1.8012265076899359
-2.8740642907137133,1.850872017122044
-2.8545578634413484,1.8371536920769393
-2.849458451851423,1.8488183165262433
-2.83397540274321,1.8512438814860617
-2.8325652306754336,1.8893594789578716
-2.8152868006084075,1.9371572399631793
-2.812513798774334,1.9232925306607274
-2.810744047892099,1.9359880462793735
-2.745673045320097,2.463182297161168
-2.7448981194508604,2.4876399896642765
-2.7447200667069405,2.4717665936122932
-2.7327356089511756,2.6050433665538906
-2.7313647910995282,2.609837056754158
-2.729859728419403,2.5986385485757784
-2.722824518675847,2.6919395493680747
-2.721517353299048,2.7146902886263784
-2.709860980206108,2.8297580162520912
-2.708882492774154,2.846438588114926
-2.7031784409363877,2.845662123669831
-2.6940364135939037,2.9299066150589814
-2.6916848890527687,2.904339867621859
-2.6867350410915964,2.9710286069874723
-2.680521074194086,2.9303260844420893
-2.6726653062144594,2.9272726670493983
-2.668980919629233,2.9348624373395893
-2.667857412301512,2.9289108375929507
-2.6622231355676673,2.8710088718653957
-2.659058766101007,2.8634652742626283
-2.6475837390298684,2.7405184293583615
-2.6470103988816183,2.7383207279527912
-2.6378097488366112,2.560377293616934
-2.63700508137965,2.5588639678022047
-2.621006747146586,2.1994888038046074
-2.620852802747841,2.199842341546227
-2.619926048131645,2.216421003368702
-2.6112747335857893,1.9408353887601062
-2.6006463473474413,1.602119359155003
-2.5994193609119813,1.54629637599296
-2.59910079529146,1.5311460470356821
-2.5960315776783767,1.427424327864466
-2.587157410064182,1.0636888200507417
-2.585092065347149,1.019840564329846
-2.584520436156854,0.9852760470576662
-2.5809244393630326,0.8252183761376451
-2.5705547716757056,0.4156484366363452
-2.5694457849302252,0.3839838184375382
-2.56454223647956,0.15407835200958797
