n_harmonics,base_freq,magnitudes,instruments
7,1.2323162532811063,"[ 1.14966513 -0.0180825   0.36667135  1.18764898  0.18464562 -0.52992106
  0.5319163 ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9948487509380883,-1.9450884745045482
-2.9922154707852964,-1.9312436764356102
-2.991145032000748,-1.9283848142715385
-2.982359326705045,-1.9988263761307616
-2.981501593138557,-1.9895562219794798
-2.980847499762696,-1.9825039920583312
-2.9647037073959894,-2.0262281448290906
-2.9575583916086283,-2.0582237158091923
-2.9575263703572876,-2.0361843826392785
-2.9475592529684995,-2.0813032346195572
-2.9421567758792575,-2.0995986394649986
-2.941454260340117,-2.098773279009637
-2.924920949770347,-2.145014709117499
-2.923611253103381,-2.1252440483256274
-2.9139675704317347,-2.1494037891524007
-2.906700574119944,-2.145404999263478
-2.9045883179185323,-2.1371399659142263
-2.9029828600795424,-2.1219826821130785
-2.902722959499121,-2.121595350964979
-2.894403734319856,-2.124376797795002
-2.8875934272919865,-2.1137228761440565
-2.8687802877907362,-2.090789546444421
-2.864108024344632,-2.0889164846644612
-2.8634037083289385,-2.0959449972992807
-2.8633638355674425,-2.1059418505124703
-2.8590376523874794,-2.0663153120465014
-2.847015443826659,-2.0318839638383532
-2.844736183894211,-2.0081671831440677
-2.8415855600019615,-2.002994893663046
-2.8397109370650098,-1.9892218127276744
-2.8267529452618714,-1.933928936894951
-2.8234615707181803,-1.9301230663801117
-2.8199208996725664,-1.9099693673380491
-2.80868775952689,-1.8444427149588927
-2.805275793031226,-1.8218611429868008
-2.800730888373156,-1.7879236099973015
-2.8002568261255245,-1.7833638502895293
-2.800154654252605,-1.7681079112963103
-2.7847966943329117,-1.6861369607263144
-2.777497138938126,-1.6107944020025615
-2.775108930624212,-1.6022417480496765
-2.7638140287137194,-1.489661866437142
-2.7632311581072875,-1.4979745355446572
-2.749727902088911,-1.3686803690428542
-2.7488115842569805,-1.3462224944477152
-2.7480196224912183,-1.3305944704679549
-2.733733560880429,-1.204624231898927
-2.728880031926773,-1.1379819682172905
-2.7209768814291104,-1.0386798569077083
-2.717054458495464,-1.0034705876780112
-2.7096013251659516,-0.919299622192136
-2.708406088314727,-0.8877142919850316
-2.7073220249246974,-0.8770004906154064
-2.701907257638826,-0.8211558866649152
-2.696069701721834,-0.7566001475022494
-2.695928914329991,-0.7536020015451402
-2.692984191840897,-0.7162802831592776
-2.6843795351070607,-0.5888633884237006
-2.675702636905225,-0.490248874682146
-2.6720175075553283,-0.4452668478934012
-2.670508211764328,-0.40786137187167143
-2.6594286199040624,-0.2805838146937886
-2.6573250034424847,-0.24317894759729258
-2.655202953071541,-0.21642129059603502
-2.654709501241112,-0.22553885659682926
-2.6541330026901675,-0.19230114675263327
-2.6532559436195022,-0.20244176994933155
-2.6288261910844395,0.1308581515843303
-2.6243852135627836,0.19617381881729531
-2.6229007517255014,0.2310411060824029
-2.616473618117692,0.30450786177992206
-2.615410201660617,0.32093931185899754
-2.614922227631605,0.3248573911998191
-2.6141267130524763,0.34649570708545235
-2.586232787170342,0.7184445468024909
-2.5804627896426022,0.7717370578190993
-2.576301478495056,0.8278992030089666
-2.5625025113331805,0.9978106596775996
