n_harmonics,base_freq,magnitudes,instruments
10,3.5743505634117274,"[-0.38886588  0.66296779 -0.96317473  1.1404632   1.27297433 -0.49821375
 -0.58570009 -0.05989594 -0.22091412 -0.38909824]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9983977172114304,1.1261235300728596
-2.996561374293383,1.1554695869674432
-2.9848295913804606,1.4826985476821082
-2.970101130711101,2.006644500845735
-2.9669027653350546,2.108246017544112
-2.965395274832515,2.155365141663532
-2.9646971292173636,2.170825218987275
-2.9642714111720814,2.2029297995868884
-2.9635443507284274,2.2383696305072105
-2.9582638196163895,2.4193849794068916
-2.9536121244361615,2.601212873166498
-2.943530963025898,2.883350684832131
-2.9366746662241727,3.0441159633640904
-2.93495268750835,3.0734453067575602
-2.9265969530428895,3.1114760445550176
-2.926419049689275,3.1677128152725893
-2.9190212284664714,3.12769266349619
-2.9105561714166797,2.952544762463969
-2.906595448289613,2.8466200459139617
-2.90516146454408,2.8035182138799812
-2.902060986247343,2.6867325900088717
-2.8951938650577147,2.319932290195151
-2.8890104151446696,1.9512047792723968
-2.8873825219316185,1.8690821395122486
-2.886733990140768,1.822989729260196
-2.8816917158951396,1.4644086391424724
-2.868679485471519,0.42607523451071055
-2.858083207370376,-0.4713355622298418
-2.8560851967765783,-0.6088206113326095
-2.834361842315293,-2.2870002582351026
-2.8325701619568355,-2.3804827451529156
-2.821120024420762,-2.964193070894945
-2.8171621966046256,-3.0590740390886566
-2.81081761148401,-3.236824569851637
-2.8084302316559633,-3.2668822635134798
-2.806300956104189,-3.2694648275594647
-2.8047338635781864,-3.307892956209377
-2.7952222880409208,-3.2620514248229027
-2.785008235742856,-3.059694368597639
-2.780136286735803,-2.928875617665479
-2.7801026009485383,-2.9174492266526557
-2.7480558734544065,-1.6521738914541266
-2.7425199652847825,-1.4682342743522738
-2.737094004740684,-1.2950664016253732
-2.7350427185323034,-1.261848491432748
-2.7232114838124994,-1.0730047698556417
-2.718725252347925,-1.0350811554775794
-2.718539490455336,-1.0248405529652784
-2.714793121045451,-1.01066902761316
-2.709929475685838,-1.0221336910090235
-2.683000280550659,-1.3675804396519797
-2.67935366913878,-1.3694987137846968
-2.676952819011306,-1.3519580357737417
-2.675149772454491,-1.4010974450688007
-2.6729610857824486,-1.427729819743956
-2.6716387233013297,-1.4387688617574979
-2.6666076920164565,-1.4368541995415318
-2.663316992446048,-1.3973268066013542
-2.662987549302641,-1.3777475516252338
-2.6617230217704124,-1.3781588618529719
-2.649764530209609,-1.0981952217479345
-2.629329613316746,0.06413798997684418
-2.628203950427329,0.1803619016078179
-2.626887517882399,0.22899259526853893
-2.6201590261665775,0.8337550257700495
-2.611892384932019,1.6494136776837267
-2.603393858348488,2.5907600754774447
-2.598542037012746,3.0978599723841387
-2.598013031316973,3.1494749378099547
-2.5967700971755523,3.302566960738631
-2.593736822783744,3.5956175716503154
-2.5932025250285102,3.663979923739567
-2.5912006384786297,3.8536449192351467
-2.574338800021166,5.385447041398991
-2.571744999904629,5.587640232083111
-2.567871143104434,5.829098746715362
-2.551009515658933,6.317339171542893
-2.53888740012579,6.023141953316441
-2.531014461237695,5.555516039321975
-2.5303679792941742,5.508458504569947
-2.5180262040794377,4.362937048851406
-2.517686138145045,4.351915345406635
-2.5150633091964587,4.009992029005026
-2.508952918362203,3.308176252877066
-2.508757743584235,3.2821184137723036
-2.490348011755893,0.7975389220086445
-2.473862622185905,-1.1957727832532212
-2.4517787412247207,-2.8064258724210744
-2.450394569894584,-2.8293748438913724
-2.4413131811309157,-2.8906804167861035
-2.43424852885107,-2.7270697221126117
