n_harmonics,base_freq,magnitudes,instruments
10,3.317096170830657,"[-0.94085366 -0.56816628  1.32069849 -0.22509826 -0.69479316 -0.77382679
 -0.56505415 -0.39821064  2.54079184  0.42926037]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.999076040491099,-1.0588550459724981
-2.9949308914373827,-1.2205517094428167
-2.9916588694493176,-1.4426181703865357
-2.9906171976686,-1.4709491046211876
-2.9890587399021062,-1.509085286987542
-2.984960169708694,-1.6499618211200668
-2.9842115935862283,-1.7046900937327998
-2.9831950271296073,-1.7489678953013252
-2.9726337748030267,-2.0469527741991267
-2.960665662035832,-2.1082713100720074
-2.9413040059868067,-1.9331972645977016
-2.935991498222446,-1.7612351466985323
-2.932749571698093,-1.7162072630641534
-2.9224564418821246,-1.4776016967881578
-2.9148086252504397,-1.3547443374314774
-2.8980340897927395,-1.1226875032577086
-2.8943633865843905,-1.0732949906010196
-2.881870035012824,-1.1625096450265273
-2.874617966512223,-1.2867589104766821
-2.874199663083779,-1.2829668506207135
-2.8741538280800576,-1.2760041768869421
-2.873029700049519,-1.2892490524888518
-2.8638579996376383,-1.4786293966193993
-2.8487611833222255,-1.9568966336578373
-2.848450295283223,-1.9333220874672994
-2.8462504981350905,-2.022433451818091
-2.845361315850649,-1.9837519863418402
-2.841114795533163,-2.1198350388600193
-2.834178265553737,-2.288612035272213
-2.8330197629038674,-2.349758775475725
-2.831482668375708,-2.3209267116390406
-2.820719367445869,-2.455164994301853
-2.806870820645206,-2.356882053363498
-2.8050878208125503,-2.2863974676729755
-2.790593047360688,-1.6457482216582926
-2.783092334619826,-1.218824627368833
-2.7767412555850033,-0.743326960248092
-2.758352328456017,0.98699245578161
-2.7531518123941954,1.5056905896234534
-2.73961952474625,2.939860240490965
-2.7363848721613184,3.2731342826158083
-2.733524424221125,3.478215001663846
-2.7267185181786058,4.118010858003905
-2.72640303877201,4.1478619559584295
-2.72116139651874,4.5304975434192025
-2.717608108337119,4.768143779181171
-2.7116053548990147,5.110362382382057
-2.711021573043827,5.103722067182468
-2.678621031548408,4.815145804833755
-2.6694407271436726,4.090507550662126
-2.6663609142093883,3.7647377894178904
-2.6610209482420877,3.191608037500406
-2.6570014625952876,2.751591219244648
-2.652027401244003,2.0923224708026287
-2.6499528561957693,1.8345631646875218
-2.648931023878757,1.773977085630139
-2.643018167974642,0.9397989304522223
-2.6414245586878433,0.6424854157367698
-2.6396999332112525,0.42734901728865526
-2.6374264142348647,0.07066477457301397
-2.6253787893296985,-1.6011144955723502
-2.6099011357996753,-3.6468908850306074
-2.6048706516197324,-4.225603580608873
-2.60036338134881,-4.642772542542606
-2.5991947682110057,-4.759706750692294
-2.5944423854523992,-5.166825191625001
-2.5867826885319825,-5.697539604485129
-2.5850671931647478,-5.764608529894362
-2.5836246645605394,-5.745260198454055
-2.579038571213717,-5.938162684838085
-2.5700730770962066,-6.046483116115246
-2.5617733609055233,-5.9597377803486165
-2.558250821892375,-5.796166723156042
-2.556972469002378,-5.8046626306438265
-2.5564449136614638,-5.742000072603748
-2.5401565672030344,-4.768830570311936
-2.539209087990187,-4.725067525554498
-2.538699316312532,-4.654382772397892
-2.5316065111744974,-4.057876003156836
-2.528601751633385,-3.848999855875766
-2.5168517698005006,-2.7253139209009074
-2.4865593061785867,-0.5427317092081667
-2.4859775410262,-0.4330532247885949
-2.479324898930651,-0.12871082655852853
-2.4727797212977873,0.057101854237015554
-2.4683444577487466,0.17057889784362204
-2.4663241285461623,0.23530239386860752
-2.4659666560791482,0.20712891630578228
-2.459459107922104,0.2358694555907962
-2.454307858563522,0.19255219453173703
-2.444932785498123,0.03412835412336233
-2.4348999854822027,-0.2824440759158204
-2.4307141925434648,-0.3758085347191826
-2.4109346893065142,-1.172915242605778
-2.408943874745675,-1.2123692020796708
-2.3932731554882873,-1.7660312822198543
-2.3886915155024324,-1.9157483355311147
-2.388551747235033,-1.824084969380317
-2.381317484921176,-1.9610606933154977
-2.380390960430931,-1.9783792734478522
-2.374548223189117,-2.045986952238358
-2.365528851946945,-1.9874960977816196
-2.354806375992505,-1.8525825283071455
-2.346521965477985,-1.6636277530675683
-2.3447388367493422,-1.6442853710934155
-2.3264858872124705,-1.0496836277087553
-2.325000996275395,-0.9961835029557015
-2.315952109223672,-0.6842994698583929
-2.315344687366953,-0.6778227494237431
-2.308658935066264,-0.5057300469217222
-2.30717589351682,-0.4506119127704254
-2.3050156817861236,-0.41070432698347964
-2.3005846864694917,-0.27127451484328824
-2.2991456867355327,-0.31874625387110317
-2.2980688967047476,-0.25630769514492674
-2.2963050175726334,-0.2411297707455144
-2.2919904426851856,-0.13950291895330588
-2.290737595817527,-0.16608456044604003
-2.2881646906057047,-0.0744681209120528
-2.2873343854432453,-0.10478756581239299
-2.286192571038214,0.011064980107071479
-2.283788309391938,-0.08358886421544165
-2.282743334546666,-0.062436933018128346
-2.280191016760303,0.014525990315560094
-2.2759209832138065,-0.027389254140773145
-2.270531351333477,0.013697262622419798
-2.2645798926076477,-0.048452734750392364
-2.261375999885292,-0.06603893423990446
-2.2604972713837768,-0.0693401913095063
-2.2575983720849795,-0.15260081552328533
-2.241581313105275,-0.35959491242361413
-2.215749785937085,-0.5287745185405592
-2.2139416004042305,-0.4897809688309943
-2.200375182790122,-0.4638193902345027
-2.1975340955342397,-0.43791435256720074
-2.1948160452946963,-0.38895921159409796
-2.188969229316851,-0.263483630892742
