n_harmonics,base_freq,magnitudes,instruments
10,3.2881424141826763,"[-0.50597465  0.99795614  0.08609219 -1.45392646 -1.65316748  0.774883
  2.12670393 -0.88872245 -0.91790308  1.39619277]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9952539522546284,-2.0197318976184264
-2.980371133455108,-1.800441676362826
-2.9684720254848695,-1.5686169969264343
-2.9575570263836717,-1.3473139202982476
-2.9544595568330045,-1.3027123537334089
-2.9387122485372026,-1.1706739416066503
-2.9375948809009595,-1.1243729700312626
-2.9370490134473797,-1.1474726823532275
-2.936728176219821,-1.1527506137315258
-2.935403690296293,-1.1530842917528588
-2.935289908685239,-1.1031207346605567
-2.9312303223799363,-1.0934832995312656
-2.9296945466427617,-1.1268732159683956
-2.9212327186475346,-1.1150870875034344
-2.9199286985712103,-1.15417125293418
-2.9192822055434604,-1.1387396318091387
-2.909515538469238,-1.221702984951324
-2.895932054875111,-1.5036368021653774
-2.8941376775284815,-1.5892571752732445
-2.8927092675700146,-1.635296694884528
-2.8919868268126905,-1.6181572367551373
-2.89119505900224,-1.6550088851437097
-2.888574722048238,-1.7224022192288782
-2.8885740373511526,-1.7096555693358408
-2.879935946248959,-2.0176762174404304
-2.8767089816753217,-2.1175591032053087
-2.8723577251196275,-2.3237214520573617
-2.868769872828339,-2.4910816753387564
-2.859196485719128,-2.806988649392463
-2.856710289703516,-2.946692752304798
-2.8544161329607713,-3.01607827715457
-2.850044824134329,-3.2285560088572165
-2.8481777857471116,-3.2685525091541754
-2.84071140028537,-3.5488170221798416
-2.833565417286399,-3.7457490275244623
-2.8303947800198523,-3.8393724973385117
-2.823419303392011,-3.9601244316910367
-2.8232925331418572,-3.9649017871393832
-2.820901604975653,-4.009681338936296
-2.8195174434420274,-3.996629572330047
-2.8186577024167683,-4.0694075536674035
-2.8081064790413555,-4.0771174728079735
-2.8004836116476017,-4.000380504100624
-2.7850948772612156,-3.541409980040645
-2.769596482591835,-2.7662316951531496
-2.764682391571979,-2.484060083948923
-2.7514797848690056,-1.6507089919564433
-2.7506466161309797,-1.5411164915172493
-2.7479552798822455,-1.3467299020699388
-2.7445246979713627,-1.1302652103667206
-2.7442310752004175,-1.1230382283054414
-2.7295037966001434,-0.14112472861967318
-2.7238664817218172,0.17560667247199607
-2.719281612571679,0.3987357060110967
-2.7118416000492678,0.7715615821761224
-2.696016319455677,1.3084529442032442
-2.6942655537019027,1.3110565594517556
-2.69062485923532,1.3626957290273165
-2.6874591679980657,1.3866448054284857
-2.684249491117182,1.3987493291846658
-2.6660248345723048,1.2503665148995065
-2.6637566202814806,1.2231048097535793
-2.648075712699081,0.8975410219362577
-2.629876731449787,0.5355825992807152
-2.627596467400517,0.5000097062462356
-2.6222720771020063,0.4543834357481556
-2.6191969697089084,0.4301564713102874
-2.6160991594233174,0.43909410911497354
-2.6141380175229556,0.41886641579720535
-2.6105044422548724,0.4623412941544192
-2.610154295639444,0.4484920470257111
-2.5978936392318026,0.6736679161950054
-2.590741494584596,0.8993863982823083
-2.587847540658754,1.0060817934804709
-2.5872336655869628,1.0639511606547798
-2.58358807467213,1.207136891578554
-2.580018198809457,1.372103323570378
-2.5770185549805946,1.5457472734813689
-2.5672096733138767,2.1588251729110635
-2.566639370970153,2.156352311714945
-2.561717298930404,2.48650688740645
-2.5611615376169574,2.508631442775706
-2.552308430959563,3.1051230203740374
-2.5430275191469978,3.71108968856111
-2.535999912618605,4.097448367996055
-2.5300790490017313,4.369289921988224
-2.526153123369461,4.499934357514723
