n_harmonics,base_freq,magnitudes,instruments
8,1.5171229801600026,"[-0.64032174 -0.55430718  0.936297   -0.92744958 -2.74564658  0.19189527
 -1.41325434 -0.09181559]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9967638248365507,1.117170945970791
-2.9961342634235995,1.0971917480037576
-2.9787285978102807,0.6149702927883862
-2.976580264308902,0.5531576064598881
-2.9721079599827576,0.41343388295546596
-2.971195131239228,0.3916701518559664
-2.965705610762588,0.21545545658368112
-2.960790221263289,0.05224160753198828
-2.9342524341017424,-0.8324364352254804
-2.9334455443125353,-0.8613339702480515
-2.9288479699955796,-1.0216475316531595
-2.9230945588381543,-1.2268493482877092
-2.913477323491322,-1.5619384333416788
-2.911163000194656,-1.6360796274884863
-2.909359952959278,-1.7029659697367803
-2.906655422718895,-1.791509600368414
-2.9015116159394116,-1.977253399082228
-2.8792660765772524,-2.7241336110292487
-2.8749596908927986,-2.8582014234446502
-2.87363208532761,-2.9037229522989487
-2.8718993919859757,-2.9544376574316105
-2.869652449722149,-3.0268853637923177
-2.8682204709172,-3.070080775398081
-2.866395661540463,-3.1252603518264976
-2.864884873030718,-3.1712689926924162
-2.8612766299486108,-3.2798116710077108
-2.8500911240531828,-3.5887268785951196
-2.8500478375751497,-3.5947245143756055
-2.8443683415217715,-3.751630133508349
-2.8402457838030415,-3.848985341219292
-2.8391562302096722,-3.882529328156247
-2.8390849226389765,-3.873364222074765
-2.83372838151761,-4.008217449084746
-2.829329924158859,-4.107057824360821
-2.823865192670983,-4.222588469013691
-2.804864073869095,-4.557162894374228
-2.8021939319542977,-4.591974313681521
-2.8005067895210285,-4.6217110473387235
-2.797332236130668,-4.658546533005041
-2.774152073253629,-4.867373254833344
-2.760955803654074,-4.89775190496054
-2.7567245181846713,-4.899136428895115
-2.7518830112039137,-4.894302184680394
-2.7449171956309675,-4.871997723223807
-2.739842337397443,-4.832176692591746
-2.7382653667489265,-4.831577495120809
-2.737259086060612,-4.824166952257777
-2.7357149391364843,-4.810904654066618
-2.707625789805306,-4.4707680369089
-2.705216009755358,-4.4375791049699025
-2.701728188822976,-4.380673174573046
-2.699822160257214,-4.348932966582812
-2.6978309263901616,-4.314337960655308
-2.6812802485675524,-3.979619193529295
-2.6776748452063046,-3.90059335700193
-2.672457246706511,-3.775477576369498
-2.66447699806848,-3.578357587485965
-2.651660104127351,-3.263472507115063
-2.6485054491505795,-3.188436815822372
-2.6272700539851113,-2.6064685888074712
-2.6232432569590793,-2.4954586462256683
-2.612812260480527,-2.2001242817346776
-2.5980764526589413,-1.8143860218503427
-2.594282505935835,-1.711716764613115
-2.5937348778253013,-1.6964984891404629
-2.5905376008578083,-1.6120722018725315
-2.579847033542443,-1.3429611504258152
-2.5771677198798604,-1.2784723241835754
-2.5656649611872506,-1.0157567036106472
-2.563654348154186,-0.9668728059252144
-2.560130180600324,-0.8900956512715475
-2.559536878414137,-0.8758770559259536
-2.553932237583563,-0.7660144716533807
-2.5500239959992603,-0.6809734323734024
-2.547867077207279,-0.6532580937482443
-2.5414291970960177,-0.5359885776511215
-2.535246593603893,-0.42502200495392284
-2.5328734823419596,-0.39637641396251616
-2.5280815984962905,-0.322469712934346
-2.5258500757195748,-0.29431434134253104
-2.521498615050943,-0.23641976722655852
-2.4961438299764778,-0.009910920228938051
-2.4918184440053857,0.003169499692061758
-2.4873856781323482,0.029357062880517263
-2.484990470706148,0.032140426061604825
-2.482821298523014,0.033058469809561807
-2.476748480341549,0.04389315468041721
-2.460845338444476,0.00391645151278093
-2.4374845913929013,-0.1731426402506602
-2.431825952588938,-0.22576731747476808
-2.429655883110155,-0.2555239342057084
-2.425820673056755,-0.30582249741549056
-2.4232889639673756,-0.3354035977770346
-2.422227163713246,-0.3428319875316358
-2.420339477897466,-0.37393606036773
-2.411899183975856,-0.5028676167585782
-2.4070589622550402,-0.5715800104110645
-2.4066981971658032,-0.5823303499581948
-2.4023660029912994,-0.6475814090184621
-2.3797029382373003,-1.0739653892770527
-2.3757519872375457,-1.1479237560170978
-2.37172606466301,-1.2295524837032752
-2.3631896444315568,-1.404388697864337
-2.3609567850073043,-1.4433706719354125
-2.348490647971847,-1.7104155005032244
-2.3476189621393795,-1.7201642881520642
-2.3453432105870604,-1.7634014182854887
-2.331544840156308,-2.0390400916989027
-2.321789366399691,-2.228502380072848
-2.320491172742563,-2.252315775572679
-2.315035998671278,-2.3538327857158134
-2.292340814713369,-2.7265619463101234
-2.280657392681668,-2.8742996115770696
-2.2716844655328945,-2.9731873957286816
-2.2716212814040326,-2.9671443996484763
-2.2693229145310996,-2.990289872257801
-2.267003283957778,-3.0197181673908275
-2.258286408862051,-3.083836471036978
-2.2554949225327015,-3.1072505791657528
-2.2218158832095156,-3.1554914640408636
-2.2156160284765383,-3.124017693475542
-2.2145219576986186,-3.1226564332769113
-2.2012283668328445,-3.025955537546729
-2.191281036159202,-2.926136423020508
-2.19067824626557,-2.914014499206411
-2.188445848615203,-2.888849484259557
-2.1848215227288508,-2.8400868991947434
-2.1803562400036904,-2.784041134621465
-2.1786000109552335,-2.7583741844499245
-2.1740243134929114,-2.6780240621447753
-2.1734988848639745,-2.6810343582490974
-2.1680955234286756,-2.580152668058723
-2.159497775250072,-2.4240355233618773
-2.158451456524265,-2.3985956261645955
-2.14998935359353,-2.229120530759546
-2.148983087519836,-2.2017164037770827
-2.1478132652499524,-2.1824057987386216
-2.145294323456136,-2.12881249290793
-2.129877152162157,-1.7522137768006858
-2.1236826911969926,-1.5936440064222601
-2.122563317786833,-1.5582919823497108
-2.1206343288791003,-1.5126689875858323
-2.1193710879409764,-1.475018542999947
-2.1187779115292487,-1.4655220018795578
-2.117689144816282,-1.4378316185949942
-2.1120991091306176,-1.2815105504886786
-2.090238417130874,-0.6645618373340603
-2.0696327472034968,-0.08005668281778398
-2.046456156416125,0.5687808411534995
-2.044464021818431,0.614697812546326
-2.0170091815392546,1.2985671319638175
-2.0101315914725957,1.444258194493783
-2.010104843326726,1.4471671523188705
-2.0072273248075927,1.5049522998419904
-1.9941029320056898,1.7486347741765855
-1.9864256925286876,1.8789591969209496
-1.9852407995410368,1.8970960052680774
-1.976696297813099,2.013857768699254
-1.9718067916437807,2.0763302486726003
-1.967548522159752,2.1259325949460512
-1.9654267812839659,2.1495095440943324
-1.9578879275342178,2.211477522491034
-1.940041621428266,2.3037948448762684
-1.9391563303092967,2.3099111381378057
-1.9379525979116665,2.308420614823818
-1.9356274114754268,2.3127248655625556
-1.932528013296211,2.3146379391126315
-1.9212241778372119,2.306920934610651
-1.917285547530692,2.2960296072185864
-1.9156373698873455,2.281307537158332
-1.9135325722226342,2.2704816452077794
-1.9083806804412682,2.244189157950394
-1.9026965077342037,2.2002431634268844
-1.8979514174740266,2.1621438362259577
-1.8918165900277297,2.096838081737415
-1.889934485391163,2.082373743078239
-1.889766457005569,2.0790546075103165
-1.8880225367362318,2.0552797149871482
-1.88169224422123,1.9787738455487485
-1.8784767910579134,1.9301917926363272
-1.8784064827384983,1.9272469812590036
-1.8728492037126232,1.8472312013892422
-1.8572931464309224,1.587203790646506
-1.8530303751540171,1.50610980346724
-1.841425525425832,1.2780926902374485
-1.8335991242334606,1.1023689991964878
-1.8321091817488386,1.0748595437055755
-1.8270262326757423,0.9612519097396955
-1.8217339176325271,0.8400460681433873
-1.815652468128695,0.6915789621433134
-1.8148893473080001,0.681138871395415
-1.8085741678793188,0.5248181971460197
-1.7964967384759885,0.236921695812476
-1.7915016530290941,0.11819385025319938
-1.784739327563088,-0.050530341545720545
-1.7830385771719177,-0.09019596298455439
-1.7717387059298573,-0.36785564873514076
-1.7699433397537234,-0.3985932104250089
-1.7660216665610307,-0.49988688288715644
-1.759133258806495,-0.6501260043186092
