n_harmonics,base_freq,magnitudes,instruments
9,3.668001113600068,"[-0.53372371 -0.85713789  1.08770695  0.75120422 -1.2156375   1.24349528
 -1.6466871   0.73259211  0.17978364]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.998994054395342,1.7971997613017128
-2.99592566114253,1.593783635115308
-2.9859947635172315,0.8691130386305431
-2.983116854692849,0.6497905790139464
-2.9811634349330216,0.49933890100222966
-2.976350182367046,0.15504112173098006
-2.97553477169369,0.09047385539129107
-2.9744953573611315,0.010969177889239297
-2.957865714614136,-1.0395319853817055
-2.95739953760095,-1.0575206089360076
-2.954050346248277,-1.212629180994025
-2.9504690205359054,-1.3990963068361073
-2.948395551453533,-1.4567617259121302
-2.9475235531642863,-1.4910566444111333
-2.9407369605867917,-1.6793954148838275
-2.9342866017780196,-1.769509288650554
-2.9300989129373995,-1.7869085310379447
-2.911171844886653,-1.4216831660620755
-2.9085805570186998,-1.3172985524683234
-2.905710854133347,-1.207334597283421
-2.9024026265776577,-1.0444270928706958
-2.8955479312937342,-0.7320069286341792
-2.895529885426828,-0.7190351994718375
-2.884913700228598,-0.10407304162629538
-2.8793840210065342,0.20244992619594074
-2.8788239354453014,0.2489056574994855
-2.8784337945601877,0.25729500374303593
-2.855877789490637,1.4329373051341583
-2.845121758882495,1.8142385119066304
-2.840760512772467,1.9081283942445861
-2.8386374499974787,1.941904515642804
-2.836121353340981,1.9902853399396925
-2.8337555514213446,2.0184618032620283
-2.822870804853067,1.9838525298543122
-2.820749662059363,1.983069143223445
-2.8169740695075096,1.903977257783535
-2.800074561892554,1.4017449075074222
-2.798411385174261,1.3415492302695373
-2.7983124268442587,1.3397695299622314
-2.7910159087105453,1.0146262611944077
-2.787897420728922,0.8781623892035635
-2.7844549434018235,0.7134961903946078
-2.777525016076654,0.3959120233453928
-2.776822671138887,0.3496422560273449
-2.760447668137468,-0.3973826234603158
-2.7603788707719406,-0.3820028731013812
-2.753284335331302,-0.6462064389759636
-2.74180175895744,-0.9502363996694013
-2.741301184928707,-0.9706805215709322
-2.736671209328457,-1.0538289237039116
-2.727342376511697,-1.0863130393583629
-2.723629570978234,-1.0923900682661123
-2.703004410646763,-0.694732723196463
-2.689395486932588,-0.17194519960926816
