n_harmonics,base_freq,magnitudes,instruments
7,3.9745730556872756,"[-1.83345746  1.62648519 -0.0223868   0.22849632 -1.80182546 -0.87447555
  1.75790232]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9981964623022304,1.3532447284993596
-2.996982467660255,1.4280444548795632
-2.9936821106408953,1.6259584977262989
-2.9900005214437027,1.842072727885739
-2.989969189001779,1.8433266952860157
-2.979897300565539,2.3924857414050003
-2.9753068045133713,2.615884042150891
-2.962518047081134,3.1270704635010964
-2.9624454201995594,3.1283798529719746
-2.961972068519006,3.144041733673205
-2.961337360128794,3.164469678815595
-2.954012939053251,3.358232663320157
-2.946157089544188,3.4850020429791044
-2.934551971577762,3.5120392267286196
-2.9340787008078903,3.5102965132411112
-2.9327991275364433,3.5004821738431438
-2.92610922797268,3.414128089771603
-2.9255019215279243,3.4030435321833874
-2.9234606237085283,3.361541264640637
-2.9213813997091744,3.3157225668626036
-2.8916576224689967,2.1201774561576983
-2.876981485650802,1.2907864528361013
-2.869294176580274,0.8372862584007396
-2.8653781555892914,0.6078034002976074
-2.864886825229134,0.5790354350004399
-2.859653025740018,0.27786760539545907
-2.847915358445642,-0.3547498497670352
-2.8460003164308674,-0.4492373764758308
-2.84290938936433,-0.599793815692888
-2.8376749009216775,-0.8325694801722249
-2.82478912338032,-1.301980406955694
-2.8225873571327145,-1.3638231000156458
-2.8107743874706124,-1.6129935168637048
-2.8079478543274776,-1.6501189679617334
-2.807239854784277,-1.658369581270873
-2.802392522413388,-1.6967993324713944
-2.8004911589672288,-1.7050479581451972
-2.7781599436699844,-1.5274896169822525
-2.775776073699592,-1.4814840665058258
-2.766083926482681,-1.2589466213320046
-2.7513495865189306,-0.8219266545124312
-2.7477602213661183,-0.7052863820033362
-2.7470088104139814,-0.6798643570795674
-2.745761776562189,-0.6386997293050162
-2.7427485300097887,-0.5383592592832545
-2.736650907886743,-0.33229413442474065
-2.7353585757295567,-0.2892106337776295
-2.727229202645151,-0.02026794255280525
-2.7189827522357346,0.23770459045365475
-2.7175900801562323,0.27866524117823116
-2.717180311369531,0.29122480788400684
-2.716868272255696,0.2996414152779772
-2.707191652026485,0.5645025328641409
-2.706980642735952,0.5701742487902833
-2.6992178613941666,0.7498487466146107
-2.6920687807921198,0.8866298576432867
-2.678419847086979,1.0691939359235725
-2.676323635637659,1.0882807304748021
-2.6701195219388127,1.1306379215780915
-2.668642780059997,1.1370435326734856
-2.6599944993592852,1.1560854076056861
-2.657096000125585,1.1529577404156168
-2.638653482064822,1.0638248515646438
-2.6351957577960268,1.0334809990528049
-2.6348718613607596,1.029784071946303
-2.6330757008936905,1.0128072619165842
-2.6220407985947984,0.8938939026258829
