n_harmonics,base_freq,magnitudes,instruments
10,1.6794061582465774,"[ 0.66146584 -1.36182906  2.26625313 -0.1077449  -0.36382472 -0.26544069
  2.02867529  1.05389002 -0.51194743  0.90185399]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9950543989661638,-2.023195332028282
-2.9915317862898285,-2.022382118694608
-2.9876108054725172,-2.035057947732665
-2.9737779069770798,-2.056119741859472
-2.9718009915411328,-2.038153736755596
-2.968432149052836,-2.072867366012765
-2.958280013389473,-2.0624171168669876
-2.9451759125411345,-2.0264160652182293
-2.944601147592598,-2.0170584781691265
-2.927021153693869,-1.9586254157956664
-2.919423893861665,-1.9175226541524277
-2.906206545034215,-1.8207042476815927
-2.9019860632274708,-1.7680240147079869
-2.8928892116810556,-1.7012875148806472
-2.8899096437233047,-1.679426962305088
-2.8894940596661476,-1.656590833234492
-2.875372088332804,-1.4946577772480254
-2.8687746527388684,-1.4230115286610594
-2.8647179594017107,-1.3635985281026415
-2.862536491624647,-1.3226437202940866
-2.858312558596763,-1.2676716397953038
-2.851030541093266,-1.1454570214609172
-2.846853028921494,-1.0927981544037495
-2.8395391631370717,-0.9469561498157325
-2.828724159129054,-0.7465957759882537
-2.824965444810403,-0.6723074134187986
-2.820419863360587,-0.6012135904649918
-2.8170881926449107,-0.5126624076221606
-2.810508642655697,-0.38699552358664874
-2.808822664437735,-0.3368402885275873
-2.80607817100201,-0.29895345394745615
-2.8047396144931946,-0.2549489196001825
-2.7987763952145226,-0.15224287491550326
-2.7978072674490195,-0.10109615502823531
-2.796010682053383,-0.07425359197278199
-2.794911844430349,-0.04756806471176098
-2.78974075086317,0.07590741314095129
-2.7824468468095076,0.23834800610547213
-2.7758300071676123,0.40294576814881267
-2.7747002003744123,0.3886977134298887
-2.7641039543207135,0.6482856614425755
-2.763388109965234,0.6504805011799616
-2.7578281683296684,0.7744384493169647
-2.7432386868905727,1.1016846480241693
-2.734397704378889,1.290572653314376
-2.73366640661936,1.2941899260891667
-2.7291372193356427,1.373962721503486
-2.723103377088746,1.4914428097020376
-2.7223712106219704,1.501977254643338
-2.719383373728305,1.5716589218030674
-2.7089597260069582,1.710450945632729
-2.698028904953894,1.8566331239613822
-2.689196303941475,1.9126224181261153
-2.6823703819459856,1.985149311679604
-2.680875922400214,1.9854208483763758
-2.6674882710810706,2.0401025914839175
-2.6515430642125235,2.0198275796990743
-2.649161333234484,2.0151084066737157
-2.6477666823975543,1.990186573537333
-2.6448817602977552,1.9715598829570185
-2.626064927332078,1.7678287016028076
-2.623053956082827,1.7068127844093457
-2.611847269373321,1.5301893271985383
-2.6096206579870973,1.4912130059116009
-2.6082341983438537,1.4728342383112407
-2.607772160684142,1.450524228984525
-2.5889098229076444,0.9922835174985389
-2.5844032560237458,0.9113481126740273
-2.562810885484602,0.28032771278484503
-2.562603062489215,0.2666600422594125
-2.561739836594451,0.262089362601141
-2.5607150808722,0.2059854634233164
-2.5509873755518413,-0.05656221070994021
-2.5433897368924603,-0.29773008663309763
-2.540378051473655,-0.38461708713591075
-2.5394449161334367,-0.410221721711052
-2.529641533708105,-0.6967583975597409
-2.5212144000984744,-0.9463923425808661
-2.5026900860983345,-1.4133557704270674
-2.4997294572501234,-1.4531836353596521
-2.4833427002433774,-1.7654285906793774
-2.479733868525289,-1.801728786959993
-2.472962322151465,-1.8951882400073452
