n_harmonics,base_freq,magnitudes,instruments
7,4.5986066077180725,"[ 0.588931   -0.27306719  0.138261    0.71748085  0.09223041  0.26889617
  0.43061905]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9977474037623657,0.40649104446400997
-2.9921179882933595,0.38168060530139236
-2.990398876562841,0.37977108050441233
-2.9672204253219716,-0.15700221922160945
-2.966996218626737,-0.14989821806625153
-2.965223156587874,-0.21883901979730627
-2.9555273507008026,-0.595576942002999
-2.9469171300246373,-1.0851986734776573
-2.9460036298511767,-1.1513417578166139
-2.9420252994707528,-1.329180564476096
-2.9410309115285402,-1.40620190891804
-2.9376070240032046,-1.5866809982776424
-2.917022343596038,-2.8844229812793194
-2.9135562323024065,-3.075662627850787
-2.9030139382735687,-3.672012358089875
-2.8978538375312444,-3.904428139916548
-2.878860838025821,-4.384215693695352
-2.862796678635343,-4.293842560396429
-2.861582470709174,-4.270139600803014
-2.8470888104839545,-3.7408695089711195
-2.838611806580901,-3.2968663201240775
-2.8351940931201995,-3.0540480256855687
-2.8273754848147608,-2.5802012720436727
-2.811822356870973,-1.515821340521721
-2.805826278792485,-1.076076145406634
-2.7988202274698404,-0.6457186213826316
-2.796217610501669,-0.47412744815915386
-2.786242738353155,0.01889458194523682
-2.7807412076734908,0.2932838433489643
-2.7776589779256518,0.4039308860983319
-2.7741691126852235,0.5322481136909643
-2.7643583604781887,0.7386217734236721
-2.7598310448058223,0.7172514295115497
-2.7564891917213674,0.7978773879276437
-2.7389899252774876,0.522826533573231
-2.7253901303842576,0.11141640298705288
-2.7183170058812705,-0.19976379093520147
-2.712638639997807,-0.42678478159544525
-2.7106972544497707,-0.4724404472569759
-2.7101331552864063,-0.5207653660168566
-2.7079488037619712,-0.5970610611082701
-2.7073178981267985,-0.6655927653290451
-2.702826212701183,-0.8441444814427463
-2.6969917028735564,-1.0306631151380474
-2.6966095017650327,-1.048953347143903
-2.6948646828400635,-1.1096538304218653
-2.693174138736831,-1.1408184071038938
-2.6854622841140796,-1.408235427295174
-2.6854020269017687,-1.3776681789898402
-2.685213735640645,-1.375612750318968
-2.681492445216013,-1.4754971940699986
-2.6809370235854053,-1.476629658603645
-2.6791904581647055,-1.4878307107456696
-2.6780924240883475,-1.5423019457671763
-2.676927961097088,-1.5446917980324966
-2.6727348147749823,-1.569562055314487
-2.6726688274276524,-1.5675599052960043
-2.6634120201939226,-1.524595088461915
-2.660092596708144,-1.5079598925214732
-2.6513938051918746,-1.3700365416446536
-2.646555125917898,-1.2094762266345251
-2.6387745226289825,-0.9566131008694616
-2.6380146304245278,-0.9327976955772225
-2.630764314249306,-0.6585577063197777
-2.6288360790633076,-0.5385047582230827
-2.62315446873792,-0.2845033574590028
-2.606585960911096,0.5151874239233573
-2.6041247827048197,0.6441332292882426
-2.6040516850447446,0.6539292218069228
-2.599371554990563,0.8243863737348565
-2.5921264480809616,1.1366193031571743
-2.585838475996627,1.3314635223883944
-2.5787166776801698,1.459677395608205
-2.5690367306984045,1.5410578897982825
-2.5541395988939484,1.3500585671202656
-2.5529924611624093,1.3121374473047482
-2.5501519177081162,1.203655290846371
