n_harmonics,base_freq,magnitudes,instruments
10,1.335480800812935,"[ 0.45310081 -2.54299135  1.79811187 -0.26846394  1.24443067 -0.70017955
 -1.43378737  2.10256327  0.75117566 -1.33852255]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.971696560506781,-1.8030953956132918
-2.9681221788606225,-1.8244071766336762
-2.9656532448303405,-1.8406317427394268
-2.9648027802589483,-1.8588968530957661
-2.9622824251345437,-1.8724499098852532
-2.952737775587192,-1.9782397084530656
-2.9416811027118674,-2.1377276206716975
-2.937670550360206,-2.180306038721325
-2.9292610728196626,-2.234812858390787
-2.9245469089621636,-2.323212893677676
-2.923182916101217,-2.310113851344766
-2.912821576070547,-2.424092187505818
-2.912449401731637,-2.4673100404965025
-2.9045231905356643,-2.598556709624888
-2.8924341274129914,-2.7072308602987145
-2.888691211819733,-2.7562828771298773
-2.8842615738864206,-2.8199095432142807
-2.882572900362713,-2.807347003972574
-2.8808396315997493,-2.8083660802551744
-2.8797750496799233,-2.8118708088169577
-2.8735204396444116,-2.8785880163409616
-2.8599743586436697,-3.02107997477225
-2.8479795861297887,-3.080363399760125
-2.842591826490006,-3.1091980048301244
-2.840560168981705,-3.1481551152318823
-2.8389937647696293,-3.163312242553967
-2.8364751684673313,-3.1063769294302843
-2.8333608482606745,-3.17341492335864
-2.827545048917485,-3.1450761055528793
-2.8186596406248983,-3.228397371832996
-2.818294137959962,-3.1851488983435567
-2.8173737002879453,-3.1564189019739284
-2.8151002365290694,-3.167869212752765
-2.813645206938877,-3.1817980671860897
-2.80324888191832,-3.171208220921999
-2.7899760860152956,-3.086427907312729
-2.785425602862495,-3.108883743316115
-2.7728956576392285,-2.9649910723529844
-2.7689037286391502,-2.897013882540209
-2.7604071405370965,-2.7714282636161753
-2.7514026025892315,-2.7071733449908426
-2.748521389314872,-2.579967597350505
-2.745175788222107,-2.5504767691747685
-2.7350351649045415,-2.3596662221440896
-2.733671889957318,-2.3289489511920958
-2.7323154220810206,-2.298795232062687
-2.724088716161287,-2.1135760253622284
-2.7199302039217326,-2.011003658584075
-2.7146534798077337,-1.875470476464361
-2.68502019570946,-1.126247733475331
-2.681706929799903,-0.9858795772751152
