n_harmonics,base_freq,magnitudes,instruments
8,2.9979516560278148,"[-0.81441541  0.26889944  0.66373148 -0.18911309  0.95355467 -0.52587877
 -0.34135938  0.76198854]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9934997033877284,-0.571262328215463
-2.988508062431006,-0.6843501227123889
-2.985602606381563,-0.7156609448376213
-2.9796356700389035,-0.8612531278629343
-2.9790669712699707,-0.8887701276363545
-2.955662621786046,-1.481725298366142
-2.9540930429537786,-1.4976663388707587
-2.9118398805696857,-2.6778550539258226
-2.9111638383570884,-2.704446076438786
-2.906959524434691,-2.796782185954115
-2.90554346000168,-2.8263077470237463
-2.8997648955642767,-2.9437857191582566
-2.8994267773581393,-2.918627010613191
-2.8801219176968806,-3.270546503540825
-2.8797404757381657,-3.2642979176890834
-2.8771763967786272,-3.3334881249220736
-2.8674796422812925,-3.346625061238978
-2.858980790916361,-3.3456315535113808
-2.8521618612370343,-3.295787744707403
-2.8492215445435725,-3.272531275910794
-2.8437479748884877,-3.189226398130127
-2.8414174827378638,-3.151110748953514
-2.810227579694842,-2.1421872774827744
-2.8042248391925337,-1.810389982515048
-2.8006112200350524,-1.6411186585049298
-2.7922084383584966,-1.1887303349174083
-2.788424014863974,-0.9899251503550948
-2.7873281970109756,-0.9103381636610925
-2.7869918203268185,-0.880780114662323
-2.784421860801494,-0.7194981034460064
-2.7805422654892267,-0.4783588428857682
-2.775179974265963,-0.13530497857071602
-2.7730272467245802,-0.029157691554600143
-2.764787023334022,0.5242020735265397
-2.7591726977830486,0.9064817285350611
-2.754399067547356,1.2052738776823038
-2.7491960461114875,1.5059784156642186
-2.7417990273970174,1.9740174349346464
-2.7389036625276373,2.1184472049594216
-2.7353358673594643,2.3510155451696093
-2.735027008444895,2.3306179240994886
-2.719256889388535,3.1376766968412273
-2.71617544689033,3.2446104582720143
-2.7113205347477605,3.4129105775184074
-2.7086146650718264,3.5014265539149996
-2.7083921658828025,3.500619068414142
-2.696390034274568,3.7563302180787344
-2.6939292890368636,3.805163497192068
-2.673677066713834,3.7430067258452597
-2.672546321567765,3.7259225313149327
-2.661002782168257,3.4163273007512416
-2.651509546909822,3.0816412332410605
-2.6480876872814147,2.9269472624029835
-2.647016459704239,2.857935242150339
