n_harmonics,base_freq,magnitudes,instruments
8,1.78500986038887,"[ 0.79317006  1.02194602  0.81147705  0.58301024 -2.93119291 -0.07231722
 -2.14550249  2.36904991]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.988467300747957,3.0254643045444776
-2.983758540604746,3.0381517650949
-2.9699017127693423,3.0625080577712107
-2.965514494637219,3.0652466377515633
-2.964437349361185,3.0603473035029483
-2.9629623937059604,3.0726388635970614
-2.9612508420015713,3.0715093551434993
-2.9611188880348425,3.0729282513891873
-2.9591196446614094,3.075566424278937
-2.9528059595920446,3.0858959642148807
-2.9507959159586896,3.094361760504428
-2.9415003443261574,3.111878930517314
-2.9399764551464607,3.1107727445696614
-2.938690892656339,3.1140508182726605
-2.9190054112124253,3.14389221630706
-2.911267163508221,3.1711983159784425
-2.8871388537879614,3.190523301925364
-2.8846982576217357,3.191875436392529
-2.8842922436836034,3.19339987392622
-2.876682480775759,3.201512686777185
-2.8629941650635984,3.1684520070980904
-2.853375717111091,3.159314936120388
-2.852297665646228,3.1673643599335666
-2.838491992742309,3.11167330577413
-2.8321551100046416,3.0737754453319712
-2.8217379474037636,3.0138626000991073
-2.8158264855588753,2.9698419848929016
-2.8122277169533527,2.9246671327212974
-2.8036452575452517,2.8458813245802865
-2.795230757812387,2.7556947982940767
-2.7916667843553524,2.704979038466864
-2.7873652393591617,2.6534032531878613
-2.7870239281963,2.6488881371947
-2.7685676559258603,2.3475813431618384
-2.7538747672747506,2.0575999020513227
-2.750863321001423,1.9955719579123403
-2.741056123427067,1.7636727878451866
-2.733474558849637,1.5750752696438086
-2.7333648333593525,1.5694339547037839
-2.7283777017830992,1.4452622315628452
-2.7277638389294134,1.4215337238702932
-2.717984111429505,1.1499452031195982
-2.716149853478238,1.0996743691484425
-2.712448959647122,0.9859274997533797
-2.708064706028481,0.8463037793047788
-2.69077217272643,0.29568233574985087
-2.688627115454273,0.21742904318313364
-2.686512438764824,0.14852185647869023
-2.6828105396474484,0.01742094199706337
-2.6815905816557026,-0.020821650434087253
-2.665344840715492,-0.5910063758700752
-2.659838147002293,-0.7875519178367323
-2.6528192541136018,-1.0516126424713885
-2.6425663816827782,-1.420237494146109
-2.6391425997520237,-1.550218270312508
-2.6390078261698102,-1.5479276998693734
-2.6043547550045134,-2.735906302026576
-2.6027425218768454,-2.7836213652361352
-2.6013664970628083,-2.8268411194177783
-2.600387168135445,-2.8572460176410956
-2.5863199859813264,-3.263379614063691
-2.574515591860483,-3.574377075427392
-2.569901591848901,-3.6849286257174625
-2.5618387026820804,-3.8516171612207515
-2.5587006442518105,-3.918563075610222
-2.5576517255897357,-3.9453807292717364
-2.557167208887963,-3.9524212645643817
-2.5421819832356274,-4.170828143538798
-2.53903653026454,-4.20923247777673
-2.5314724473626966,-4.283210618586466
-2.5297451425479855,-4.292543537020916
-2.528148546431806,-4.303364888107502
-2.525068287257339,-4.328311182918491
