n_harmonics,base_freq,magnitudes,instruments
7,1.5453427933926145,"[ 0.7701151  -0.40979843 -2.27977399 -1.20336154  2.4339588   1.02545408
  1.35478878]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9909156986981404,-2.440296992025958
-2.9851617511375923,-2.407235792329282
-2.9798436852884738,-2.2795606262209014
-2.975392131061299,-2.2740382064415985
-2.9646159700798718,-2.1686418882490672
-2.964426586646531,-2.159899279277785
-2.9637036361216644,-2.2176830659770568
-2.9613455788835816,-2.1409657898815535
-2.960662448586176,-2.1725256449917922
-2.94868488550421,-2.05323529723222
-2.947513755769384,-2.057809836136871
-2.938509619584643,-1.947954822831858
-2.936106457895308,-1.9095945399837324
-2.9341023652815146,-1.9014623079360977
-2.9311646920003356,-1.8810473065739854
-2.9289285504249074,-1.888135455961417
-2.910295709991446,-1.6964869937036786
-2.9099253904428783,-1.6610399619954692
-2.90195854035281,-1.6310271759224453
-2.8973595702678017,-1.5672304134432347
-2.8914547582993686,-1.5123115442320707
-2.872867149281796,-1.3414545765851194
-2.853468065916913,-1.2031288372595725
-2.8466103060481385,-1.1207303995759905
-2.8459729040957407,-1.1481370012773602
-2.84361833010178,-1.1407962308183752
-2.8435921315369113,-1.0332134354998304
-2.8399776349107766,-1.1061739109677495
-2.8388256181382214,-1.0559910806565524
-2.833841762363904,-1.0486065994249338
-2.8252711425716703,-1.0158832346341828
-2.813290346133493,-0.9499476955216506
-2.8116943142188537,-0.8848119025358069
-2.807632693967011,-0.9193580887053289
-2.802403624311662,-0.9252716143526758
-2.7968163474358048,-0.8326392620701947
-2.7952774173233026,-0.8234424622361095
-2.794684400652182,-0.8401565610752698
-2.7915518900109406,-0.8289076153864422
-2.7669165475194424,-0.7061366134493187
-2.7620646955742556,-0.6913355089523651
-2.7603180400834333,-0.7103108658034825
-2.759335565275605,-0.7424928597020621
-2.7582265203232783,-0.7238275091760724
-2.7519422292693294,-0.6647434001217667
-2.733118527231185,-0.6385689595660639
-2.7320461713168847,-0.6306203262585203
-2.729643867069701,-0.6356209196393827
-2.7244461333392067,-0.6800655102610469
-2.7183101781465213,-0.6342662961697151
-2.7178805735715326,-0.635659129745178
-2.7165664100404925,-0.6421498157280737
-2.712136626536486,-0.6012058041521198
