n_harmonics,base_freq,magnitudes,instruments
8,4.586953988203648,"[-0.66153736 -1.833769   -0.70140567  0.06302453 -0.58727551  0.55460492
 -0.66451827 -0.3851847 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9846495862705074,0.44408713058099625
-2.9817594505067433,0.32353468368498395
-2.980374682005124,0.3526527301334042
-2.972965900999028,0.27687799428300136
-2.966456386738033,0.1558062567420409
-2.952232878591726,-0.06008967236853258
-2.946703603111186,-0.0844115880290389
-2.9446792624693297,-0.19656104015266931
-2.941849718182991,-0.16964920024586105
-2.936416552824001,-0.18126696272664256
-2.9325149107006565,-0.23845030904896944
-2.929119201052277,-0.2968091966359742
-2.9217289629616037,-0.3341134743533322
-2.921044614333262,-0.310306111630849
-2.9199979784438153,-0.2839765009621356
-2.916991324295758,-0.33402051263018845
-2.9129719230579205,-0.263371720619949
-2.908222765645557,-0.3246480414675623
-2.901259216524835,-0.2508937779670412
-2.8990402510830426,-0.25931511445954475
-2.8989690860972885,-0.20837130163217749
-2.8874429433864566,-0.11079086683369312
-2.879080542253334,0.00838954828625077
-2.8642651914276547,-0.018450035010229918
-2.860276100893139,0.007842283530366327
-2.8568933926797486,0.06337845905658615
-2.854804128957955,0.01617851817025445
-2.8538961530246505,0.050000936460929096
-2.850612787103956,-0.04060166203850955
-2.8502467608453266,-0.04129532231517435
-2.8365622607060637,-0.044019970947566635
-2.834853009435746,-0.09593255115881907
-2.8255361368767344,-0.20736028197604742
-2.8132089943468896,-0.407286923118226
-2.8113780459182682,-0.4014729016484127
-2.810553385787342,-0.44636373312616207
-2.809701663593427,-0.43100124646127297
-2.8063239470632104,-0.45392447180451
-2.7994905357484807,-0.507210102234
-2.791052204050167,-0.5894638455386307
-2.777383563040295,-0.8611543428391781
-2.769990185783888,-0.7526224022506802
-2.7668814134361472,-0.8186057147811796
-2.747009895604809,-0.7720470039114039
-2.7324233160089624,-0.8551685789743535
-2.722695807410399,-0.9324943254065197
-2.717136905140819,-0.894956472130563
-2.7115990390747258,-0.966150182102612
-2.7112933475010337,-0.9160071300486304
-2.7068550675324996,-1.0118997129564486
-2.689958727596328,-1.1695612716389945
-2.6882387543586166,-1.1755554621681072
-2.6820241621640712,-1.2772666975242877
-2.672760174092234,-1.3463543661643878
-2.6721319346144896,-1.3828510047672342
-2.671968085581607,-1.3796618121056132
-2.667330384944951,-1.4210214679134365
-2.650025089458045,-1.3417369321129813
-2.6472372706179366,-1.3115971976709229
-2.618156480657631,-0.3998684375071989
-2.612954480346726,-0.24064883228264478
-2.6018489713502984,0.5180002132980075
-2.6004037325213134,0.6282114800112633
-2.59618929628526,0.9290560490999678
-2.5760827744857777,2.256819614929681
-2.5714561218579837,2.5318882348841782
-2.570379056635283,2.609550079948028
-2.5703396489892065,2.579763193175299
-2.556579606757798,3.3236975318934707
-2.5555979694022755,3.3222812191951063
-2.5387836277381597,3.690859616213203
-2.5346812802424203,3.7229409929704076
-2.5196460583089486,3.357543731842777
-2.5158869301759976,3.2166847564690544
-2.5015481430752526,2.322957162426955
-2.501050976879239,2.294702724140711
-2.4889675386360706,1.4472751079715287
-2.4882477944100856,1.357027930656435
-2.486620443600951,1.2820095805422167
-2.4853731899398177,1.1326395874092676
-2.48378541207966,1.0550553739726656
-2.4808580694304188,0.7932196780246697
-2.467321361442475,-0.3043875980786991
-2.4640332613196145,-0.5432016150250885
-2.458077228201756,-0.8992532638069239
-2.457946039095194,-0.9504823601735147
-2.456511036291883,-1.0770132825980967
-2.4464670454675854,-1.6301000167924167
-2.4435971898817086,-1.7501589561110322
-2.4389664188625937,-1.9029627822277464
