n_harmonics,base_freq,magnitudes,instruments
9,2.415211683004318,"[-1.33702517  0.70892781 -1.06734006 -0.7954565   0.3749772  -0.32511003
  2.18341067 -0.233146    1.50104536]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.98690717547048,-2.2465570280932576
-2.985112896579552,-2.290752237933402
-2.972419169591176,-2.8422114238962717
-2.966326513951592,-3.077909682160311
-2.9626986766628898,-3.245904224128856
-2.9606473672674327,-3.3187968735927025
-2.94974166083099,-3.6602683157335405
-2.9481672830057075,-3.7095195417446902
-2.9480435719598503,-3.713235448167227
-2.9469480256662344,-3.730059354221772
-2.93786037354955,-3.959021037403401
-2.9270336041854135,-4.086665303398114
-2.9255837922464516,-4.13310770211828
-2.9228167069721995,-4.11794871234349
-2.9174983831991907,-4.1832312891475345
-2.9168274384074766,-4.153774395018714
-2.9166377064781006,-4.141997037973764
-2.9163548483827735,-4.149522159484231
-2.9092234842156444,-4.138257974967378
-2.9045166829392404,-4.059971945558223
-2.8874907192206507,-3.721127811102274
-2.883533967127777,-3.591405030038353
-2.882683405059187,-3.5780186326749353
-2.8794959091946453,-3.443112544635111
-2.8789935351094202,-3.4371965903936
-2.8696253705029298,-3.135129488137951
-2.8672442177221713,-2.97683007598694
-2.849751730387632,-2.0966317103882646
-2.843501561617192,-1.755545429701093
-2.80630063530628,0.4773879463608033
-2.8050651256493975,0.5459840339264939
-2.7914359974442724,1.2498253381984443
-2.788924922606129,1.3746542852150028
-2.769735948860565,2.1016387907683605
-2.7583718478397694,2.3993909961973205
-2.743560264583683,2.6021399582422955
-2.7410318096240793,2.623209217057397
-2.71018284058194,2.170194105103094
-2.708789248575115,2.1460867028571724
-2.7061582111634466,2.031855612986387
-2.6928371296820517,1.57137135608665
-2.6824005285646337,1.122797935030379
-2.678148744197377,0.8951832180133269
-2.6713635891374814,0.5557405472119821
-2.667608169142742,0.33225099571938155
-2.667087623590092,0.32362592433600423
-2.6643157761859637,0.15578769943669618
-2.6639182888555237,0.1526321720262302
-2.6637092099334803,0.1668399899545626
-2.663145895068263,0.15164538565499328
-2.6609666455668792,0.054758554851531846
-2.660363807050909,-0.025205749988929507
-2.6560209988250696,-0.23833839843355303
-2.6486518030876294,-0.6354570929496537
-2.6387579312756584,-1.1184057498427744
-2.633948456453219,-1.3493334411531586
-2.6267302805574033,-1.640561787807447
-2.6242628281322222,-1.7714019452356762
-2.6144313938093156,-2.128073462411189
-2.613974470823964,-2.1688163690629207
-2.5859660335098904,-2.762460129838047
-2.578009412030677,-2.825327187131275
-2.5735543915707906,-2.878537540671702
-2.571651686543343,-2.8519670318427126
-2.5694986043597643,-2.844363423020346
-2.567702869415717,-2.8325306263527743
-2.5637300316491256,-2.818414097826835
-2.560545953341702,-2.809200570057452
-2.559033320956992,-2.79933490909537
-2.557295018051133,-2.750840508188023
-2.555944306199023,-2.737536092691009
-2.543780232754034,-2.534071830323117
-2.5339513500656157,-2.334546202738679
-2.533051467725101,-2.2823206290523204
-2.52133626871037,-1.9748815723358148
-2.518870368591431,-1.889170653646067
-2.513844512104458,-1.77710658514251
-2.5112040334402037,-1.6780363394872573
-2.509926566588077,-1.6436556246642804
-2.506959677579049,-1.5189069842170086
-2.5028667604303765,-1.4137073073500028
-2.491969571032085,-1.0980996876450237
-2.480154497599607,-0.82592867696578
-2.4654030041816855,-0.5313910314856943
-2.452114596181944,-0.39347269119820516
