n_harmonics,base_freq,magnitudes,instruments
7,1.72093306266803,"[ 0.39183179 -0.99432908  0.97222429  0.24276398  0.01745315 -0.03512061
 -0.0722671 ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.994262855154826,-2.5063775524210445
-2.9940014817493026,-2.5079378504920755
-2.990100640077074,-2.5338993076021596
-2.9825047158872264,-2.5828126044746527
-2.9807462259572546,-2.593743872350331
-2.973066134286748,-2.640750607160737
-2.964562506369193,-2.690059170184893
-2.962653729559856,-2.70066444052671
-2.962603502828157,-2.7012357049130404
-2.954073676930368,-2.7465561027130616
-2.948216042715761,-2.775669140398266
-2.9393518808873464,-2.8152434901916616
-2.9389188839438374,-2.8168354599227485
-2.9379427911848426,-2.8208542388725735
-2.9367076760066535,-2.8260638490965273
-2.936170481093506,-2.8283431198969624
-2.927181499779201,-2.8610406962655017
-2.926422792043245,-2.863244966039057
-2.8973231465557197,-2.9209583150945155
-2.8966025298432276,-2.921066331855911
-2.8946097089363274,-2.9218152003782722
-2.8846393768399747,-2.9202722656439013
-2.87761231115131,-2.9128043227181473
-2.851204476205287,-2.8327284416515193
-2.8400512459175284,-2.7735382832781097
-2.8371288833633397,-2.755571549665254
-2.8229644763514985,-2.6535748117381406
-2.8161598667597074,-2.595660328573267
-2.8106415249277434,-2.544573006115036
-2.8074704771353627,-2.5136482471475263
-2.8071543077730725,-2.510587219551241
-2.805168588829824,-2.4902685884943496
-2.801476242267098,-2.451800423020707
-2.7992406094048436,-2.427682110965807
-2.797776170445357,-2.4114707894733742
-2.795990183773235,-2.3915347221082355
-2.795307042035289,-2.3838677868219147
-2.787389605762426,-2.2902745841452705
-2.7836066408312874,-2.2428937555682573
-2.7679508164140154,-2.0322718217962064
-2.756593448114009,-1.8651474227439229
-2.7515544220514974,-1.7872375904240874
-2.7415072389277215,-1.6261356902211148
-2.7268485498736164,-1.380255391854878
-2.718625263608013,-1.2364749415685328
-2.71782009864891,-1.222650192071141
-2.714580343272938,-1.1648293692486458
-2.713466301747924,-1.145340324280849
-2.712114383919446,-1.121394799955441
-2.710623380500762,-1.0947149666898535
-2.7098590802968037,-1.081068889383968
-2.7088115045023384,-1.0622150231569547
-2.703545921202104,-0.9676085044341723
-2.7033586898910222,-0.9645244615979309
-2.702595611012998,-0.95064208684727
-2.6981091799958046,-0.8693360390669348
-2.6904651485315645,-0.7307076260747772
-2.68646758604444,-0.6579905595440829
