n_harmonics,base_freq,magnitudes,instruments
7,1.5608367885607954,"[ 0.80280431 -0.18354968 -0.33811165 -0.00857243 -1.87780218  0.09889304
  0.33926474]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.990364509625691,-0.5249754332417489
-2.9899392159927656,-0.5257385086371797
-2.983133578495356,-0.5009600339363153
-2.9779333264787544,-0.4814120743273839
-2.95620871200646,-0.38183652312907285
-2.9559776892109153,-0.38284469616311195
-2.940470458208768,-0.29186031585769806
-2.939158666821938,-0.2893388156369914
-2.935913192389322,-0.2673664429646252
-2.9211857862495814,-0.1783982327619111
-2.914682006219513,-0.14063524551600307
-2.9103464813983315,-0.12175135468684065
-2.8881121860487795,0.011282696295261173
-2.88746072917832,0.008391790955887001
-2.879542828178652,0.05652024945876821
-2.8754259046292767,0.0852956193901833
-2.865447118717423,0.1389779948824332
-2.8584121411486154,0.17191221332491466
-2.853454053369477,0.19757805076968174
-2.8488262632867767,0.21022717124183385
-2.845796031896189,0.22658545805998853
-2.8362104398511363,0.2691357263347918
-2.8322419089361315,0.2921786850501432
-2.8174130762573686,0.3434137827230768
-2.8170422439422547,0.34221969274996417
-2.814779804729182,0.3536320631718798
-2.7987303476587586,0.39157904321214376
-2.784735692792637,0.4345526775992508
-2.7795364111405307,0.4426576155773284
-2.7767960653296018,0.44825090258523664
-2.7652055536484674,0.4527303653565577
-2.7630474123129583,0.4586673859160771
-2.7587758765863954,0.46150087303865706
-2.740450684804679,0.46983438906785774
-2.73504979936565,0.46603808779988704
-2.734011341833618,0.4685558398851346
-2.723312252178422,0.46394395541396544
-2.7118114553059973,0.4524483698525083
-2.6865704493120846,0.418621925719511
-2.6822281723315635,0.41105931662194534
-2.675376546415119,0.39798940314453246
-2.669448682062956,0.38776736121005784
-2.65476573533942,0.3603224675099107
-2.6464752567333463,0.3331523532002636
-2.6389847108065334,0.31926772160949884
-2.6366046778761767,0.31359688081209147
-2.633529061056164,0.3090477458425843
-2.6320626784464323,0.3030568705652727
-2.6266723681146873,0.2934465546501118
-2.626445552969665,0.2875040466357363
-2.5943902622062573,0.20312394759892127
-2.590736015651772,0.19204025566520183
-2.5877136733465473,0.18651162417506995
-2.5743039697086525,0.13958742950569478
-2.572244850202355,0.14134703555551115
-2.5672694385892214,0.12415636122596806
-2.5659952430474386,0.11941094575084636
-2.5622487571411794,0.10837203095618923
-2.5533989586683803,0.07898766959734049
-2.552830252482103,0.07621263045295394
-2.5487416470034328,0.06363003592773911
-2.546843001275808,0.055334417447365045
-2.545858812831556,0.05029722847944379
-2.5438422778001346,0.03919351863377171
-2.5403682730700243,0.027163273431603574
-2.5284880189123,-0.015379379295014982
-2.527851694798434,-0.012770959904163322
-2.5233206225915823,-0.034803673160023765
-2.5202076973669754,-0.043351080453768794
-2.518850255111051,-0.05180254837643521
-2.516489449059099,-0.055435946897879056
-2.5076592449970354,-0.10106724473088671
-2.5051646737317532,-0.10681547819784458
-2.501075437215312,-0.1248685162281554
-2.501047759011561,-0.12775576712864675
-2.4905696870689003,-0.17788672295564334
-2.487044144635015,-0.19414814724782448
-2.4863470886107883,-0.19801780894364535
-2.4834520000236875,-0.21032701791503208
-2.4813637033493348,-0.21598531741890198
-2.469704365422513,-0.2875652111176202
-2.4679059644459294,-0.300468911813364
-2.4489005030845235,-0.4172251680502591
-2.4448799301314397,-0.44013109250969146
-2.442099863379183,-0.4601748856881997
-2.4402674394639146,-0.47881864819155395
-2.418827773872988,-0.6408800638459647
-2.4182310970056857,-0.6423598758553807
-2.4155960149826377,-0.6678555358656542
-2.4130344677548017,-0.690084703164246
-2.410558058167658,-0.7131462366127952
-2.3991962833778224,-0.8134391869578287
-2.3942069758333218,-0.8618171751107663
-2.388733425152079,-0.9145802055748721
-2.381810866133243,-0.9898700421503039
-2.376099460101371,-1.0469995293242587
-2.3684597740103435,-1.127898468151647
-2.3670136822197048,-1.1464505314381084
-2.358359247643251,-1.2426165076121896
-2.3562315971428447,-1.2704301746262612
-2.3404707268408895,-1.4600881533831953
-2.339307577794811,-1.4789060384322292
-2.3357186165318153,-1.5187362244314282
-2.332788991689569,-1.5613595743846191
-2.3287104977579363,-1.6135194696100132
-2.3136830994331135,-1.8090699103327585
-2.3126162869246647,-1.8187844646749636
-2.292118884530998,-2.102093805177135
-2.2919594006649002,-2.1080681676340456
-2.2799285771998923,-2.270711345868814
-2.266023881792939,-2.4628558951710016
-2.2660051354502886,-2.465978770750875
-2.2518088419945173,-2.6611222281889853
-2.2455812331266376,-2.744248396094822
-2.245097263421574,-2.7562697965197636
-2.230479107745209,-2.946044636601502
-2.2245992903178244,-3.0123935176312804
-2.2197522979705147,-3.083962072976328
-2.217473123388351,-3.1122964935655903
-2.213393500937914,-3.1607784376430743
-2.212968022652671,-3.1604758774258253
-2.2109167662414277,-3.1921877223263366
-2.2107996046650475,-3.1891313349981067
-2.2043633593990597,-3.258590857524962
-2.201444939892298,-3.297968681621249
-2.20081191907856,-3.3002700078804605
-2.192763145458156,-3.393550880468489
-2.192549964810154,-3.388215377088542
-2.188011385155839,-3.4413401859477943
-2.179885455806705,-3.5150474343255254
-2.1775552517235646,-3.5431794873230333
-2.1743222519824537,-3.5687705173422706
-2.1711125721109377,-3.590552646381536
-2.166609118477589,-3.630125524776668
-2.1615151693092916,-3.668631884210609
-2.161180946174238,-3.6669570108651373
-2.1461474075966374,-3.7640952372934406
-2.1429098542129195,-3.7830212921611674
-2.1418569898175144,-3.7875487246327553
-2.1411092206725355,-3.7863828461957816
-2.140330197035725,-3.793257783340241
-2.1370362453713083,-3.8091062785718752
-2.1330168563753817,-3.825780130422059
-2.1176951184199857,-3.8680845294447432
-2.112748331425462,-3.8742151092597794
-2.1019456923125395,-3.8764590585052563
-2.1017820516128944,-3.8810067231516263
-2.0994056959706477,-3.869246193886102
-2.091003404969813,-3.863611435684613
-2.0904591412991675,-3.8610025846863723
-2.077841357293556,-3.8191507386392427
-2.077679894282377,-3.8168787966291697
-2.071187405659786,-3.785612284801778
-2.0652264056821785,-3.7537795183283156
-2.0637640035916904,-3.746252856473609
-2.0571952526742447,-3.7000532559116976
-2.0552637363586097,-3.6863587783185108
-2.054697415297124,-3.680917186644154
