n_harmonics,base_freq,magnitudes,instruments
8,2.32480717539588,"[ 0.36296241 -1.42387513 -1.34289401 -1.02228704  1.54850121  0.34586972
 -0.3159212   1.04279351]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.995554657260536,-0.7266668106817697
-2.992601707542058,-0.6906309279635673
-2.9917141046859808,-0.6885607614433235
-2.982240169547233,-0.5859334371676962
-2.981176987406651,-0.6571718334130409
-2.978767698975153,-0.6118166757825698
-2.974290681185015,-0.62078918010421
-2.9718826683579302,-0.6019547654226677
-2.971316939970754,-0.5754683755814621
-2.9708516956802637,-0.6232705556789244
-2.9641435007768404,-0.5218043897636885
-2.956810329848167,-0.5219448449819686
-2.948449690834458,-0.42532033020792015
-2.947397900147876,-0.47871539166893445
-2.947112381381495,-0.3917777500950796
-2.92099417889907,-0.2510964280058971
-2.9205405712928347,-0.25781170820673766
-2.919744718993167,-0.22542097675178688
-2.9174379996055917,-0.26456611854202855
-2.9168958562291216,-0.250198122375756
-2.903840888837914,-0.11255340848024632
-2.897908862949368,-0.026126183537623082
-2.890465181928077,0.06521080573334657
-2.8886704061797026,0.08203775618564915
-2.887445288470291,0.07404530542853886
-2.8532228220509306,0.5184049975459848
-2.8470958717349104,0.6163731204314227
-2.835615003838335,0.7991844344516623
-2.8348984825473487,0.743838142104684
-2.829402595722563,0.8441420447666018
-2.8277205115280335,0.8566343348020218
-2.8226704305012893,0.9024170928875551
-2.8135848936815897,1.06566422898591
-2.808216979021535,1.062128434435987
-2.8057430664882332,1.1423338833854833
-2.805124605227106,1.1125295248500895
-2.795332976116062,1.2668476998326614
-2.794801785214773,1.2258778746456673
-2.783999880564111,1.3108981212396005
-2.779145836477036,1.3699842782482663
-2.774254381820934,1.3916896026085166
-2.773544708536795,1.4322056968779937
-2.770687657452618,1.4202726825948253
-2.744265655632275,1.5353627481896648
-2.7431962545496695,1.5702174738278567
-2.7369712239156865,1.6113564405960554
-2.733979566940694,1.598857527649729
-2.7337663137425166,1.5744406483622977
-2.723927516215862,1.580267089808153
-2.716416334673169,1.5612533990418118
-2.715265632101077,1.5489394935181464
-2.708096905825575,1.574340200968121
-2.6871470959184656,1.4960248309337965
-2.684238141344447,1.5493939394279412
-2.6706576744734867,1.417035997883209
-2.666913571707923,1.4547761248087043
-2.657741306591547,1.4435679653949198
-2.6566232167988515,1.4581870525593221
-2.642963979265077,1.3784513791117425
-2.6422077801621886,1.3456544413255693
-2.6363067289862974,1.294839531432163
-2.634817157732021,1.3590687503617167
-2.6320183931384893,1.3406637992936588
-2.6314493305623046,1.355065294715462
-2.627631642090185,1.3196269227439321
-2.6225319610456204,1.3333715267939676
-2.6196091908726284,1.3053062623633513
-2.6193119741724384,1.284019493893035
-2.6192463945381874,1.2706083649702702
-2.6116242712435556,1.27066746455935
-2.6089496199671984,1.246057165341627
-2.6025762992573522,1.2067426791611486
