n_harmonics,base_freq,magnitudes,instruments
10,1.4024167193284498,"[-0.99524595 -1.02885263  0.9841252   0.22080611 -0.39148234  0.23303981
 -1.43753967  1.00420589 -0.79693445 -0.28978907]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9921416242094288,2.2140879003596647
-2.98849127013444,2.1892658736568618
-2.9871559012709046,2.278572501923587
-2.977232655157081,2.2743487924864096
-2.9751189757010863,2.2968173012913415
-2.9735965482483078,2.3134078342933813
-2.963691404293651,2.386750359766567
-2.963132446454683,2.3117125247806194
-2.9627903324222444,2.357108400046767
-2.9620146356168506,2.3287230166654167
-2.9485534500225996,2.3411565729481487
-2.9359295466825857,2.271896667423012
-2.9324973709205353,2.29833653346589
-2.930794043402062,2.2720553092304088
-2.9292634932540844,2.2965270300889227
-2.8965578618285233,1.9879365801244187
-2.8847817736370533,1.8411712945291825
-2.883817804734859,1.8075146339031218
-2.8784262336998454,1.7273553711181284
-2.8774259634788715,1.7117409346284815
-2.874301061287606,1.6737263677018595
-2.8570932635373243,1.3279717333249246
-2.840454365722937,1.0007298949327101
-2.8241996063351826,0.6772005521824733
-2.814363034750466,0.48778108959512195
-2.813371438128462,0.44084803047342175
-2.8100185500871335,0.3754386120836945
-2.808854862096921,0.35486651756987087
-2.8085734276795864,0.380757789211351
-2.8051902643645956,0.318968953496731
-2.8011619917136863,0.23823225215295443
-2.8007726163414377,0.2269762028382625
-2.8001842036870337,0.20815115295551018
-2.7951451829598843,0.10294126732825704
-2.787713521910012,-0.009641671906361646
-2.785069338858428,-0.0761455596132534
-2.7640841659911324,-0.41762243246264796
-2.7548111249788114,-0.5793379414957985
-2.7360690493199957,-0.7948819362998626
-2.719833618956101,-0.9096138387147795
-2.696857484552427,-0.9240275319491835
-2.696296643328709,-0.9556110078882869
-2.669793885730539,-0.8196362464732737
-2.6693175432024647,-0.810798776858399
-2.652328228176227,-0.6536940863025773
