n_harmonics,base_freq,magnitudes,instruments
9,4.220842594751868,"[ 0.11014272  0.32594246  0.70437969  1.09046456  0.70786885  0.68517868
  0.60571384 -0.15584388  0.0114855 ]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.993126281361021,-1.4241301425321728
-2.9818551832232387,-2.076864352631027
-2.981517815513426,-2.090078859203051
-2.9798128429916426,-2.157303984905659
-2.978986496448993,-2.1890959333024824
-2.9783568105083074,-2.209616189266652
-2.9681314320681524,-2.3901690937897246
-2.9666554783463153,-2.3911926471716165
-2.953519906466699,-2.1127018400299686
-2.9523782485109784,-2.066612140605652
-2.95018243877871,-1.970704343870966
-2.938660100129618,-1.300660947415885
-2.9351566701030416,-1.0562943750566836
-2.923195158883634,-0.1536812738062406
-2.9224926228209402,-0.098682426376591
-2.922396732749092,-0.09171848587522971
-2.919272390227479,0.14820218315525552
-2.916471485011275,0.3584636528773066
-2.901551900916962,1.321227821996237
-2.899663632589458,1.4154288515123024
-2.8940259935290733,1.6551796809127242
-2.89045491576573,1.7711100017698604
-2.8838003697856953,1.9032490993240159
-2.8827814711025432,1.913296848813257
-2.8794319144014735,1.928729988811574
-2.872320252578013,1.8735363308743336
-2.8718260570465866,1.8650569342605545
-2.85592845495424,1.334612056309983
-2.8421454260514407,0.6058866107794428
-2.841907853456362,0.5932399499351608
-2.829820497144212,-0.06910857140218951
-2.8283054269836967,-0.14650307923000025
-2.8278047486379556,-0.17255537725663103
-2.8186789536728956,-0.5608435546670489
-2.8160744915908973,-0.6467409957136975
-2.803305995057983,-0.871487817781038
-2.7839014800084496,-0.5077433998274017
-2.776219262437441,-0.15722057405050718
-2.770140550168281,0.18074706091370593
-2.755122276714209,1.1169896606915384
-2.739363044832455,1.9834726583428495
-2.7355826052051633,2.1318196213039253
-2.71108358855268,2.2416759027914614
-2.69973757679168,1.7268156612706895
-2.698089375647126,1.6239208958590594
-2.6949969103953837,1.4110881915492217
-2.6544527166678957,-2.338813068698864
-2.6431397963201295,-3.1770401883816146
