n_harmonics,base_freq,magnitudes,instruments
7,4.065844112378722,"[ 0.61107111  0.96494287  0.58123679  1.67684101  0.02099988 -0.34285104
  0.75448054]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9988002188735767,-0.6725620444002113
-2.998143482738465,-0.6402810637255507
-2.9965186291227166,-0.6986829209560955
-2.9869139291040736,-1.123935982013674
-2.9865689492766485,-1.1129272475782361
-2.984142295498747,-1.3020403358007686
-2.979536705583847,-1.4314035371397766
-2.9710038275975403,-1.7781429563564997
-2.9700401071934963,-1.889375955801663
-2.9650923693608466,-2.062131820665068
-2.9589663283145646,-2.341619024513792
-2.957743799108065,-2.338372742136427
-2.956510960924226,-2.4388682997045112
-2.955924239066885,-2.453130184403839
-2.941123683307226,-2.8697804656780304
-2.9065649888699348,-3.040047217980543
-2.8909202533628147,-2.6229244817259882
-2.8904441750276493,-2.566272619835133
-2.889840161343839,-2.5451216103959546
-2.8871081276949733,-2.4500417656551
-2.8836765015765407,-2.3123352309606093
-2.8815919635566636,-2.169234313723203
-2.87881213236935,-2.069911739575305
-2.8786043556527847,-2.090465138173777
-2.8755716545835055,-1.9395865601111641
-2.87390631913143,-1.8573164294672537
-2.8633264901832183,-1.365521359637815
-2.8625429234066173,-1.3720767259997586
-2.860400442963737,-1.262162858077664
-2.85859686215253,-1.1493359114031778
-2.84194368140618,-0.2934789432720072
-2.836443782975179,-0.06916803883002043
-2.8304005916751436,0.08904218204715623
-2.8236173765118897,0.3933276619706403
-2.816665237139328,0.5943488379571165
-2.812153405311765,0.7029744958704696
-2.8100785508160167,0.6906918637884952
-2.805194379675465,0.7902738613672067
-2.8044890420605117,0.7494470509141749
-2.7671395738655047,0.42024513579425354
-2.7641080138293166,0.29193881904492436
-2.7599480814835946,0.20241137376794682
-2.7581782362967378,0.18453263040759768
-2.7553480150495284,0.04623652289340572
-2.7539778638017474,-0.037450745319923026
-2.751789223341814,-0.04114279936912134
-2.7408220674541486,-0.370289448158111
-2.7373435834713185,-0.5004657327706152
-2.7330650755242947,-0.6030027559299146
