n_harmonics,base_freq,magnitudes,instruments
7,4.926216150090301,"[-0.61706533 -1.47377249  0.27911283  0.34730765  0.84663202 -0.03935534
 -1.47240908]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.999611339672793,2.31785150014959
-2.9940201853202053,2.0922960458954374
-2.9900025165602933,1.8911992733849614
-2.9863079606474447,1.6421462688514872
-2.979998027622912,1.4151069891190853
-2.9788885292324285,1.3358984067152535
-2.976290374708194,1.1701431990692028
-2.968608287475504,0.8062077900083016
-2.9643003818203613,0.595724563834303
-2.9638723520857884,0.494291365885021
-2.9575504908361516,0.28005407479668
-2.9502887369825888,-0.006479079618139025
-2.9493670204439386,-0.07621753593727272
-2.9341052832053918,-0.4990047372375389
-2.928536969218683,-0.6237778239063061
-2.9263401416950887,-0.666670603938549
-2.9187972229238026,-0.7478267211945975
-2.905203994012026,-0.812371809326466
-2.904325579866636,-0.851786784238628
-2.8981804267852267,-0.8599713106807939
-2.8942163617361323,-0.8315529871706443
-2.8766071182415986,-0.9057759320184355
-2.8723867866883173,-0.9795117689170243
-2.8583602224837388,-1.2697752033142926
-2.8541896987754027,-1.3550871751852809
-2.849609868495375,-1.5578444652041683
-2.8479156066719975,-1.652669385227212
-2.843789035386512,-1.7658062121176117
-2.832805472232961,-2.3049042218517872
-2.8275671283405353,-2.5295661350175753
-2.82391393555225,-2.66316311901427
-2.8234857705015513,-2.7602361423803976
-2.817093096430856,-3.0785710039982246
-2.7855584123840127,-4.402363361766872
-2.784989313363792,-4.4252919136975555
-2.7820169338721614,-4.414911093003597
-2.7819845211253895,-4.427114729457456
-2.778819982975003,-4.465995904852143
-2.7611455522455013,-4.289824235569203
-2.757112435397635,-4.1732581684260985
-2.7549187839616156,-4.06590973764345
-2.738149096453654,-3.125472076766663
-2.7337139588329475,-2.80014470644875
-2.7214697908575873,-1.7091846080549862
-2.7200056586448182,-1.539983423319781
-2.712829231605933,-0.8832755586065454
-2.7126649565632905,-0.9137177532378963
-2.7124827896236163,-0.8290376353879028
-2.706190769309776,-0.24451631158552528
-2.705773158784233,-0.23033136837474533
-2.704810401108939,-0.11538421817053095
-2.704322383591467,-0.09685688961489247
-2.7021306435319437,0.170033620960285
-2.7003054160280735,0.33158707291664236
-2.6824197524610978,1.8342540921336565
-2.679804180903818,2.004916365013268
-2.676092107520665,2.197361223531811
-2.662917986789072,2.862793399234226
-2.6610218005680335,2.8831095336972283
-2.6606685173496247,2.902653880863593
-2.650821382615582,3.108807816490159
-2.6396800003457415,3.009981563188913
-2.633030420705862,2.8951994512944554
-2.6270622961416077,2.666112528909384
-2.6190119965238674,2.340862137721602
-2.6118345697252145,1.9091201207432742
-2.6061196502646204,1.6234632045434478
-2.605152703895614,1.5839112253480994
-2.6018831162449887,1.3549935501229324
-2.5979330393322564,1.0980831873641745
-2.5971789420149696,1.069402970082391
-2.597177787213926,1.0761725032485572
-2.594155389041706,0.917326403280397
-2.5849429247533395,0.3715887821506812
-2.582568322690244,0.27507104939074223
-2.576243959243937,-0.09801630870232644
-2.5732554012588587,-0.2281654231906773
-2.565428656205195,-0.5615495048734827
-2.5645920502166515,-0.5733461601468881
-2.5513505290398517,-1.0237812115867948
-2.55060578606121,-1.0136169557502535
-2.55027039366884,-1.0421093214951147
-2.515129640351108,-1.1841876060915741
-2.4730334032075536,-0.6318992095744695
-2.472319855293261,-0.6395290519957335
-2.445135762636024,-0.5030532827350076
