n_harmonics,base_freq,magnitudes,instruments
10,3.3830520887523567,"[-0.78928326  0.86655745  1.41391218  0.49929304  0.98825791  0.01455979
  0.85949379 -2.10758765  1.14524784 -2.18179292]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.994939979787608,2.5859798583665157
-2.98913934883803,2.4302579843288012
-2.987358466440618,2.359608773286027
-2.9836462147800358,2.2533716287227796
-2.9832246424300477,2.224581627183236
-2.979377760084805,2.14924709628282
-2.957410919146381,1.4264634717221465
-2.956090119198155,1.42552174336068
-2.9542191683497525,1.3723618606438033
-2.9541685761134895,1.3606552783712138
-2.9518249587652825,1.2960134729916797
-2.946598959048485,1.1574937097365157
-2.9423651616273743,0.995369573507084
-2.941522969097341,0.9606280237824621
-2.933245522459977,0.6513478906859516
-2.9235607684863147,0.23870062618792104
-2.9133454590582493,-0.1962175392194588
-2.9101489279216635,-0.4054191601147381
-2.909265427731346,-0.4097358554826878
-2.90395954924828,-0.7122585204729193
-2.9008825993562173,-0.8734860404177974
-2.900292604986002,-0.9308235038604271
-2.8985991396778976,-1.0047329488374137
-2.897818292011455,-1.061508702724858
-2.8937748977768702,-1.3046959472638093
-2.8937318771707554,-1.2906869214042196
-2.889867414906755,-1.5653731283096408
-2.885577541748532,-1.8385072819404513
-2.8837834393412463,-1.9527055108082572
-2.8818421227420394,-2.0732359369554274
-2.8813065260588573,-2.0944797672868702
-2.8583834821252516,-3.540394515329358
-2.85263061923624,-3.840165850361484
-2.85256104045248,-3.836120482498441
-2.8444562968280804,-4.223069069891426
-2.842142809408813,-4.308044141811713
-2.8390593246857803,-4.389171033733282
-2.826509187591827,-4.657060860487585
-2.8181702206066475,-4.607684067369811
-2.81662758678992,-4.613624428655833
-2.8119168793234373,-4.514944098074544
-2.809927204471382,-4.467472796257007
-2.800187142683556,-4.076685950593747
-2.791055986404482,-3.4986014792797446
-2.7891129946008757,-3.3539543815798556
-2.786479036791068,-3.1599889858708994
-2.783308608167663,-2.9258230170679935
-2.7677520950314416,-1.5195412007559954
-2.764877733018039,-1.2489459801009795
-2.7541550432237667,-0.24573807273667564
-2.7434613232701395,0.7268583049465732
-2.739205527091023,1.0624514800576739
-2.730571791614401,1.638636657539608
-2.7289947276158086,1.7403870008745255
-2.7190114960719534,2.189186920055659
-2.713348367367378,2.35225397936988
-2.7099001256290167,2.4109700319151197
-2.698271879065005,2.346723802009065
-2.6627701527733363,0.36954290873625917
-2.658092423615411,-0.015742396341203814
-2.653533883878188,-0.39285085456608343
-2.653049470477292,-0.43289743203817344
-2.6517225633237915,-0.5072643906063843
-2.6498844741228886,-0.6968288317454465
-2.6469077362753675,-0.8921760133326099
-2.6394588618866193,-1.4521362312788673
-2.6367153399113152,-1.6400057742515393
-2.6362091977521427,-1.6723041521525812
-2.6307823640379726,-2.021246360165684
-2.630132108081738,-2.0419902134181767
-2.6110151739075467,-2.6984511981612123
-2.6048413082579582,-2.717976968724723
-2.5946170216853384,-2.5386603967463475
-2.5922121763678465,-2.4516773003659598
-2.591289918254028,-2.423702762645131
-2.5891498834529134,-2.3597262075626073
-2.5639716681159306,-0.7437599248126242
-2.5489101791711337,0.4599066094969314
-2.544998896139477,0.7783881487662264
-2.5371323014071034,1.3557301506004413
-2.5364123683485964,1.4105267471236167
-2.5360972759826574,1.4362159052917909
-2.522638396210086,2.1643292586739435
-2.509815722702321,2.5717206890924706
-2.4964800878140707,2.5823886669974407
-2.494093305968728,2.5210679819321813
-2.489224648434292,2.3814475709289655
-2.4825905334932896,2.16360056184851
-2.479192417402472,1.9996061576380328
-2.4743332465866015,1.7639059619850253
-2.465316935251899,1.2131768801586378
-2.458481288073151,0.7755311379732549
-2.4563444862951265,0.6303455716691317
-2.4479753560572743,0.09374584000550507
-2.4432612418477317,-0.20990635972465868
-2.4391831572772,-0.46087131697710376
-2.4382257587663307,-0.4979311040892988
-2.4368653546654313,-0.5695354143785428
-2.431989114217263,-0.8296164030268063
-2.429572971464713,-0.9422680583318062
-2.419049417916084,-1.303018541041186
-2.4179311530968377,-1.3412932633695476
-2.4094925911958427,-1.4864039804219193
-2.406395717383317,-1.4997985945926726
-2.4021751664358275,-1.4963323338976047
-2.39714080115239,-1.4564225548798129
-2.3931115226845927,-1.3741504256688648
-2.383782334196986,-1.123893834026802
-2.3822978666330146,-1.0385245204687061
-2.381445340151656,-1.0219340022550267
-2.372611694614025,-0.6644438192813025
-2.3540856174844276,0.19905245373196997
-2.343990910602042,0.6091579705500971
-2.342533473215074,0.6546224562522677
-2.3363850678172042,0.8635355313224181
-2.332187688515699,0.9574781774502401
-2.33011210371493,0.9975961218096782
-2.323552953232549,1.0741489355680287
-2.322281275925624,1.0838590225882274
-2.320454793438852,1.0933871477254753
-2.31462849078887,1.0462003860380007
-2.313670372298608,1.0318565718968191
-2.312344324284239,1.0321476433812022
-2.3035472604078278,0.7902466738636337
-2.3019053219642567,0.7242559062926059
-2.2893103169145474,0.1509665457713854
-2.278462703483946,-0.5408509292115538
-2.2723759972931425,-0.9764411311300747
-2.269904712155741,-1.1459515096378359
-2.2679212423689705,-1.2958330038140755
-2.2643413616091355,-1.5773858065813313
-2.2639332551750684,-1.600105186508228
-2.2388011653807913,-3.267962558418054
-2.2380710063493527,-3.289154598849087
-2.22449869474518,-3.8081144625496393
-2.223468676863319,-3.834048622741366
-2.2220607374495303,-3.8835289661904713
-2.207170280449857,-3.975869990223761
-2.199336355042375,-3.8718666462824047
