n_harmonics,base_freq,magnitudes,instruments
7,1.1426600697516047,"[-2.21217040e-01 -1.33324190e+00 -9.02787261e-01 -1.82808142e+00
 -1.44238918e-04 -1.19804634e+00  1.94475588e+00]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9995780108892944,0.1153748290408713
-2.9970844855899297,0.14782875208963328
-2.984468699520665,0.22630888290637854
-2.959764344886765,0.3884807041759648
-2.9540334166735733,0.42430045877718237
-2.9529470302848884,0.4539279660517626
-2.950420861272623,0.4768505740795109
-2.9491817069142243,0.47430856139182304
-2.947818055623173,0.5126650944954763
-2.9444046044895593,0.5481502866705821
-2.944134970283258,0.513659175197203
-2.938231188347589,0.5448721963748692
-2.9301766507302327,0.6070379337324444
-2.928224186747668,0.6444425786311478
-2.925608141384238,0.643986562777122
-2.9203950495745934,0.6613255565678919
-2.9202261172516715,0.6644235148597084
-2.918488019312372,0.6533503783747713
-2.908953714353865,0.7613371990244531
-2.8932517425480833,0.850912121409226
-2.8924971481575286,0.8327919675914541
-2.889578062306133,0.8794360108885462
-2.8872779673867104,0.8478190669182271
-2.8848349847855994,0.8908090590592829
-2.884273459432829,0.9007306347321414
-2.8838331409507485,0.8657144004334373
-2.8780966144539226,0.9191933981662666
-2.877520177409937,0.9244956171038796
-2.8685813347424776,0.9339091693574598
-2.8505743149142413,1.0243538102401482
-2.8501825348927046,0.9998300272350422
-2.8471044114606276,1.0378741333811874
-2.845566993537819,1.0605689091399344
-2.8363560329677213,1.1158998269282001
-2.822656348409418,1.1489994227998346
-2.821200695550561,1.1613461247241064
-2.82039006603618,1.1526253179637038
-2.8149589380979734,1.1632733612328643
-2.8069531371884926,1.1927283984316455
-2.7995910066155543,1.241171577284205
-2.7906344288632527,1.2721153221158124
-2.785189185229817,1.286199145563666
-2.7836837109733708,1.2894172829922628
-2.7796812203161583,1.2770695128712894
-2.7467861217185776,1.3603074259158694
-2.74523459991751,1.3340684710285668
-2.7415856767639264,1.3745708459733414
-2.7393755908184954,1.356294046987438
-2.7319440160191926,1.3579782563925606
-2.7284792161389726,1.3704121393406408
-2.7197363027167456,1.3699020457287834
-2.7180051842178505,1.395296352457337
-2.7104074003719454,1.3667659928329499
-2.6818660241799614,1.3863052044593343
-2.6804799011864047,1.3606214082747403
-2.6779463498991882,1.3857324226566692
-2.673734215837859,1.3723494350702536
-2.6665552095555447,1.4308328193952384
-2.66338406325191,1.3965776042831695
-2.6441223496097725,1.3633448465715234
-2.64256713680071,1.3588303774540897
-2.637085868415847,1.3479273341710785
-2.634465324372189,1.363497035791214
-2.6344009671377178,1.3455558219568258
-2.624999836207646,1.3453698765117956
-2.6189214822827704,1.3286972593259232
-2.6040474925024926,1.309723155794952
-2.601731234120861,1.309131123775457
-2.596452480651012,1.3244034893244125
-2.59522037663093,1.2938609050986807
-2.5918809229537034,1.3070221182238526
-2.585975445933989,1.330863986667892
-2.578164509929092,1.2699297860253715
-2.577903798631808,1.2301483331987604
-2.548224464422633,1.203658402241771
-2.546982666861893,1.2001848335376322
-2.5417213802636067,1.2223986240137938
-2.5387256834685745,1.2018506303615197
-2.536117503584741,1.1614520077070003
-2.535763346739302,1.2264624790273762
-2.527662907677235,1.1745831198300976
-2.5215568604243237,1.119688036741907
-2.5156857145501563,1.1298289702663546
-2.5128700116742078,1.146681799447199
-2.5123741707519622,1.1413200853872962
-2.50681367167968,1.1338771796760356
-2.4786601260228016,1.0211462058652119
-2.477193739251203,0.9982515028750574
-2.459975599646442,0.9960204479305661
-2.457036385682051,0.9658265838032984
-2.456629684382929,0.9424729104564256
-2.452229365027489,0.9528210461917722
-2.4488560387448324,0.9753359233897257
-2.4485724245569145,0.9273551581704171
-2.445585723763207,0.9175435285789331
-2.433984843435673,0.8905370031589803
-2.42701997989876,0.8658126939601289
