n_harmonics,base_freq,magnitudes,instruments
10,2.7418813076990727,"[-0.76052431 -0.5134737  -0.32135899 -2.79159648 -2.3356501   1.08625225
 -0.423485    0.25134761 -0.53062734  1.2694664 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9942727860508405,6.614250177726016
-2.978767798659972,6.082826742801736
-2.977464240351547,6.0190865292833475
-2.957625653866483,4.689293220114754
-2.9568976359313908,4.628895472689076
-2.9527320883207664,4.2697777822065035
-2.9461193069908114,3.6508735477095517
-2.9262791571197018,1.6298037878943805
-2.924046624037457,1.4128687439270675
-2.9169648918150894,0.6676505309070976
-2.8950444896536505,-1.4268950588279399
-2.8912613896586237,-1.7309460038642432
-2.887109669364417,-2.0435163834824794
-2.883100410045009,-2.322846389953138
-2.881348120538152,-2.423728617380248
-2.8744465116243614,-2.81656293889585
-2.8668256982444578,-3.1287464403258047
-2.860170818925949,-3.305672962489899
-2.857535969160809,-3.360749475233954
-2.8541190231548965,-3.4005469247889746
-2.8450753803718314,-3.3975733520461655
-2.8414017321786167,-3.3531644815915214
-2.8403043561421653,-3.31916563337059
-2.8305341277599556,-3.0626660647451858
-2.8299505968122,-3.0368624427675783
-2.824939302777717,-2.840049076144376
-2.820935819092779,-2.6436286937489646
-2.820716639929391,-2.6346099690950067
-2.813709925021649,-2.260742575575021
-2.805570277250802,-1.7687062564154787
-2.8042463238492115,-1.6865865101403372
-2.802896650555726,-1.5935708321651827
-2.773140585532432,0.3674321379572442
-2.7690842112127827,0.5973073279158225
-2.7426669658864347,1.6898208913501622
-2.7266747211745392,1.868799071968543
-2.7197815413208684,1.818574106455643
-2.719173134709909,1.8144010506966628
-2.7172760078991427,1.7896261510989597
-2.7132689157415992,1.718903169999386
-2.698273520661724,1.2696612896942903
-2.6957986776825935,1.1663987028312064
-2.683670039859186,0.616159537690174
-2.6834957440048894,0.5880406558791758
-2.6783361050195382,0.3296509100937695
-2.6687114688657276,-0.17447398674219863
-2.652157832554687,-1.0050859147898208
-2.6501833996797,-1.0902520558369022
-2.6383545668678945,-1.5552880817869628
-2.6372493168447666,-1.6003124602544463
-2.6306072822250877,-1.8066941338464106
-2.6225440336906813,-1.9805658971352806
-2.6210507238181133,-2.0201578873592743
-2.6158200018574673,-2.067776998039186
-2.6127647095878723,-2.089089360556792
-2.612243027681295,-2.0883207697265913
-2.6108786472129784,-2.09659878443363
-2.603957638788356,-2.0872949988470295
-2.603520275539312,-2.0724114198468837
-2.603045092797787,-2.069310945811274
-2.600669548024203,-2.0451185691793925
-2.59243552415868,-1.9195457358577026
-2.5918587394255406,-1.9107959997769521
-2.5895652370099054,-1.8509595106091776
-2.5861288421837285,-1.766151008352418
-2.575691621269481,-1.4400171160732977
-2.5595304398612626,-0.7591850517415645
-2.5460478354577942,-0.14174772343728964
-2.5424639239137683,0.029636198469207124
-2.5366850063818474,0.28431120973899926
-2.5199244138001577,0.9458832680473274
-2.5142068342604045,1.1396368076482546
-2.503897793212486,1.3924135974164926
-2.5001653620252045,1.4561047674526026
-2.496823165127389,1.5115540859658056
-2.4965923642830274,1.501237810583101
-2.4944012207297366,1.5314931373514613
-2.488756046089515,1.5685253245310922
-2.483491704180205,1.5792057490089808
-2.4833922256707472,1.583437021205962
-2.4717286836080623,1.4982148995845725
-2.4697087101548707,1.4695080050501097
-2.4696265536087556,1.46544591517228
-2.466895313028396,1.433125313504577
-2.46478796394367,1.385161252039861
-2.4637047683601265,1.3769829193715342
-2.4326560079606385,0.5087214705952144
