n_harmonics,base_freq,magnitudes,instruments
7,2.6340051891735348,"[ 1.27484173 -0.70345063 -0.94917922  0.27571519 -1.12656915  0.28808326
 -0.08828312]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9904374813310746,-2.5847155408501297
-2.9848414911937295,-2.405446329872572
-2.979456271523649,-2.2385524229986293
-2.979067071835624,-2.2141494307036074
-2.966301663631464,-1.6921356809138182
-2.9625463553318525,-1.546706271508421
-2.952007561774754,-1.1115671886991885
-2.949796422957462,-0.9972378778619871
-2.9491626974138976,-0.9245872686835117
-2.942204300271394,-0.6454493740500786
-2.937107916521792,-0.418376336130264
-2.9360539870834548,-0.37300797753550263
-2.926203657764574,0.08077870723229341
-2.9080225500715096,0.9150958752748408
-2.907465964991368,0.9069058178230522
-2.904932808541938,1.0457938258661026
-2.898918169803321,1.2914780476628955
-2.8941907296009326,1.4765469954077166
-2.89073310716835,1.6006722649338578
-2.8898251661719385,1.6121070474272128
-2.887248990798837,1.7078599068622469
-2.886087000499469,1.7710598609836248
-2.8838199002892457,1.8063859648738159
-2.8830472471559716,1.8745286215120163
-2.880231791835436,1.9377189230259082
-2.86385987504272,2.4138620938234645
-2.8622582179805924,2.4148322420334662
-2.8564229288507526,2.552496978586784
-2.853399070919573,2.5988994117422246
-2.8478582288323513,2.639182835539329
-2.840259597039366,2.6835718737186713
-2.825055207641223,2.6687634820634356
-2.8149145843543026,2.5461566641600832
-2.8094626452194023,2.449024659302406
-2.803303330737963,2.3135471059373063
-2.8026332974035935,2.2909369086425437
-2.7973888065252606,2.1506574515583043
-2.796697266415768,2.1293624554588595
-2.7950566065177043,2.0624031758580994
-2.7837335137747385,1.6675528299105598
-2.782473494945113,1.6189424824407261
-2.7822877972266675,1.6352300006233587
-2.7703156872004566,1.0898527781048983
-2.768798950448934,1.0307934902248412
-2.7560047882077052,0.39311926666256014
-2.753418740341071,0.2639337245102582
-2.749780140023465,0.03460068990133906
-2.748485938657839,0.010312949298677123
-2.7424967558685207,-0.33129860553547774
-2.7338893785679867,-0.8211424954297512
-2.731526901387368,-0.9745470787339361
-2.7276499096602573,-1.2035990431387764
-2.72620129467201,-1.274424371566849
-2.722107865117462,-1.492442868132624
-2.716854107890243,-1.7934919480187324
-2.7144521988839307,-1.9322360537499037
-2.714223513865279,-1.9394346723869054
-2.7092143702927745,-2.229134103037539
-2.705728905681343,-2.422141598701406
-2.7047673274497606,-2.4669907168054785
-2.6992449263261418,-2.77956935624692
-2.6973290400261103,-2.8622909873132296
-2.688968705655661,-3.278399566821759
-2.681534472883275,-3.6135728050429656
-2.6580923627912303,-4.429850155814557
-2.6456964097182336,-4.693214412790325
-2.645209680915907,-4.687209242370825
-2.6378548459592386,-4.818792157269236
-2.63348314128268,-4.842355731062239
-2.6295027566542677,-4.8482489946551075
-2.626029775593913,-4.866111823121503
-2.621269541247136,-4.8501321006638705
-2.6161108308927243,-4.817329336263085
-2.61335795996866,-4.789307263693638
-2.6104527339397343,-4.758696233915219
-2.6085112556474463,-4.722500066501224
-2.6043841184028715,-4.6442544753209525
-2.601804276491626,-4.611732793926077
-2.6015370127738127,-4.570564572264525
-2.5941719180501552,-4.412165281696686
-2.5914894978384053,-4.344622411286268
-2.587180034672458,-4.238445722833068
-2.579067820929404,-3.9490718415653867
-2.574956688940196,-3.7935949957417847
-2.557083948485055,-3.0175688816669024
-2.5476044058543916,-2.5185768232108257
-2.547452576573283,-2.5553356161672998
-2.5469413871390456,-2.509915195910031
-2.53826253539057,-2.066325382383975
-2.5333626064123793,-1.8310347658056605
-2.5161234807988353,-0.8688128179914142
-2.505161886565422,-0.30359027228326085
-2.503058399454603,-0.19525509057130114
-2.501850317642718,-0.13314678542664038
-2.4983718942197104,0.017567482934248608
-2.4982352922828257,0.022692979509414266
-2.4808627179890594,0.8172454064857766
-2.4643273672808346,1.4468484749154529
-2.4630128628983625,1.4998363194422528
-2.4619034514483524,1.5215607536687745
-2.4573690285774603,1.6556220495561444
-2.4401867155567274,2.075188473054848
-2.4303279597609593,2.2292309725325126
-2.414772873499857,2.354827256861908
-2.4014901429519044,2.3559264908114077
-2.401296528290548,2.3618366845501475
-2.4004142539916025,2.361779280531735
-2.3908460886833236,2.2791631235571055
-2.375401973785695,2.125085174479759
-2.36727385516121,1.976330085418362
-2.356152647425023,1.7936968319571125
-2.3547179922584913,1.7393285498961109
-2.3514243619478314,1.6656740203984237
-2.3447077167337262,1.5471284830371053
-2.3383744826406803,1.4373155175713148
-2.3294992486750123,1.253582609684489
-2.324223128154838,1.167937167250713
-2.3149999937405887,1.038963560248661
-2.304106526693615,0.8519214957468384
-2.300881354513902,0.7910863794880575
-2.292087276010398,0.7039067918340959
-2.2899211517067304,0.6794719088955539
-2.288899258208554,0.6839817441727334
-2.2840445925859516,0.6004512702900343
-2.2782959308704367,0.6049176606960774
-2.278138005160007,0.5919524897313467
-2.275449714685265,0.584171849168308
-2.2685101312219613,0.5987718924757861
-2.2541426240299822,0.6070387523993602
-2.2511443829440885,0.6136873939946467
-2.249321902806644,0.6340263125688356
-2.244920254223066,0.6477920972161049
-2.2378665225775096,0.7147703383207262
-2.2360838942927312,0.7687858333684667
-2.2319245789113618,0.8273014401258747
-2.219597188069364,1.0108261648908623
-2.2155793527401313,1.0675206618615736
-2.210329497747215,1.1630719577893547
-2.2099653600388622,1.1701909611431938
-2.1950600559033457,1.4883011767504277
-2.192527821231563,1.5382329718855536
-2.1810507489927353,1.7801742036089092
-2.180293394544855,1.8245967353025312
-2.169687390174003,2.0423406112013205
-2.1680376958350585,2.077249624574945
-2.1641610366514774,2.1601159110711405
-2.159322131179212,2.280018368094661
-2.153628493535666,2.373759335179067
-2.1432851300427296,2.560834215741681
-2.1367034169640844,2.6610773853437575
-2.1362330145055024,2.654020492431656
-2.1279094374525194,2.7450735417258336
-2.113823931418955,2.9135719136834757
-2.1038576170404077,2.938270400495271
-2.1024662793064155,2.9563803209414736
-2.1003565009868583,2.9536263648583994
-2.086773019498424,2.9440022877087277
-2.086593663766038,2.920755011650092
-2.0857098946835086,2.942015369237426
-2.080052891450732,2.880690370451117
-2.0777203388731667,2.861369606309175
-2.0769040470399656,2.8169527650920054
-2.066811619923512,2.718053960546507
-2.0567536757250693,2.566400469457202
-2.054999228802819,2.5408552361517387
-2.0482227129496833,2.4247495655644595
-2.04760796890094,2.4077435228013884
-2.041537135899918,2.2564468101009916
-2.04114162701965,2.2727693035746652
-2.0269138942179623,1.9346128452290512
-2.021577194827864,1.7654078935712978
-2.011085853967695,1.5219201821358068
-2.0027661056807786,1.271948386449454
-2.0024535296577377,1.2696269531624393
-1.9882614464841557,0.9049798773993639
-1.9861456688196018,0.8693315766637608
-1.985941343242029,0.838759091835207
-1.9847872308341559,0.8200759648642637
-1.9790797246178093,0.6423985175491823
-1.9718541964414926,0.5095668738581907
-1.971710442182117,0.4897534161120071
-1.9534589451118223,0.10746863882079087
-1.9503017974300858,0.04603575423470564
-1.9462997226399126,-0.026384377285463084
-1.9415883435420291,-0.08680339313484436
-1.9407793894557894,-0.09236000227913271
-1.936185839744533,-0.1802992896590144
-1.9356115362602038,-0.18761587548929043
-1.9324884646641378,-0.24734749071298326
-1.9273172817961304,-0.28538008219176664
-1.9262010384788966,-0.278179967052808
-1.9236612018305062,-0.3122122067733173
-1.9190524793034687,-0.3509398493785831
-1.9128244450899474,-0.39867179942536435
-1.9108354449828122,-0.4245784209639677
-1.908705499916739,-0.41452972994693715
-1.905740081450787,-0.46027545933926084
-1.9040021352231145,-0.4327298313533458
-1.9000119417510966,-0.4373227504819549
-1.8889752008486187,-0.4265089807226773
-1.877025148448664,-0.38473391440221144
-1.8667071704065488,-0.32453303736476674
-1.8642682244952504,-0.2806837927381085
-1.8506968466566702,-0.19323280662731804
-1.8494996455407242,-0.14726314420816977
-1.8462843100006334,-0.13005562215821873
-1.8460885964143554,-0.11178554334314074
-1.840733838496167,-0.07618833838198447
-1.833320957012534,0.03797683412112708
-1.8288036480958392,0.06876827528345576
-1.8275173005522154,0.06539456830385854
-1.8217847380513583,0.1490735467317716
-1.821333582785587,0.20218215618607596
-1.8200669888982406,0.1881108432597478
-1.8120772679351105,0.26474388747838845
-1.8110139441931818,0.23691020026395487
-1.8037281265897698,0.34304800546532505
-1.794452932512033,0.4306629654483823
-1.7921207108572017,0.43590775826172307
-1.7729816999315133,0.5366175941104534
-1.7607692730805797,0.5705167161300728
-1.7595647654775963,0.5567415540241535
-1.7429978410205493,0.4985421540518962
-1.7299956689009952,0.37520772722475676
-1.722893269488181,0.3418428984252261
-1.721270213299542,0.3094280377655177
-1.7193159559167597,0.2713097961331533
-1.7116071176290162,0.20609600120520274
-1.7070341747866278,0.13183962688073364
-1.6993497979724357,0.036435767778581075
-1.6992037951897159,0.024341942167517575
-1.6956882442807777,-0.03485781252856454
-1.693772134485752,-0.03694705876498147
-1.6879204582172183,-0.14084722302847885
-1.6824171144219062,-0.22333814452131084
-1.6803301410790994,-0.2614021258160075
-1.6794173534418884,-0.29005181742309816
-1.6753147336789236,-0.34778452242338515
