n_harmonics,base_freq,magnitudes,instruments
9,3.5084104182022915,"[ 0.1036289   0.51977608 -0.82582964 -0.54892509 -0.62973298 -1.47271244
  0.71457634 -0.78059198 -0.60499388]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.997999645845911,-0.33682334714426776
-2.9926625015909676,-0.2676624748245786
-2.9840049586528195,-0.2835889697910166
-2.9784258999957833,-0.3201071171367348
-2.977469419252307,-0.321085466268632
-2.9638359398672005,-0.6845087526955328
-2.958326816675034,-0.8872376400728191
-2.957923046521435,-0.8733321701761366
-2.951849886554151,-1.149355032988429
-2.9408148904302145,-1.7013944148708715
-2.936102688298879,-1.967374177065684
-2.9114680402689554,-3.1841055851595157
-2.909114195216746,-3.2809822926077654
-2.891288682499244,-3.6970262874384123
-2.8898104461613747,-3.701539607848796
-2.887733279596535,-3.6912583119485856
-2.874471032162882,-3.552227510588549
-2.874389147956662,-3.5365341484776365
-2.870696946998833,-3.437447348664955
-2.8704298866718743,-3.421674395553617
-2.8570447378958637,-2.762482076914635
-2.845577623925216,-1.985049060579541
-2.8397170245855357,-1.5085591069058717
-2.838054451112211,-1.3708016826472973
-2.807700733443252,1.3607444749435855
-2.8062614615502994,1.494845451712034
-2.799078273607276,2.0636833190599035
-2.7842705429867367,2.965999523000571
-2.771085045070274,3.3811272704432707
-2.7694621333377887,3.371887332608738
-2.754917325596051,3.281345817377997
-2.7513358992347197,3.1484548104909327
-2.7337926216795907,2.2292898704817583
-2.730964103652761,2.065657649659612
-2.7173431239986106,0.983783110939589
-2.7166822889062034,0.9243194277356999
-2.71647253556643,0.907389636835938
-2.7157466516246793,0.8180250967924836
-2.713352394043522,0.6224673452710576
-2.7132736979171144,0.6276688603270734
-2.7057711370996174,-0.02363808361482596
-2.6964876408924554,-0.8292826514233433
-2.6921863994618143,-1.1354511211088798
-2.6821530304154613,-1.8284677551880715
-2.6781873823985496,-2.060694157234687
-2.6666206636350545,-2.5370230385818973
-2.6635703703832387,-2.613130622344772
-2.6628824093014796,-2.6089024717827987
-2.662525703172327,-2.6108703725408153
-2.661452491904651,-2.6583966339182097
-2.6518730813165914,-2.6912131715924366
-2.642468092491494,-2.5161401972502557
-2.6419424821993527,-2.5073662243691555
-2.6405363570511877,-2.450225231374675
-2.63659599560496,-2.336440433230465
-2.634453797062184,-2.230144987785763
-2.633598064675059,-2.1891610770409193
-2.6274902385026073,-1.8573473084186793
-2.6262613347017822,-1.7710882846361171
-2.603958238384978,-0.1574108181309227
-2.602624775801321,-0.05749830178946583
-2.6004008989227847,0.11073681147314896
-2.5923937607177288,0.752843648588338
-2.5918158393739823,0.7962853974504123
-2.5854834658314623,1.3026552246277996
-2.5843406850114654,1.364763018949577
-2.576299120866958,1.9145673919388289
-2.5695355002123543,2.2741388358397203
-2.5690406067469196,2.3082218709203244
-2.5662004481812835,2.4499214450085818
-2.5591709660749054,2.7199769158656917
-2.544201527640154,2.913393459657798
-2.5411718416125053,2.906773877369859
-2.5377691638030537,2.835953391565754
-2.527748508963026,2.5571817430589476
-2.5252866555972577,2.4643926422749916
-2.5181949756369733,2.110370533670468
-2.51224116376517,1.7481547884642499
-2.5094003590139127,1.5489522711409591
-2.4984561155895975,0.7665298246038142
-2.496042406590255,0.5625731251546261
-2.4950563203059253,0.4974213328982873
-2.491696109007761,0.21594724464226495
-2.4901072892480447,0.10005922619102553
-2.4899083521156373,0.10006178799863134
-2.481543080705778,-0.6013801106000329
-2.4341092642626467,-3.0076867356721797
-2.43202847447829,-3.031993573362327
-2.416869941499327,-2.9541475156503334
-2.409764020113413,-2.8279795322906267
-2.40694026151223,-2.74942681680115
-2.3978549999764773,-2.4163982122916705
-2.3930259250923775,-2.1908191422573533
-2.3813592806462607,-1.654003998293868
-2.379752734149301,-1.5545201265546993
-2.377489031061507,-1.4119663105884956
-2.37306445594095,-1.1929502799049059
-2.364163866813105,-0.7175769269537611
-2.3517413986076336,-0.07495899287596373
-2.3475231223391653,0.11827696373810717
-2.3433160864533065,0.2986631930379269
-2.3431455483954178,0.2993543267193052
-2.343102769252897,0.31895320191257487
-2.3393496765928745,0.4682377513016741
-2.3366256506531835,0.5664817815092257
-2.305509211345637,1.500593726887688
-2.303629034606829,1.5493017641084543
-2.2937221189409884,1.7598324936593561
-2.2877644758969824,1.8622306365730357
-2.275703134510754,2.0705705508744248
-2.2740638335994343,2.1199472610131
-2.2660280817932184,2.2453011567508963
-2.2637282139209387,2.28304417454589
-2.253050004703418,2.54150107373623
-2.246799752121063,2.6703996301216755
-2.2423553877144426,2.7757103891706176
-2.2390221775988763,2.795469786736512
-2.228936158485369,3.0665029125743426
-2.2263888272302363,3.1052946075352694
-2.2185771331378796,3.285104552836447
-2.2177769124728295,3.3075251577843754
-2.2113251874181863,3.433418782544013
-2.2076923399533057,3.4443090871953106
-2.2017682710011037,3.5505001306836723
-2.1899156978376317,3.5703763488511795
-2.1889986785188875,3.552128627385655
-2.1882972663834153,3.5761455245475755
-2.172825833579656,3.3058843505760045
-2.1721235088676414,3.32423467298679
-2.1541909396798102,2.5884299774910535
-2.153379340778663,2.5515859319104703
-2.1482703830480876,2.303847376876593
-2.1451871200393953,2.105277023065936
-2.125337241804089,0.6084351061818225
-2.11810041860703,0.02201172849664494
-2.116953755707727,-0.08797830612559593
-2.1130249443025892,-0.41871582736810753
-2.1119950572922885,-0.4870531891684021
-2.1073432319955767,-0.9051189312899075
-2.1005714220732417,-1.479052793704284
-2.0997517085602655,-1.5565919038250904
-2.0989382116349207,-1.584858644335082
-2.0969865432756123,-1.7462918915320713
-2.0949625885338037,-1.939485742488032
-2.0921905458306016,-2.1567364282366355
-2.0739183470090174,-3.332248439718666
-2.0729900434992583,-3.4070947188108693
-2.0692231173358295,-3.5380287888211885
-2.067431506466302,-3.6434990873347055
-2.0672284979147695,-3.676011777223406
-2.064200765440595,-3.7805062295429908
-2.0528638700850914,-4.039432833633403
-2.0420398277022187,-4.107016221966524
-2.0413371449672475,-4.100038567061301
-2.037856364229142,-4.034859247166421
-2.0375955687653837,-4.051073767475209
-2.025803396232135,-3.7001546252143407
-2.0143383617753376,-3.1845695676742602
-2.0108495660215926,-3.0292113406710244
-2.0061613534789235,-2.726011360376074
-1.9994573715976462,-2.2749436399934395
-1.9751019192659378,-0.5515813553066546
-1.9723583307194332,-0.3914914223497687
-1.9617923005280797,0.32888647068484345
-1.9584443404516139,0.5146352719671319
-1.9548843083879595,0.7327087852662948
-1.9461263816162757,1.1491510175882607
-1.9457111224273806,1.1660475133607713
-1.9453976739689265,1.1865005446392212
-1.9374154323391204,1.5140819940568577
-1.9361391679753976,1.5523858383710243
-1.9241083395708585,1.8580464615734096
-1.9215716460097758,1.9134486844618082
-1.9117280534610634,2.011660819246035
-1.9074712018829534,2.0224663678424974
-1.9054205365127064,2.036752809840173
-1.8995575922235928,2.0194139659806556
-1.8923547820616804,1.9906456739082723
-1.8869202214111755,1.9569526463418496
-1.8859889738669449,1.9441828652906032
-1.8736060878150336,1.8054858681777595
-1.8659005301949656,1.7239124224167175
-1.8642782226983345,1.6775932246668173
-1.8501760824777314,1.5916813760448236
-1.8458670480149906,1.5893949704099624
-1.843862353282077,1.562238251462419
-1.8311920422248427,1.5795709137864127
-1.8154271198770273,1.7020454477896
-1.8125115639513174,1.758853836595045
-1.8067906631785515,1.7929572516081418
-1.8066318648612878,1.8032547247563055
-1.8034546465149663,1.8639719680563467
-1.7906329940776153,2.0740471960431166
-1.786411382622535,2.1273341420828915
-1.7794024612714365,2.2013361495133
-1.7525112872482143,2.449296319923728
-1.748089431008374,2.4567089661061368
-1.7476450931590422,2.44729822332248
-1.7461422310105081,2.4504318940112197
-1.7461084519187344,2.4527806466608206
-1.7453271402351616,2.477245084120176
-1.743858924844666,2.4331506274567682
-1.739116365400703,2.4439386251832746
-1.7274118396554043,2.31570624636055
-1.7200560625601427,2.2348373686658345
-1.7090531028617502,2.0390732585634517
-1.70274422243875,1.922808501213167
-1.679978489003953,1.4626562199557183
-1.6669132709990293,1.218958290355486
-1.6565347156803565,1.0767273666496657
-1.6561431905352524,1.0635037141163919
-1.649511265497551,0.9889758912784822
-1.6393331671100217,0.9192841874914218
-1.6374405638989087,0.9100830595404961
-1.6341363201915742,0.8766120380259225
-1.6287842926437048,0.9066815407962747
-1.620907590233986,0.8860998187304232
-1.6136641823729612,0.8780219209872628
-1.6024560455793702,0.8927584562911554
-1.595017635932292,0.8881701618725959
-1.5621902306171458,0.8479517037741642
-1.556516164113802,0.8455548345894283
-1.5505177465856774,0.7934699329027971
-1.5495542736288677,0.7590735777980492
-1.5419970826875165,0.683771180830177
-1.5350348396723466,0.6356100940185478
-1.5236311714597102,0.49427398995228644
-1.5218869819815304,0.470978061775652
-1.5102121447028276,0.3012232719101992
-1.5092975602652567,0.29684204339581716
-1.5081806518715637,0.26774480771786446
-1.4923594159722304,0.06336965143222364
-1.4863714599280258,0.003545513980579954
-1.4740806532580564,-0.1586705199412768
-1.471539832623981,-0.1646797360493852
-1.465788755562945,-0.21272413952098804
-1.4599410947180116,-0.25705441405977225
-1.4584313858695659,-0.29743620376961283
-1.454206339236602,-0.301368792445128
-1.44981033368488,-0.35439198453192483
-1.445753676755521,-0.3943412035531336
-1.4411718313622688,-0.43936627379846666
-1.4189147088178606,-0.7062295252369771
-1.4057007353301925,-0.9470180001556859
-1.3993172425648643,-1.095014060708081
-1.3956439372362335,-1.1781308211477235
-1.391564932290926,-1.3037168019349292
-1.3874060314325871,-1.4062170987099454
-1.3860963765836463,-1.455099567653463
-1.384184735608907,-1.4849970445246452
-1.3775651478562498,-1.7223715670084416
-1.3754970875721275,-1.785222571927001
-1.3746100638497507,-1.8060455280594807
-1.3740758949414067,-1.830603059283797
-1.3607677243000467,-2.2868446690241333
-1.353364288934091,-2.5312643828120107
-1.3444173352971822,-2.8208995688120218
-1.3430606506977634,-2.837400534679436
-1.3366933585742553,-3.0232176637353465
-1.335394407259255,-3.067548203989583
-1.3239286066738218,-3.311266189446205
-1.3217120650287018,-3.3365426770266535
-1.3189712133629652,-3.3647333473099033
-1.3186146885458963,-3.388119054564629
-1.3092133905993883,-3.4395160034951155
-1.3044557566175539,-3.431034200128691
-1.3035421401186316,-3.4687046940547854
-1.2990782609883313,-3.4269368929140978
-1.2845654696520228,-3.175574346308247
-1.2844653264792698,-3.160146933033622
-1.2769055516165118,-2.944983368819171
-1.2675560321862984,-2.61210246886299
-1.2597722258835977,-2.282739434637784
-1.258647213263578,-2.2192650116613355
-1.257598523235081,-2.194063363299305
-1.2486526214064653,-1.7852659791660723
-1.2381396009794465,-1.3082155693697526
-1.2254210378327188,-0.7836339034286964
-1.2216306557146221,-0.6710342161599251
-1.2024189053897238,-0.26396625544611285
-1.1982516927620195,-0.2598268812200151
-1.1980355223863197,-0.2517168772374766
-1.1959021876898095,-0.27857946541261175
-1.1952259011856625,-0.23429499446890623
-1.1942465760949905,-0.25636339077106546
-1.1863041317133967,-0.3716185611649912
-1.1742097960166404,-0.6256715765689214
-1.1714359709229472,-0.7316651807004388
-1.1343871576203972,-2.5417958049478875
-1.1167178789297743,-3.335135288337972
-1.104083144344964,-3.6630012744667932
-1.101721719592328,-3.6780800592413057
-1.0969527767740688,-3.739515048330829
-1.067731428748819,-2.8852710958757877
-1.0647478863713902,-2.7037243790354206
-1.0430645216161523,-1.0092367762424677
-1.0360795630377626,-0.3766007807858515
-1.0326017867847836,-0.03781104318122146
-1.0283870249242388,0.3394080287838675
-1.0279268436366995,0.3865077838103916
-1.0252705878568833,0.6142680645527826
-1.0247666198794254,0.6820713132971061
-1.0240553462677746,0.7371724365959933
-1.0238717518086817,0.7698056719862831
-1.0178457429064764,1.2663979647795642
-1.0079492110709445,2.093498638080467
-1.0077363940185604,2.0809423779222134
-0.9959309683024746,2.843167614856983
-0.9910376230735176,3.036224243794331
-0.9899870430913307,3.1126854793521037
-0.9890417256215187,3.1471671087596973
-0.9582676526450178,3.092873224540525
-0.9526033836808399,2.8464221447970726
-0.9525356782039065,2.8340081250890212
-0.9524252919555862,2.8037104345166948
-0.9516570647223803,2.7740345687380112
-0.9259808081184713,0.9400697481436672
-0.9200248975332519,0.43404789708226243
-0.9197165127658211,0.4107457510008926
-0.9151077960099334,-0.02594231610169232
-0.9133338404138049,-0.13795818852345476
-0.9075972982981244,-0.6406904156813626
-0.9070716870346804,-0.6904530886448333
-0.9046684358685182,-0.8629914082390296
-0.9036024881190006,-0.962486102545743
-0.8973694788423137,-1.419057879168951
-0.8924773318692436,-1.7562900164276696
-0.883778123531469,-2.2192752185297584
-0.8749117561097561,-2.5434013968755442
-0.8741789093512509,-2.5898491945039805
-0.8674920598536673,-2.686760180098946
-0.8657991810305781,-2.706841350716334
