n_harmonics,base_freq,magnitudes,instruments
10,2.012958986206453,"[ 0.76227621  0.78840029 -0.62181304  0.13733999 -1.31993172  1.3384994
 -0.9729936   0.00769495  0.73105069 -0.11480226]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.996371339469542,-1.1459568421262734
-2.9929954729903803,-1.1496679319797696
-2.9889217844534226,-1.1560702879868743
-2.9856098853213746,-1.154510935808967
-2.9805833369073684,-1.1533280735596079
-2.9746014300922097,-1.1307635842482264
-2.974311827510501,-1.1284617177756686
-2.972971178819302,-1.1236899932151163
-2.970200461280048,-1.1070559345057016
-2.9677957324764845,-1.0934605914540017
-2.954343430253359,-0.9720825906001643
-2.951093825276457,-0.9348093843886295
-2.947389474033181,-0.8868130382924999
-2.9346126643143533,-0.6828572326262019
-2.930142527188986,-0.6021584700705069
-2.928887914697776,-0.5789120718623754
-2.928678645742698,-0.5710878679334513
-2.9245412547197676,-0.48827908176270524
-2.9046610685550847,-0.039345758554251174
-2.903488893300174,-0.012031680060229715
-2.90042254305005,0.0639998429974987
-2.9002601664005048,0.06890509893597516
-2.898882208572049,0.10080242456479226
-2.8985668040839965,0.11004355733042903
-2.898445141236504,0.1135995771335066
-2.889940732492268,0.32074314191414094
-2.889030201162042,0.3405604641967992
-2.887363503959291,0.38511779432083937
-2.8861002522407215,0.4191341782437626
-2.879982630992366,0.5670351547290976
-2.8760923833934298,0.6594992209285097
-2.874458243855985,0.6997208414331245
-2.862196184924016,0.9712953310900357
-2.861676143235244,0.9828230099073032
-2.8573217466143,1.071352168437274
-2.8494415655831045,1.2126041118374729
-2.8452140102317065,1.280762250133492
-2.831406688761129,1.4508009512084319
-2.8233104053864313,1.5143866250340638
-2.8126211820711178,1.5396461374894448
-2.797757412550381,1.4850833398581138
-2.7951185569277692,1.4601311619327773
-2.792422925683568,1.4323787748423495
-2.786064100000796,1.3567526872407023
-2.7837248021959855,1.3234569181171938
-2.7795717951632435,1.2541557517870272
-2.7786631729390585,1.2409694302783827
-2.7769700418998373,1.2105877004533079
-2.7740254722482223,1.1550532504979836
-2.7677277658822277,1.0245200236178158
-2.766036516985472,0.9925372769219539
-2.7492691361564767,0.5638363200090101
-2.7433293304526147,0.396913570651453
-2.742633867437896,0.3748956768287007
-2.7396332866366104,0.28960016897558744
-2.7391788666237744,0.2770328473543004
