n_harmonics,base_freq,magnitudes,instruments
10,2.5141203893374047,"[ 3.17193607e-01 -1.55363935e+00 -5.36206826e-02  6.02195763e-02
 -1.46940690e-03 -1.48469703e+00  5.57297122e-01  2.84639886e-02
 -1.26071373e+00 -1.52132540e-01]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.995378313096718,-3.6770938005944864
-2.9736262538267835,-2.9702931029742774
-2.9713341806229634,-2.855081192414455
-2.9703005419478186,-2.7959904091969925
-2.9696542610064793,-2.779450400567466
-2.9623934628358652,-2.4371235731285688
-2.961459501016641,-2.424185510896862
-2.9547814721316428,-2.044243728405722
-2.9514624818037056,-1.8662650066676993
-2.9491854178046326,-1.7179878475502601
-2.9370823952944343,-1.016421222210371
-2.919543455421506,0.05008594688682115
-2.9123758952346774,0.4121891490159889
-2.9070593816053076,0.6861158650538253
-2.902872202957087,0.8902327990125619
-2.9018770060680383,0.9667697538264896
-2.892534289352585,1.4009337002419917
-2.8907772038464348,1.4766730045692555
-2.879959750470372,1.920418853688874
-2.879530201973047,1.8872593130866657
-2.877908515811235,1.9708123601274945
-2.870513861148733,2.2027510046529413
-2.8683574386295065,2.2670979063238503
-2.863481667800103,2.4099303082913877
-2.8488940559843616,2.596888709490797
-2.8440270391067877,2.655017893828854
-2.8357621582439982,2.7143552961906474
-2.8350698715960814,2.723720050215115
-2.8219182679956565,2.684089814608365
-2.817071733325962,2.649574276867872
-2.8112670035353355,2.5688344727456887
-2.804658261005596,2.447145764019504
-2.804501587201967,2.4953173201932892
-2.797059245627437,2.321244310848653
-2.7937156965414354,2.2667990011433794
-2.7926073522576997,2.2814010241974367
-2.7896507304042064,2.196363209400527
-2.7893684022533014,2.2046969144957385
-2.78738200333877,2.139419944541287
-2.784991575789913,2.110333574688545
-2.784130341420963,2.093790668458624
-2.7790073458213964,1.9270704811763382
-2.7789522866837206,1.9705710970838726
-2.7616511710036833,1.5046038188220812
-2.7602673658682955,1.4854323991274585
-2.7559975480108,1.3410523880497176
-2.724862910270507,0.40212897617151394
-2.7162640494001202,0.1394447159542009
-2.7103697368233246,-0.10057917296902671
-2.6913802115337737,-0.716721529156776
-2.6769907014172274,-1.2588621466637426
-2.6648504141493174,-1.7071044624807399
-2.6642765163759803,-1.764795585249278
-2.661803595775071,-1.8473389013671422
-2.6496663470299104,-2.279795368495745
-2.633405151635274,-2.8342508357137497
-2.6332281207146293,-2.827576518663668
-2.631059636278351,-2.86973679686534
-2.630482535956192,-2.905925828289873
-2.6081453854621723,-3.449671578732467
-2.603336498596077,-3.530640410575485
