n_harmonics,base_freq,magnitudes,instruments
7,4.692190210576132,"[-0.39079325 -0.21435651 -0.82794771 -0.13762054  1.281176   -0.72312487
  2.0286076 ]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9965804949018047,3.4003675990168274
-2.98991818970961,3.5063981022267674
-2.987553555740855,3.526943936479835
-2.9803471161123483,3.5136312416040725
-2.9741338401563135,3.4232206020534037
-2.967813997674372,3.258266447522378
-2.9660917536070777,3.1937845158688956
-2.9442654792888963,2.1190248681830686
-2.9442166259629325,2.1093350478023125
-2.938567336572596,1.7562222375454202
-2.9358672357258726,1.57805942002014
-2.930110435128346,1.1956862440866123
-2.921813027341245,0.6473061429266226
-2.9214538530397034,0.6255909718109897
-2.9198545642952407,0.517083435164544
-2.918739159513452,0.4425772832388535
-2.904625088425286,-0.39726623467663197
-2.9046154932345427,-0.39810882964985744
-2.8897133909449138,-1.0810437305311213
-2.8861086997056344,-1.2031845985739502
-2.8825776536524166,-1.3098998998540285
-2.876676325608848,-1.4571908040412132
-2.875916916623383,-1.468973723823332
-2.8755274801736643,-1.4796909693460463
-2.873787528505768,-1.5118605193167804
-2.8710195582005635,-1.5518211613573007
-2.8678874723460934,-1.5892365729481583
-2.8662608585614384,-1.6051158115962436
-2.8595651655205794,-1.6321671019436865
-2.8322318948182748,-1.3418885232967428
-2.813274346376936,-0.9658499181759467
-2.8115756293498677,-0.9297350899927387
-2.8033973387952718,-0.7828582544442063
-2.7976531443256123,-0.6942118224268502
-2.7957957860896254,-0.6580999134976834
-2.7880386763887577,-0.5592642803354351
-2.780764501083403,-0.48365800058546093
-2.7738215660688677,-0.4266920657963763
-2.770533643667889,-0.41560829294166224
-2.7666287001883694,-0.3947524786399501
-2.765243438824891,-0.3882616350786796
-2.7593117953207376,-0.3695271538640067
-2.758322816027505,-0.36967976464642893
-2.7507472290734656,-0.3514673882542388
-2.749597256105586,-0.3532872079368312
-2.740162577858507,-0.3379832731030384
-2.735000361997118,-0.32568873272182086
-2.7308427948031424,-0.3100887869977911
-2.729942238063102,-0.3081533934123153
-2.7231062019585885,-0.26746731719210626
-2.6952051067929386,0.0321681905688881
-2.687752810886024,0.1528564997071728
-2.6864382975263004,0.17777890402531799
-2.683921262916388,0.22735447664901134
-2.668229278417607,0.5445790005163027
-2.6625237819677423,0.664242355386943
-2.6597008029384934,0.7233135270844581
-2.659331562157151,0.7361887754835419
-2.643116151285433,1.042725195970593
-2.6320066031351046,1.2166861046916653
-2.631667296746203,1.2172136070203525
-2.6245291951273613,1.3026870512196236
-2.616527541071073,1.3807509761806676
-2.6137966361515854,1.402940953382549
-2.604711802158662,1.4441133753832553
-2.5953463005287776,1.4711346497132847
-2.594649279264311,1.4661992158821273
-2.585608531395472,1.4746584888754375
-2.583184502041914,1.474481330402801
-2.582123590039255,1.4693471796957727
-2.577733428582704,1.4679813263715247
-2.573785284396562,1.4635572161215173
-2.571490922947394,1.4630857930540981
-2.567413471116188,1.4664534838517844
-2.5623482303397367,1.4647255748988608
-2.5553109005157912,1.483811537519803
-2.5508839430585315,1.4918000008000887
-2.5494384672751593,1.4982630406669
-2.5492076423070706,1.4957461739477012
-2.5489095168049216,1.4995985254254767
-2.544466792427788,1.515405833742828
-2.544247934640065,1.5202001097805153
-2.5346890739201013,1.5792582041809595
-2.5334617987330437,1.5865385478693426
-2.5318321477763632,1.602870731148705
-2.5272396831447583,1.6302501417156716
-2.5251994373594773,1.6455970095073622
-2.521360892502202,1.6784087394757332
-2.5188067691804665,1.7003082641871587
-2.5167679906186216,1.7165441019620375
-2.5055139015543064,1.7991265959212526
-2.502088661688621,1.8167141083764942
-2.493904149933925,1.8485334789747152
-2.4920305365199633,1.8541830211560038
-2.4915959318830376,1.8470988159817296
-2.4882175871818033,1.8455183677360338
-2.487406856493547,1.8412266994636024
-2.4834636251552507,1.8245013299624697
-2.4814287941292106,1.8107409957185088
-2.481412538897433,1.81345323814198
-2.481047427269939,1.8122921754279755
-2.4803551546884615,1.8065395336124472
-2.469211737129614,1.65809943001977
-2.4681210349739082,1.6382777298890039
-2.4678188074837437,1.6334778862469217
-2.461892712768017,1.499250082350172
-2.457670084041424,1.3818484403158777
-2.455349367311503,1.3060408050129528
-2.4539444066587945,1.2609196250844479
-2.4539103106389994,1.2577940858371863
-2.4513081321338452,1.1672476890763375
-2.4491419897322793,1.0846903149862113
-2.446694415522394,0.9808515146439488
-2.437165897466836,0.5415539305505229
-2.433375500349145,0.3417999085288957
-2.425445468403378,-0.11363661880779945
-2.4242684856488927,-0.18172830677573024
-2.420371854812716,-0.42655895826491297
-2.395682590189173,-2.017347224878303
-2.382894926951217,-2.7581339936565064
-2.3712752241725985,-3.3004638788384484
-2.3676973286351135,-3.427659329523836
-2.3618403738951583,-3.6054845438601255
-2.3549709871433677,-3.7420677504802518
-2.3432799963610043,-3.796795068968015
-2.3419896254469377,-3.7844907008636035
-2.3367454596547352,-3.7295047443393354
-2.326870004742397,-3.4966884913670593
-2.3148333634428906,-3.0463599951187637
-2.3124371199553533,-2.9398340284576605
-2.311498043618003,-2.889595947317208
-2.288593418842198,-1.669977067410807
-2.258748985281305,-0.24235861518855462
-2.255795584753058,-0.14280892365205217
-2.2521651632090123,-0.03618739996610182
-2.2423556019153112,0.17502982123892907
-2.226678004549289,0.2658392076123803
-2.2242568452269738,0.2471116796282059
-2.2208237612176926,0.22267955259446012
-2.212518743572912,0.11775326685413222
-2.2051406168854584,-0.01780391552297006
-2.2020997695261224,-0.08678055251673152
-2.194404837013318,-0.26493824337371
-2.189601787588657,-0.37893332061953694
-2.1877510175487997,-0.4246582810113072
-2.187408662921832,-0.4297773265038264
-2.1847994086342766,-0.49543057430202586
-2.1780304516380316,-0.644559638303614
-2.1742906337607684,-0.7205784148817818
-2.16773624408295,-0.8441018580733933
-2.165950326732829,-0.8772401078237303
-2.1562103658622664,-0.9868093944902276
-2.1511594055936376,-1.0175319382955947
-2.1500842467368493,-1.0271239164251993
