n_harmonics,base_freq,magnitudes,instruments
7,2.9766419261569323,"[ 0.5808492   0.4942038  -0.80381674  1.03733942 -0.19445902  1.57184686
 -0.42960613]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.997118811220216,0.09568541399970434
-2.9917094664284494,-0.09713613045535172
-2.9874103583634377,-0.24158814010179597
-2.9862982409860916,-0.330134405698689
-2.984608016624498,-0.3918703366528663
-2.9843859526790775,-0.3974052558690752
-2.9828304488223125,-0.4493615076144214
-2.9763969061686955,-0.7029121567737375
-2.9665360720133833,-1.0149697338455268
-2.9428377405897974,-1.5564333428589343
-2.9403531525279973,-1.6284103130763723
-2.9296983691841154,-1.7138504805010302
-2.9280131638540254,-1.7425772305260103
-2.924406197736829,-1.7553111286632215
-2.914047018098901,-1.7569318704987023
-2.912958659833637,-1.7981214372031729
-2.901013752573107,-1.5917642493463773
-2.8853897437791054,-1.2225585184779713
-2.876624930519413,-0.9948724417184228
-2.8742796369245065,-0.859774050534648
-2.8669778225416946,-0.5998888650157519
-2.8615047558564717,-0.4119834336404165
-2.859505612494398,-0.30791906222271526
-2.8574998427569103,-0.21935395544623287
-2.8486483617505867,0.17981620304787196
-2.8427219518645463,0.5037219725700168
-2.837146625486093,0.7706552486655946
-2.820375049024919,1.7178457576747461
-2.815459088151725,1.999243312959303
-2.8056152529241256,2.4985078551248088
-2.7943658812168533,3.0881602434549276
-2.794365188991714,3.1184051724116415
-2.7906940682595334,3.2130395685833033
-2.78587338576261,3.4997710746959982
-2.7851263815022524,3.5179774115060005
-2.78030822254299,3.67998615641975
-2.7749602384941765,3.91293758945805
-2.766905969215263,4.144397154865287
-2.751489044956478,4.53244471278347
-2.73882302508832,4.649256873480062
-2.736357222882443,4.641226984100999
-2.731602270085501,4.632128820875538
-2.7232959823910616,4.61189942823559
-2.71521641044827,4.4436586744136015
-2.7135769375516205,4.423038946067311
-2.712782576845612,4.430207304896831
-2.6839894593210265,3.488545177903694
-2.6830267199218967,3.4527415610217087
-2.679051030518105,3.194500732902424
-2.6756963920045993,3.1162300538165377
-2.6744231733677974,2.979903524400576
-2.6741544599603206,3.0180732274700492
-2.6716927050234127,2.8949501523527945
-2.6671083263673343,2.6650704185212875
-2.6658394356763186,2.572000928268276
-2.6468276198854404,1.5351377802398207
-2.6461537522438947,1.5413142852841244
-2.642563764447737,1.3249152726027642
-2.628041570150967,0.5585117580548471
-2.6264423054704045,0.5195217074915144
-2.619743302003257,0.08882606190958095
-2.618233955148982,-0.005423743867688784
-2.603984137276982,-0.6484994982662946
-2.6028711624521232,-0.6957534119032863
-2.600429491510824,-0.7663103640965251
-2.5998808332455465,-0.810412504055241
-2.599266729013661,-0.8294856574417299
-2.5975909672997166,-0.8623706799286137
-2.5855776702273197,-1.3230546634791818
-2.584963155140869,-1.321489710636527
-2.584695694240359,-1.3244654803337883
-2.5730386857736463,-1.6366193566030924
-2.56175220049688,-1.8762563661359661
-2.559720324392101,-1.8420429626528516
-2.5565423021496407,-1.873857304668634
-2.5519665342316404,-1.9153445037892922
-2.5377746334620443,-1.9229294616260821
-2.529739443679426,-1.8488305854747877
-2.528984765921342,-1.8379489244348752
-2.5279936225668145,-1.8525195388097508
-2.5227531945037134,-1.7764238990535073
-2.516488586219028,-1.6819833794913301
-2.5014777243537596,-1.4187174720716202
-2.4989354398052503,-1.3394918095672341
-2.49821244329556,-1.261112521825067
-2.4946307949363336,-1.2747659952025705
-2.4889084356142384,-1.0659386312501073
-2.4835798327558156,-1.0305659497350401
-2.4735850001122452,-0.7814992468839668
-2.4688721059908145,-0.6768880526656523
-2.4669566260762994,-0.6291347291107131
-2.4650841315769534,-0.544988143684954
-2.4510569273109812,-0.25843805391186364
-2.448340013315258,-0.2371876941180578
-2.4468293709427416,-0.21112837003872878
-2.442083879247893,-0.0831840622669403
-2.4403795705304976,-0.1378045307310997
-2.4316758842950126,-0.019125095337292394
-2.416061992845024,0.09487819488818493
-2.412595715367482,0.1445645625345113
-2.4104027874871656,0.09683268509355214
-2.4036883574609615,0.11653553175481762
-2.398701236287625,0.10269757345128809
-2.3903962764816393,0.012162300296827213
-2.389187234352942,-0.029312786659491247
-2.381256949745405,-0.13642678968879124
-2.3740173646671825,-0.1722795149760867
-2.3721757715512832,-0.19582846470526588
-2.368808157175031,-0.280188278358649
-2.3647987362130762,-0.34955269333597155
-2.364749880151919,-0.34015944920340146
-2.363331869368326,-0.38750365580265395
-2.3585947842752413,-0.48853331510264114
-2.3497479691045893,-0.6699218326580567
-2.3494156518995704,-0.6805913303042265
-2.346193414983082,-0.6960896121874283
-2.3419778623312926,-0.8287775242708351
-2.339241626968641,-0.8851881266585252
-2.338218697478503,-0.9151305197197601
-2.336704856689445,-0.9373321476609813
-2.3362687026307816,-0.904698944805834
-2.327222248583123,-1.1766948052801185
-2.3104359501211746,-1.4743997372727426
-2.3016891617318844,-1.6342649323121257
-2.2948650068491374,-1.701302410626114
-2.2847507997417624,-1.8179052465221832
-2.2801583890480632,-1.8703431130754855
-2.2795051836691105,-1.8599105904276667
-2.2760327457227287,-1.9131359519988493
-2.2647380298414808,-1.880974107527605
-2.247471534296394,-1.77577826777494
-2.244077646205433,-1.7252814504979201
-2.239951431814408,-1.7217827563081616
-2.239657746331706,-1.7285489997116417
-2.2247215231718163,-1.4512218902706795
-2.2168151785461854,-1.3311481938710632
-2.2165547118010913,-1.2942463390100967
-2.2092619602633388,-1.0923311725821039
-2.2026135119916486,-0.9838169857095844
-2.2019715231670616,-0.9895439687610484
-2.196912478891547,-0.8831316720292499
-2.1956131927397506,-0.8381219410554049
-2.191136194205889,-0.6958628012389495
-2.184767435255289,-0.585208759013693
-2.177702120548115,-0.4305785907449606
-2.170230970543071,-0.23757778491567827
-2.1699871105247146,-0.24396136019194936
-2.156480316753192,0.013491439860321431
-2.1502667258443893,0.10428617607873049
-2.145092589751893,0.1485826898220851
-2.142068809786622,0.21086954715330863
-2.138711322364675,0.27301092780153885
-2.1336423610291786,0.2942385503517205
-2.129562448698734,0.3007214796827917
-2.12906642632013,0.2925264519619157
-2.084597331497479,0.05126970641216469
-2.0823473897187554,-0.04706544687931924
-2.082284244693192,-0.08362312614006498
-2.0804584955935903,-0.10313785251727756
-2.07916569964896,-0.12676178642512556
-2.076848137130538,-0.16453234018804014
-2.0678180262373465,-0.4050507592649786
-2.06587325105357,-0.4073732711894515
-2.058308388440037,-0.6110507452440799
-2.0577267985332375,-0.6532059569392343
-2.052456555831818,-0.7034907011877863
-2.0509253242871743,-0.7636275990858293
-2.047247588412284,-0.8876025452997752
-2.026531447611749,-1.407840956494646
-2.014984763389987,-1.6272546913347326
-2.0077978298669095,-1.7804524520820875
-2.0000869369525187,-1.9097452082720643
-1.9961199597502812,-1.9403990071682304
-1.9855489173552916,-2.076497373053032
-1.9801691193787583,-2.084311715536526
-1.97676401210925,-2.129123607008219
-1.9766658406066129,-2.073660994856994
-1.964463327545834,-2.013900761477172
-1.9640195319359028,-2.0631777782317657
-1.9609649526341044,-1.9683147879854983
-1.9530426656265332,-1.885674545393172
-1.9470729105533222,-1.7724948374030172
-1.9443617626242613,-1.6608151906279127
-1.9428008988157417,-1.6985407000807002
-1.9311146294206214,-1.3511524421339849
-1.9248567337684697,-1.160182158841011
-1.9243069693127641,-1.1564037365585162
-1.9099148230787233,-0.614652526431041
-1.9004098581731603,-0.17756194795087954
-1.9001503818924352,-0.21609870264682662
-1.8924962748863738,0.1272697418615799
-1.883193363667309,0.5094622798754284
-1.8598963198963951,1.5521377670358814
-1.852163044211976,1.8136166292455826
-1.8491871842922805,1.945151768509463
-1.840811849591974,2.225230899694309
-1.822761208913239,2.7100808829150704
-1.8111990916739633,2.8749537322622603
-1.8068752865215911,2.934596361648542
-1.78237974590707,2.913066458496057
-1.7492295262145119,2.1780183587721766
-1.7452927971129308,2.051607314709896
-1.7419663258738132,1.8976805474860465
-1.732876185622525,1.5512666685686853
-1.7258087811629192,1.339007125318389
-1.711987576301931,0.6748652367336652
-1.7117309786229669,0.6677079075668808
-1.6967825871380426,-0.0035906365985786887
-1.6923613276877203,-0.18337084601590353
-1.6919835846189244,-0.22350988517261136
-1.6877619500287728,-0.43863447863454436
-1.6787581509329466,-0.7368866337102332
-1.66548879323886,-1.312315486647414
-1.65934950021661,-1.5855162181503046
-1.6413348901969247,-2.1263697104663652
-1.6355711880425299,-2.2590777470754952
-1.616094436045147,-2.6349495396430433
-1.615151093145278,-2.6738588463345945
-1.6014347550360666,-2.8589782576020535
-1.5888511443906561,-2.855198792115146
-1.58776846147099,-2.843290247547721
-1.5874568343408586,-2.8731953214908788
-1.586431341469209,-2.8777354804164825
-1.5828031540139036,-2.8646097305459244
-1.5761492389637333,-2.80182406778877
-1.5698372194278254,-2.858988600300611
-1.5646112158099197,-2.805891085772327
-1.5635127950572913,-2.8236635952510674
-1.5590648288784763,-2.7361702161192167
-1.5521011867517251,-2.737455948394722
-1.550323433856108,-2.6950219305265604
-1.5429158053766368,-2.6259486647696324
-1.5336198790206226,-2.512208744957136
-1.5282783115924123,-2.450498123558048
-1.52421195202219,-2.3694984294204735
