n_harmonics,base_freq,magnitudes,instruments
9,2.0808941720326306,"[-0.14664464 -0.91996088  1.9440789  -0.35381979 -0.43476331 -0.43144396
  0.32973151  0.1551909  -1.55639311]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9965439312406446,-2.1096018427029
-2.996473488542128,-2.1031803056742584
-2.9939658689421096,-2.1104750307689772
-2.9850338648328734,-2.038905529006071
-2.979184750801994,-2.0168854799988845
-2.9772078571988794,-2.00610692698509
-2.971427693736963,-1.920503444485026
-2.9644427868809773,-1.8593820582147453
-2.960872937196032,-1.8391066550710942
-2.9592866091310412,-1.7983936616474754
-2.9585155704938675,-1.7874233303739018
-2.955107369075334,-1.7365546900192008
-2.951746338370433,-1.692470718773256
-2.949896494591696,-1.6873209483716392
-2.9470462831647497,-1.602937028967427
-2.9451614258141725,-1.5993561052674805
-2.9443555572920905,-1.5762119783427284
-2.9374213349706797,-1.4550634666716569
-2.9198662197947067,-1.073332644753148
-2.886478638971938,-0.28597698834683966
-2.8786737425609745,-0.1175803062814532
-2.873714628639166,0.00407607661063646
-2.8622147657613275,0.24691624720724575
-2.8601064555534506,0.27706749797689506
-2.8554497184410303,0.3592705143523837
-2.850959322767822,0.44157351993851923
-2.8488398958719543,0.4951685285009474
-2.8410798026344954,0.6040494524748137
-2.8403141604600206,0.6039358208741602
-2.825377365202737,0.7555322533661596
-2.8198333718906445,0.8046918504298666
-2.81507204426078,0.7770787975902995
-2.807229719394577,0.7943351693179492
-2.8036530021521537,0.7910873470026195
-2.802679118184138,0.7584553125005046
-2.7971054448808674,0.7513403240217196
-2.7964271507565415,0.7339664902500673
-2.7934915039162505,0.7147310774050848
-2.785144913542576,0.6191220145109516
-2.7839624487323817,0.625429921365785
-2.778855779199154,0.5401362137039508
-2.7764033903887793,0.5021932106580838
-2.7752754739411616,0.47325662425486553
-2.7711145584531005,0.3925111906707379
-2.769942712757569,0.37153735363041124
-2.7655777273151685,0.28968162643479006
-2.7647806551330443,0.26391772198887203
-2.76357192774711,0.2546208653717936
-2.7594141107873584,0.14636410458584423
-2.7541283591570673,0.002256819094872309
-2.7539805319978874,0.008951368422939665
-2.75235128035227,-0.03565455878286659
-2.7476069180509266,-0.1644069059108947
-2.744474788486998,-0.26200319262794247
-2.743886898210317,-0.24969554153994178
-2.743526490795187,-0.28454096692209185
-2.7430732325751483,-0.31347171927932554
-2.7291423422031422,-0.7201425805846209
-2.728313436441364,-0.7521036971729762
-2.7139437694567627,-1.2222620809629414
-2.7085773414035605,-1.4072284155193475
-2.6990952586843235,-1.6853092743219698
-2.6951387409121246,-1.8380307150952846
-2.6941975739853294,-1.8551816200042264
-2.675968038442509,-2.3611068569138305
-2.657967091611763,-2.7221827484460914
-2.6497756533489674,-2.8154242263854705
-2.6392029869734963,-2.9113587385153563
-2.630671970790787,-2.9357143375420613
-2.6266059908404884,-2.9290236065123487
-2.623373725252904,-2.9148198724419134
-2.60972372251205,-2.7902126991076215
-2.598193371682089,-2.5373495538009507
-2.5859309719741277,-2.256721628952076
