n_harmonics,base_freq,magnitudes,instruments
6,1.0738509660936217,[ 1.35615226 -1.68819503  0.30779589 -0.484352    0.22558501  1.07359823],"[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'>]"
x,y
-2.9869281688998575,-1.3734602377948013
-2.9821721041401243,-1.2560353209182267
-2.968398664228266,-1.1388125003306901
-2.9495842679124458,-1.0115640100988839
-2.9478802673427804,-1.0162951182075435
-2.9224159799187204,-0.8063644198407208
-2.91966754899872,-0.774453803651695
-2.917857432394503,-0.7776413719304036
-2.916386197358162,-0.7905236017848486
-2.9071345859069786,-0.6932086266836349
-2.9016424073572407,-0.6855404391814527
-2.8905336993797786,-0.609869950341602
-2.8847046648571224,-0.5436752351344616
-2.884196434727096,-0.4980514230863376
-2.883704208349922,-0.5909137785352743
-2.8819155318602885,-0.5449979742605779
-2.8813953555963834,-0.5675274476321522
-2.878246244381317,-0.5420479967407323
-2.8722292345843354,-0.482870694151033
-2.869582873346058,-0.4763986369278598
-2.865421823317422,-0.5036958076994651
-2.8613156697118516,-0.43310877051041136
-2.8608561062932654,-0.4045368962334037
-2.860306387432298,-0.4325042144417298
-2.8601922818092875,-0.4326846644272036
-2.8499007162540675,-0.42313591938837225
-2.8438142356788845,-0.3607763600792677
-2.824989236577035,-0.30263306708229937
-2.822999866416394,-0.24087487583989126
-2.81989620345602,-0.3328544780462829
-2.816541476885736,-0.21450998101396035
-2.808074100711914,-0.2517784904128175
-2.80664865906858,-0.25523220504323485
-2.7999378720973316,-0.2349545245244302
-2.7953727363192664,-0.21342965482869372
-2.7945523136149477,-0.20270639329340354
-2.791716397320017,-0.21888420991819574
-2.7829972489717534,-0.17462711392722977
-2.7788850487026853,-0.19815350373270613
-2.778209438682115,-0.188245595626659
-2.7747212785465343,-0.13726020563263713
-2.7733555200391873,-0.18723706508993918
-2.7638783966528964,-0.16661927051262448
-2.7607763454149694,-0.10275880783719915
-2.7490675733230896,-0.14969014919311188
-2.736268251818005,-0.10107993474212572
-2.7361103155534856,-0.13359940419115396
-2.7345472894799503,-0.13819221297853485
-2.7299296829780175,-0.11620406754295033
-2.7265871274784867,-0.14171888588372775
-2.721199127115975,-0.1923809791985982
-2.6884603306895585,-0.18767705678264596
-2.680862034637463,-0.1770713634958771
-2.6794713743284833,-0.18268294829510387
-2.6762125166622086,-0.2007882573016981
-2.654230236224005,-0.17145216421798923
-2.6510453403194063,-0.16023738039840452
-2.646515676522769,-0.20002763351896286
-2.635879396853685,-0.2238243319520035
-2.6309053748491764,-0.2503427914886967
-2.6301088401184485,-0.2496244128109069
-2.6264863543569703,-0.25383169198075234
-2.6220757734704474,-0.2553490034738083
-2.6135465601452097,-0.33376352431988493
-2.594224304547615,-0.31432908251696745
-2.5920660120456214,-0.32797874990106446
-2.5833291990493485,-0.3227599204995685
-2.577109897874503,-0.3742881145773397
-2.574551321686869,-0.3768341787446548
-2.5739130529030314,-0.3105117567288976
-2.5711490197990865,-0.30703081954813444
-2.56182839503869,-0.37751527920513883
-2.5508564538081204,-0.33194209795462415
-2.550585382806937,-0.39672412787896477
-2.5461230054590667,-0.4429188858152233
-2.538056120807777,-0.4424585067755265
-2.5342919679188918,-0.4413903203053627
-2.5335850990686435,-0.3856930957341598
-2.5221592398444947,-0.5018245392252585
-2.517414437507358,-0.4271930076351364
-2.5167403916904467,-0.3937066857279477
-2.5127245619750287,-0.45586659135109875
-2.5116364976050014,-0.45169686347818067
-2.5033233681413645,-0.44246689469872946
-2.5011448307053588,-0.45203811455149034
-2.483592539587753,-0.507093945065673
-2.4814497301778635,-0.4708755210827238
-2.475737448429827,-0.44605680661325375
-2.471687745542818,-0.48737778673813137
-2.4695667076102654,-0.48734468061266484
-2.4673295962442268,-0.460971714881344
-2.464773597224598,-0.46881935118154844
-2.464067265259845,-0.4720983424849242
-2.4571311013726818,-0.4858226296198206
-2.457017497548622,-0.4351902849403857
-2.4544269518674833,-0.40035211890838385
-2.454404168830217,-0.49186639824159967
-2.441374919446594,-0.48381203920762533
-2.435608167329403,-0.46292313508656274
-2.428819765958449,-0.4665794404983634
-2.4218922116387764,-0.45152233513702056
-2.417872845895867,-0.43757662743113196
-2.41769019964769,-0.4122672456905913
-2.4150383670258924,-0.4623876390716442
-2.408132298313186,-0.3745446919805539
-2.406995804378535,-0.449086053789286
-2.406715337711551,-0.409194362647797
-2.4033806610523403,-0.4632281625353035
-2.3995482805428345,-0.38958949158489525
-2.3975767368744334,-0.4252189025943418
-2.388485401155598,-0.41283410508943463
-2.372836633613707,-0.27277918210298663
-2.3670900807590707,-0.3490765417033928
-2.363951020716141,-0.2791655595470048
-2.3587691812264113,-0.2502286219732206
-2.3555121115837485,-0.270997212403893
-2.3552106318854404,-0.23249748966335948
-2.348635478400518,-0.282285199756393
-2.3441793703661906,-0.26653615763951555
-2.338386415294944,-0.15659688845036657
-2.3372733435671806,-0.20265361071303636
-2.3181480748767838,-0.10461487554843124
-2.3122223859919093,-0.059336266876796925
-2.310632287011503,-0.045204614111313025
-2.303173023120639,-0.005963584777441935
-2.3015467135870438,-0.053047475216866244
-2.29320062894641,0.03935025869111801
-2.2891868426757034,0.03837690719670567
-2.277574414612645,0.16834610912171513
-2.2589715239450516,0.24412833109521398
-2.2581636661435556,0.2170232641583175
-2.2560638621088787,0.2312453472739536
-2.2534143188064446,0.22456233439595577
-2.2477556341715674,0.35926074490823423
-2.2474957825702475,0.3021070289494999
-2.246306373730696,0.35677662540173966
-2.239519478826196,0.3704660343011006
-2.2381927574163765,0.37339082883763575
-2.2247145593736954,0.49683633266659016
-2.223815443043118,0.457326278153011
-2.2221743427054728,0.5148984775700427
-2.217784442318824,0.5234169783703658
-2.217378770781081,0.5306379217745099
-2.216442287254932,0.5299252522252487
-2.2150993250103905,0.5553952459144128
-2.2113215355229285,0.6096378974726164
-2.2029660689897694,0.6861868355709423
-2.202605606653564,0.6573628893979389
-2.1953289144436017,0.7330044802578073
-2.1948080420072382,0.6982204912912608
-2.1939264874218147,0.7274589047987172
-2.193156859639787,0.6748170138943326
-2.1906396444078498,0.7185820107270182
-2.1854813936524384,0.7607624209380389
-2.172052998746716,0.9046281815111489
-2.1671338337949893,0.8619774255015151
-2.1661754686811823,0.8426192948573784
-2.1657577236880314,0.8736937241939706
-2.1588835746820294,0.9724336212807576
-2.1497700804533864,1.0721332835900708
-2.1492657466083323,1.0566014628869325
-2.1482578238929833,1.0039041580231542
-2.1433910717858824,1.0874710046631249
-2.1422537320298645,1.0870163754857627
-2.13376181179187,1.1575364126586534
-2.127111550571991,1.2095242795728252
-2.126564541520205,1.2226237064705996
-2.1238550880430687,1.1978326229946894
-2.1145964212552997,1.2932821969871422
-2.1081925567390982,1.352279950650892
-2.081840608979424,1.544176390139805
-2.063873531786557,1.6099712588242998
-2.060328522987378,1.6536115205938313
-2.0334955569350877,1.823624130223169
-2.0274040007290184,1.8498696247426096
-2.0228607774703042,1.8691567656190322
-2.0195423532739087,1.8802990959501096
-2.0195051738928376,1.874450327609602
-2.012905528918647,1.9308872984853167
-2.007791441527568,1.9330546651572342
-2.0003714288068,1.9465199821801584
-2.0003037854289,2.004801702298977
-1.9951911285104311,2.0145810016605528
-1.9938966070256228,2.0126759897835247
-1.9852122423022431,2.0673889756019728
-1.9769484081772162,2.11013638757245
-1.9752144030409489,2.0863532997205225
-1.9587764166387622,2.1089297017364785
-1.9536700033832461,2.1284395473992483
-1.9501057623124083,2.091836889963394
-1.9444162677851973,2.1631427827620167
-1.943652426318411,2.153672956742348
-1.9382527725276781,2.122772729266751
-1.9288678651162248,2.2112869932089
-1.9265037002328704,2.125234387487671
-1.9202261537685972,2.0704432510757806
-1.916290541051411,2.115283258725692
-1.915201688120768,2.194910779914754
-1.9116839025371979,2.176662529168919
-1.907469316066166,2.1895645854409014
-1.9066385204480845,2.2121677043179755
-1.9002083095947702,2.1585021039284227
-1.8760637804811178,2.150994858278225
-1.8650733733814744,2.1164874719094167
-1.855099097244003,2.0928158977511613
-1.8420978408115556,2.0987216082182756
-1.836785988358258,2.0520165782394053
-1.829741506771622,2.0653530652056493
-1.8287357773420527,2.0701297370344056
-1.8272361082636797,2.0534331475350083
-1.8259452451281915,1.9737353847697787
-1.822284167367229,2.013144123113022
-1.8214784609110608,2.00391845552134
-1.8066163678126541,1.959943330980195
-1.7988236687834143,1.8823269912805751
-1.795727044756521,1.9094723903284987
-1.7948987488849526,1.8690766140977377
-1.7928133431451385,1.8924729171301595
-1.7857769566610722,1.8514656862812862
-1.7852669535529997,1.778302669438566
-1.7846098865147888,1.8160171529417388
-1.7796937129635058,1.7749405063718513
-1.7757674827273278,1.763112582148488
-1.761880312793123,1.684299341755929
-1.7471692320245094,1.6068334000500852
-1.738353370547787,1.5226579890471288
-1.7348423545049907,1.516830133988772
-1.729899227112592,1.507134412989038
-1.7223319395820746,1.4533002392451058
-1.7167970637339738,1.4280908482654804
-1.7104482267574004,1.3153402489062187
-1.6896254505724226,1.2111615601618653
-1.6829871779046617,1.1789514424908663
-1.6764790228616089,1.1277086034215056
-1.6664709563851439,1.0403536820660086
-1.6548763191850693,0.8852560241058172
-1.643291424850152,0.845567058732129
-1.6371110718413986,0.8233007171217646
-1.6273274639384188,0.7442393814964104
-1.6197893335299482,0.6322826219494498
-1.6184120657303365,0.6183669409246021
-1.6137922890053233,0.6124191974661545
-1.6123302957527001,0.5532034642824906
