n_harmonics,base_freq,magnitudes,instruments
8,1.2907234366918567,"[-0.86748425 -0.10124248  1.44107547 -2.20840486  0.17639893  0.228253
  0.77447671  0.98743709]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9966870914978965,2.344844051739492
-2.9914698017628245,2.446793140514107
-2.989934101732959,2.437216870710269
-2.9879135061938946,2.4694205399515856
-2.9833831508139315,2.4739926218068455
-2.980611507969241,2.485124345365945
-2.9782352930824403,2.5135776189042285
-2.967561870554476,2.56285456643476
-2.953120673019358,2.5661582083153585
-2.9449637467782734,2.5366118203781185
-2.9429976504210513,2.562395706562593
-2.93756940038067,2.5096647641908785
-2.9329433752526466,2.4918099270659475
-2.9288539187901277,2.4497490274110447
-2.9244124557765323,2.4177410445387917
-2.9027421625191794,2.211792397036304
-2.8979112708715746,2.1134917603339125
-2.8950144878867814,2.058932226287216
-2.8809317596063835,1.872551738008616
-2.8766629651455964,1.7972775727211496
-2.8756670656789316,1.7672886439583855
-2.868608382910913,1.65041999059053
-2.83290514621265,0.8768127906452421
-2.821124483389558,0.6033072520677687
-2.81394983126361,0.426069658465227
-2.813925050472158,0.42487027033248154
-2.813690133413937,0.41554936527801123
-2.809041189579168,0.30080595659275766
-2.8007119683201784,0.12860284338093497
-2.800696082812572,0.06812380364763171
-2.7845606609063385,-0.30201980316453897
-2.781657169269512,-0.3837194864173344
-2.7795648273193168,-0.42406766373662097
-2.7653563014615656,-0.7935185348679178
-2.765157671388843,-0.7967515768786952
-2.7592768542436263,-0.9170885931764347
-2.7515253361709995,-1.1356786539981572
-2.748697423933483,-1.1681504361835064
-2.7461211910109093,-1.240495948677996
-2.7425970941560145,-1.3107030688101577
-2.7359392509638116,-1.4540702016966867
-2.7311175258302756,-1.603532168219832
-2.730537009198036,-1.5948299305854563
-2.715123693856812,-1.889172371035488
-2.7136701218372172,-1.9551727113835575
-2.7129018345433753,-1.9457225738557473
-2.7020127555731013,-2.1887448815955186
-2.6977444312186867,-2.252788154549782
-2.6926142813171254,-2.3696499345854596
-2.691547262311203,-2.3882462380339424
-2.6692225928496214,-2.7148676815007105
-2.6631144989599713,-2.7744082954694465
-2.652365902174202,-2.8614471257682297
-2.6397285849928087,-2.9919640653235495
-2.6353524244900632,-3.070913607750938
-2.6320238151338167,-3.0798141639436754
-2.6209711770063784,-3.1512529196883885
-2.6181863084616337,-3.101605140942695
-2.614521812443109,-3.1659064533491446
-2.614394425731753,-3.1544851344495717
-2.6080367557386728,-3.182145243092182
-2.600717128267358,-3.1701819895048993
-2.5941657594360663,-3.230175631607434
-2.589768371633249,-3.1917591238328544
-2.589077035849419,-3.217039411673418
-2.5866450915245967,-3.1948337841500174
-2.583496205389959,-3.1984378018195723
-2.577328292003045,-3.218320105788391
-2.56594548602249,-3.1831612141572494
-2.5598472479817795,-3.133368371075436
-2.5490922471809734,-3.08304465568481
-2.5409542980078372,-3.0303096273297503
-2.524754704548143,-2.9013261781578357
-2.5220431690037035,-2.87646642499018
-2.5105244845028043,-2.787835444490999
-2.5014927027453417,-2.6564949370973143
-2.495963418818488,-2.609764466311768
-2.4901994014976454,-2.5569341617973556
-2.4777875529867064,-2.4070735182947054
-2.4735454578500624,-2.3580845327541877
-2.466567480697294,-2.254163326967821
-2.4595809827161585,-2.216318713041208
-2.458628773824487,-2.159659578590864
-2.4561200248234427,-2.1231246556570373
-2.449291435906586,-2.0228159403644357
-2.4491955890429877,-2.041270301795961
-2.439873014152008,-1.9565075643553658
-2.435004835825341,-1.8244662467830401
-2.421374974725886,-1.6675678528947624
-2.411875743964731,-1.5990445324929645
-2.4092023755130354,-1.5575158227001444
-2.4074698503792424,-1.5066987939409828
-2.3971994972227626,-1.3832750997542216
-2.397125263002218,-1.4042382748512365
-2.3934615920374602,-1.3784148846406998
-2.3893338506301722,-1.3374003888837198
-2.388442107647066,-1.3077595473851211
-2.387815880723652,-1.2879146582749736
-2.3796865146233968,-1.1925373446285956
-2.3796424640484934,-1.2237505635718648
-2.3625730287768874,-1.0356253646988836
-2.346588121103175,-0.8928315513610541
-2.3464481453733743,-0.8974986922535974
-2.3432867229254386,-0.8916222436266442
-2.341584889997688,-0.8416126237302637
-2.326323591707771,-0.7381712199587174
-2.295177276736875,-0.5600514088547696
-2.2884189703419504,-0.5450623652281374
-2.2857692052738567,-0.5067257390494271
-2.2839225373303753,-0.5158665955109667
-2.279048855340302,-0.5332990664032079
-2.2782153576969937,-0.5170410357039726
-2.276109873613843,-0.509208464043507
-2.2731897949578754,-0.5069927209029544
-2.258575947915773,-0.47575574206683735
-2.2556231445583315,-0.4457895259542709
-2.255186042322182,-0.47298634484733887
-2.255022040178287,-0.5006063636998638
-2.2543287874035465,-0.43997496146888326
-2.249962687876936,-0.4435800668951151
-2.2408435254953982,-0.4386692926883156
-2.235647192102498,-0.472292768576232
-2.235193511770861,-0.4422942470514955
-2.2133432432832487,-0.48294599425014945
-2.2076067849253316,-0.5011228886644808
-2.2009045448992364,-0.5008395176612067
-2.2005581134690577,-0.5314462461279117
-2.196198868850395,-0.4900846948860203
-2.1914964247219544,-0.5064529259376116
-2.188121590085925,-0.5171869990048626
-2.183042375211512,-0.542229430947992
-2.1544588733741676,-0.6637135971518511
-2.1534695635535472,-0.6373134149713114
-2.1461828052508896,-0.6557320236230125
-2.13493181019321,-0.6904233006172124
-2.131601018393515,-0.6716094135551592
-2.129437221307473,-0.7364871835995572
-2.114675809038032,-0.7953931695864257
-2.1045873485781383,-0.8013712515557035
-2.102994334678062,-0.7853094745179968
-2.095280471386155,-0.8518974661425426
-2.0923963200184232,-0.8705778647290293
-2.0915279257032866,-0.8624227438847683
-2.0858072850033627,-0.8631354808079142
-2.0793705149990203,-0.9125359769875874
-2.073328274777173,-0.9443751509754216
-2.062020993116214,-0.9391293864831699
-2.0611673012654066,-0.9784047413529784
-2.0568515229848052,-0.9593854604790193
-2.054762109868572,-0.9626466889322987
-2.0526235708231417,-0.9813250101299985
-2.0519989520352233,-0.9889457162836407
-2.0496304348902235,-0.9887149770634043
-2.0468091999582914,-1.0097900713717562
-2.046216117449779,-0.9709195174788209
-2.0443444589701993,-1.0134316259135214
-2.0411327132535826,-1.010400024387595
-2.0379356867261578,-1.0188166002764452
-2.0305641373495478,-1.019158680280921
-2.0305484987024345,-1.039054680496768
-2.0253848959793217,-1.0512558744252327
-2.0077486013825796,-1.081555777790928
-1.9763252395502287,-1.1234658443395102
-1.9680848413301444,-1.124314873793612
-1.9619935422445187,-1.1293729646969717
-1.959292729960774,-1.1465671023365247
-1.9551528316813416,-1.1396358793255466
-1.9546445621211637,-1.1642760979019744
-1.9527019906597431,-1.1333254970672204
-1.950270739728777,-1.1556516280419173
-1.9453825054257143,-1.1339565665795601
-1.9400587104836435,-1.1454878867451168
-1.9361112986975948,-1.146927531470222
-1.9323313231857828,-1.1391808272479622
-1.919992931273082,-1.1496965413516214
-1.9049808459055262,-1.1740667722054754
-1.9049621491789872,-1.1568292559575433
-1.9047590701682842,-1.1473340613798457
-1.896143844448181,-1.1443460690166647
